stock_code,forecast_origin,target_month,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6,rolling_median_6,rolling_std_3,rolling_max_6,nonzero_months_6,months_since_last_sale,product_age_months,invoice_count_lag_1,avg_unit_price_lag_1,target_month_of_year,target_quarter,y,is_active
21186,2010-12,2011-01,2,882,1008,630.666667,476.833333,394.500000,447.500714,1008,6,1,13,1,3.360000,1,1,0,True
21186,2011-01,2011-02,0,2,882,294.666667,446.833333,394.500000,415.308185,1008,5,2,14,0,3.360000,2,1,0,True
21186,2011-02,2011-03,0,0,2,0.666667,402.833333,263.500000,0.942809,1008,4,3,15,0,3.360000,3,1,0,True
21186,2011-03,2011-04,0,0,0,0.000000,315.333333,1.000000,0.000000,1008,3,4,16,0,3.360000,4,2,0,True
21186,2011-04,2011-05,0,0,0,0.000000,147.333333,0.000000,0.000000,882,2,5,17,0,3.360000,5,2,0,True
21186,2011-05,2011-06,0,0,0,0.000000,0.333333,0.000000,0.000000,2,1,6,18,0,3.360000,6,2,0,True
21187,2010-02,2010-03,18,8,52,26.000000,26.000000,18.000000,18.832596,52,3,1,3,5,1.745000,3,1,5,True
21187,2010-03,2010-04,5,18,8,10.333333,20.750000,13.000000,5.557777,52,4,1,4,2,1.992000,4,2,305,True
21187,2010-04,2010-05,305,5,18,109.333333,77.600000,18.000000,138.458979,305,5,1,5,3,1.517213,5,2,14,True
21187,2010-05,2010-06,14,305,5,108.000000,67.000000,16.000000,139.348484,305,6,1,6,2,1.650000,6,2,28,True
21187,2010-06,2010-07,28,14,305,115.666667,63.000000,16.000000,134.000829,305,6,1,7,4,1.650000,7,3,20,True
21187,2010-07,2010-08,20,28,14,20.666667,65.000000,19.000000,5.734884,305,6,1,8,4,1.735500,8,3,63,True
21187,2010-08,2010-09,63,20,28,37.000000,72.500000,24.000000,18.672618,305,6,1,9,4,1.497619,9,3,78,True
21187,2010-09,2010-10,78,63,20,53.666667,84.666667,45.500000,24.580932,305,6,1,10,8,1.671923,10,4,153,True
21187,2010-10,2010-11,153,78,63,98.000000,59.333333,45.500000,39.370039,153,6,1,11,12,1.569216,11,4,231,True
21187,2010-11,2010-12,231,153,78,154.000000,95.500000,70.500000,62.465991,231,6,1,12,32,1.694286,12,4,138,True
21187,2010-12,2011-01,138,231,153,174.000000,113.833333,108.000000,40.767634,231,6,1,13,18,1.828261,1,1,3,True
21187,2011-01,2011-02,3,138,231,124.000000,111.000000,108.000000,93.605555,231,6,1,14,2,3.290000,2,1,0,True
21187,2011-02,2011-03,0,3,138,47.000000,100.500000,108.000000,64.358372,231,5,2,15,0,3.290000,3,1,106,True
21187,2011-03,2011-04,106,0,3,36.333333,105.166667,122.000000,49.276995,231,5,1,16,9,1.605849,4,2,12,True
21187,2011-04,2011-05,12,106,0,39.333333,81.666667,59.000000,47.394327,231,5,1,17,1,1.650000,5,2,55,True
21187,2011-05,2011-06,55,12,106,57.666667,52.333333,33.500000,38.421637,138,5,1,18,6,1.650000,6,2,16,True
21187,2011-06,2011-07,16,55,12,27.666667,32.000000,14.000000,19.396449,106,5,1,19,3,1.650000,7,3,37,True
21187,2011-07,2011-08,37,16,55,36.000000,37.666667,26.500000,15.937377,106,5,1,20,8,1.960270,8,3,2,True
21187,2011-08,2011-09,2,37,16,18.333333,38.000000,26.500000,14.383633,106,6,1,21,1,3.290000,9,3,0,True
21187,2011-09,2011-10,0,2,37,13.000000,20.333333,14.000000,16.990193,55,5,2,22,0,3.290000,10,4,0,True
21187,2011-10,2011-11,0,0,2,0.666667,18.333333,9.000000,0.942809,55,4,3,23,0,3.290000,11,4,0,True
21188,2010-02,2010-03,120,52,21,64.333333,64.333333,52.000000,41.346772,120,3,1,3,10,2.790000,3,1,59,True
21188,2010-03,2010-04,59,120,52,77.000000,63.000000,55.500000,30.539592,120,4,1,4,7,2.950000,4,2,17,True
21188,2010-04,2010-05,17,59,120,65.333333,53.800000,52.000000,42.287377,120,5,1,5,6,3.472353,5,2,37,True
21188,2010-05,2010-06,37,17,59,37.666667,51.000000,44.500000,17.152907,120,6,1,6,7,3.110000,6,2,58,True
21188,2010-06,2010-07,58,37,17,37.333333,57.166667,55.000000,16.739839,120,6,1,7,7,3.052069,7,3,66,True
21188,2010-07,2010-08,66,58,37,53.666667,59.500000,58.500000,12.229291,120,6,1,8,5,3.039697,8,3,13,True
21188,2010-08,2010-09,13,66,58,45.666667,41.666667,47.500000,23.328571,66,6,1,9,2,2.950000,9,3,51,True
21188,2010-09,2010-10,51,13,66,43.333333,40.333333,44.000000,22.305953,66,6,1,10,7,3.124118,10,4,39,True
21188,2010-10,2010-11,39,51,13,34.333333,44.000000,45.000000,15.860503,66,6,1,11,5,2.950000,11,4,53,True
21188,2010-11,2010-12,53,39,51,47.666667,46.666667,52.000000,6.182412,66,6,1,12,7,2.805094,12,4,9,True
21188,2010-12,2011-01,9,53,39,33.666667,38.500000,45.000000,18.354533,66,6,1,13,5,5.581111,1,1,47,True
21188,2011-01,2011-02,47,9,53,36.333333,35.333333,43.000000,19.482186,53,6,1,14,7,3.010426,2,1,16,True
21188,2011-02,2011-03,16,47,9,24.000000,35.833333,43.000000,16.512621,53,6,1,15,4,3.127500,3,1,77,True
21188,2011-03,2011-04,77,16,47,46.666667,40.166667,43.000000,24.904261,77,6,1,16,5,2.700649,4,2,25,True
21188,2011-04,2011-05,25,77,16,39.333333,37.833333,36.000000,26.886593,77,6,1,17,6,3.177200,5,2,32,True
21188,2011-05,2011-06,32,25,77,44.666667,34.333333,28.500000,23.041026,77,6,1,18,7,3.393750,6,2,27,True
21188,2011-06,2011-07,27,32,25,28.000000,37.333333,29.500000,2.943920,77,6,1,19,7,3.896667,7,3,57,True
21188,2011-07,2011-08,57,27,32,38.666667,39.000000,29.500000,13.123346,77,6,1,20,7,3.199123,8,3,36,True
21188,2011-08,2011-09,36,57,27,40.000000,42.333333,34.000000,12.569805,77,6,1,21,2,2.683333,9,3,0,True
21188,2011-09,2011-10,0,36,57,31.000000,29.500000,29.500000,23.537205,57,5,2,22,0,2.683333,10,4,0,True
21188,2011-10,2011-11,0,0,36,12.000000,25.333333,29.500000,16.970563,57,4,3,23,0,2.683333,11,4,0,True
21189,2010-02,2010-03,3,5,43,17.000000,17.000000,5.000000,18.402898,43,3,1,3,1,3.360000,3,1,18,True
21189,2010-03,2010-04,18,3,5,8.666667,17.250000,11.500000,6.649979,43,4,1,4,3,2.600000,4,2,1,True
21189,2010-04,2010-05,1,18,3,7.333333,14.000000,5.000000,7.586538,43,5,1,5,1,1.650000,5,2,16,True
21189,2010-05,2010-06,16,1,18,11.666667,14.333333,10.500000,7.586538,43,6,1,6,3,1.863750,6,2,54,True
21189,2010-06,2010-07,54,16,1,23.666667,16.166667,10.500000,22.305953,54,6,1,7,2,1.472222,7,3,2,True
21189,2010-07,2010-08,2,54,16,24.000000,15.666667,9.500000,21.969676,54,6,1,8,2,2.505000,8,3,27,True
21189,2010-08,2010-09,27,2,54,27.666667,19.666667,17.000000,21.234144,54,6,1,9,3,1.713333,9,3,48,True
21189,2010-09,2010-10,48,27,2,25.666667,24.666667,21.500000,18.803073,54,6,1,10,3,1.650000,10,4,67,True
21189,2010-10,2010-11,67,48,27,47.333333,35.666667,37.500000,16.336734,67,6,1,11,4,1.506716,11,4,158,True
21189,2010-11,2010-12,158,67,48,91.000000,59.333333,51.000000,48.006944,158,6,1,12,15,1.716582,12,4,44,True
21189,2010-12,2011-01,44,158,67,89.666667,57.666667,46.000000,49.222849,158,6,1,13,14,2.971364,1,1,6,True
21189,2011-01,2011-02,6,44,158,69.333333,58.333333,46.000000,64.587581,158,6,1,14,1,3.360000,2,1,12,True
21189,2011-02,2011-03,12,6,44,20.666667,55.833333,46.000000,16.679995,158,6,1,15,1,1.650000,3,1,36,True
21189,2011-03,2011-04,36,12,6,18.000000,53.833333,40.000000,12.961481,158,6,1,16,6,2.105556,4,2,13,True
21189,2011-04,2011-05,13,36,12,20.333333,44.833333,24.500000,11.085526,158,6,1,17,2,1.650000,5,2,17,True
21189,2011-05,2011-06,17,13,36,22.000000,21.333333,15.000000,10.033278,44,6,1,18,4,2.035882,6,2,16,True
21189,2011-06,2011-07,16,17,13,15.333333,16.666667,14.500000,1.699673,36,6,1,19,4,2.162500,7,3,21,True
21189,2011-07,2011-08,21,16,17,18.000000,19.166667,16.500000,2.160247,36,6,1,20,4,2.040476,8,3,5,True
21189,2011-08,2011-09,5,21,16,14.000000,18.000000,16.500000,6.683313,36,6,1,21,3,2.634000,9,3,5,True
21189,2011-09,2011-10,5,5,21,10.333333,12.833333,14.500000,7.542472,21,6,1,22,3,2.306000,10,4,6,True
21189,2011-10,2011-11,6,5,5,5.333333,11.666667,11.000000,0.471405,21,6,1,23,1,1.650000,11,4,105,True
21190,2010-02,2010-03,91,147,66,101.333333,101.333333,91.000000,33.865748,147,3,1,3,11,1.657253,3,1,35,True
21190,2010-03,2010-04,35,91,147,91.000000,84.750000,78.500000,45.723809,147,4,1,4,11,1.992000,4,2,46,True
21190,2010-04,2010-05,46,35,91,57.333333,77.000000,66.000000,24.225790,147,5,1,5,11,1.835870,5,2,27,True
21190,2010-05,2010-06,27,46,35,36.000000,68.666667,56.000000,7.788881,147,6,1,6,6,1.903333,6,2,50,True
21190,2010-06,2010-07,50,27,46,41.000000,66.000000,48.000000,10.033278,147,6,1,7,8,1.718400,7,3,83,True
21190,2010-07,2010-08,83,50,27,53.333333,55.333333,48.000000,22.983086,91,6,1,8,10,1.670602,8,3,24,True
21190,2010-08,2010-09,24,83,50,52.333333,44.166667,40.500000,24.143092,83,6,1,9,7,1.863750,9,3,6,True
21190,2010-09,2010-10,6,24,83,37.666667,39.333333,36.500000,32.887012,83,6,1,10,4,1.935000,10,4,16,True
21190,2010-10,2010-11,16,6,24,15.333333,34.333333,25.500000,7.363574,83,6,1,11,4,1.756875,11,4,47,True
21190,2010-11,2010-12,47,16,6,23.000000,37.666667,35.500000,17.454703,83,6,1,12,6,1.629574,12,4,112,True
21190,2010-12,2011-01,112,47,16,58.333333,48.000000,35.500000,40.002778,112,6,1,13,3,1.453571,1,1,2,True
21190,2011-01,2011-02,2,112,47,53.666667,34.500000,20.000000,45.154057,112,6,1,14,1,1.650000,2,1,0,True
21190,2011-02,2011-03,0,2,112,38.000000,30.500000,11.000000,52.332272,112,5,2,15,0,1.650000,3,1,50,True
21190,2011-03,2011-04,50,0,2,17.333333,37.833333,31.500000,23.113248,112,5,1,16,1,1.450000,4,2,0,True
21190,2011-04,2011-05,0,50,0,16.666667,35.166667,24.500000,23.570226,112,4,2,17,0,1.450000,5,2,0,True
21190,2011-05,2011-06,0,0,50,16.666667,27.333333,1.000000,23.570226,112,3,3,18,0,1.450000,6,2,0,True
21190,2011-06,2011-07,0,0,0,0.000000,8.666667,0.000000,0.000000,50,2,4,19,0,1.450000,7,3,0,True
21190,2011-07,2011-08,0,0,0,0.000000,8.333333,0.000000,0.000000,50,1,5,20,0,1.450000,8,3,0,True
21190,2011-08,2011-09,0,0,0,0.000000,8.333333,0.000000,0.000000,50,1,6,21,0,1.450000,9,3,0,True
21191,2010-02,2010-03,6,1,44,17.000000,17.000000,6.000000,19.200694,44,3,1,3,3,2.100000,3,1,9,True
21191,2010-03,2010-04,9,6,1,5.333333,15.000000,7.500000,3.299832,44,4,1,4,3,3.037778,4,2,2,True
21191,2010-04,2010-05,2,9,6,5.666667,12.400000,6.000000,2.867442,44,5,1,5,1,2.100000,5,2,10,True
21191,2010-05,2010-06,10,2,9,7.000000,12.000000,7.500000,3.559026,44,6,1,6,3,2.944000,6,2,50,True
21191,2010-06,2010-07,50,10,2,20.666667,13.000000,7.500000,20.997354,50,6,1,7,2,1.706400,7,3,13,True
21191,2010-07,2010-08,13,50,10,24.333333,15.000000,9.500000,18.190352,50,6,1,8,3,2.262308,8,3,1,True
21191,2010-08,2010-09,1,13,50,21.333333,14.166667,9.500000,20.853990,50,6,1,9,1,4.210000,9,3,98,True
21191,2010-09,2010-10,98,1,13,37.333333,29.000000,11.500000,43.176640,98,6,1,10,12,2.143061,10,4,355,True
21191,2010-10,2010-11,355,98,1,151.333333,87.833333,31.500000,149.359373,355,6,1,11,23,1.834704,11,4,328,True
21191,2010-11,2010-12,328,355,98,260.333333,140.833333,74.000000,115.315027,355,6,1,12,41,2.297043,12,4,158,True
21191,2010-12,2011-01,158,328,355,280.333333,158.833333,128.000000,87.202192,355,6,1,13,27,3.181709,1,1,3,True
21191,2011-01,2011-02,3,158,328,163.000000,157.166667,128.000000,132.727792,355,6,1,14,2,4.130000,2,1,54,True
21191,2011-02,2011-03,54,3,158,71.666667,166.000000,128.000000,64.499785,355,6,1,15,2,1.735556,3,1,61,True
21191,2011-03,2011-04,61,54,3,39.333333,159.833333,109.500000,25.849995,355,6,1,16,5,1.810656,4,2,8,True
21191,2011-04,2011-05,8,61,54,41.000000,102.000000,57.500000,23.508864,328,6,1,17,2,2.607500,5,2,20,True
21191,2011-05,2011-06,20,8,61,29.666667,50.666667,37.000000,22.691163,158,6,1,18,5,2.912000,6,2,20,True
21191,2011-06,2011-07,20,20,8,16.000000,27.666667,20.000000,5.656854,61,6,1,19,4,2.100000,7,3,19,True
21191,2011-07,2011-08,19,20,20,19.666667,30.333333,20.000000,0.471405,61,6,1,20,3,2.634211,8,3,3,True
21191,2011-08,2011-09,3,19,20,14.000000,21.833333,19.500000,7.788881,61,6,1,21,1,4.130000,9,3,20,True
21191,2011-09,2011-10,20,3,19,14.000000,15.000000,19.500000,7.788881,20,6,1,22,4,2.810500,10,4,28,True
21191,2011-10,2011-11,28,20,3,17.000000,18.333333,20.000000,10.424331,28,6,1,23,6,2.100000,11,4,124,True
21192,2010-02,2010-03,20,4,103,42.333333,42.333333,20.000000,43.392268,103,3,1,3,5,1.821000,3,1,0,True
21192,2010-03,2010-04,0,20,4,8.000000,31.750000,12.000000,8.640988,103,3,2,4,0,1.821000,4,2,4,True
21192,2010-04,2010-05,4,0,20,8.000000,26.200000,4.000000,8.640988,103,4,1,5,2,1.650000,5,2,15,True
21192,2010-05,2010-06,15,4,0,6.333333,24.333333,9.500000,6.342099,103,5,1,6,2,1.992000,6,2,51,True
21192,2010-06,2010-07,51,15,4,23.333333,15.666667,9.500000,20.072092,51,5,1,7,2,1.461765,7,3,29,True
21192,2010-07,2010-08,29,51,15,31.666667,19.833333,17.500000,14.817407,51,5,1,8,5,1.767931,8,3,5,True
21192,2010-08,2010-09,5,29,51,28.333333,17.333333,10.000000,18.785337,51,5,1,9,2,2.676000,9,3,153,True
21192,2010-09,2010-10,153,5,29,62.333333,42.833333,22.000000,64.855395,153,6,1,10,11,1.609608,10,4,315,True
21192,2010-10,2010-11,315,153,5,157.666667,94.666667,40.000000,126.599982,315,6,1,11,21,1.659619,11,4,376,True
21192,2010-11,2010-12,376,315,153,281.333333,154.833333,102.000000,94.100419,376,6,1,12,49,1.804282,12,4,187,True
21192,2010-12,2011-01,187,376,315,292.666667,177.500000,170.000000,78.758421,376,6,1,13,34,2.299251,1,1,2,True
21192,2011-01,2011-02,2,187,376,188.333333,173.000000,170.000000,152.687771,376,6,1,14,1,3.290000,2,1,71,True
21192,2011-02,2011-03,71,2,187,86.666667,184.000000,170.000000,76.334061,376,6,1,15,3,1.768873,3,1,14,True
21192,2011-03,2011-04,14,71,2,29.000000,160.833333,129.000000,30.099834,376,6,1,16,6,2.352857,4,2,27,True
21192,2011-04,2011-05,27,14,71,37.333333,112.833333,49.000000,24.390344,376,6,1,17,3,1.771481,5,2,16,True
21192,2011-05,2011-06,16,27,14,19.000000,52.833333,21.500000,5.715476,187,6,1,18,5,1.957500,6,2,17,True
21192,2011-06,2011-07,17,16,27,20.000000,24.500000,16.500000,4.966555,71,6,1,19,4,2.035882,7,3,32,True
21192,2011-07,2011-08,32,17,16,21.666667,29.500000,22.000000,7.318166,71,6,1,20,6,2.316250,8,3,308,True
21192,2011-08,2011-09,308,32,17,119.000000,69.000000,22.000000,133.783407,308,6,1,21,4,1.532208,9,3,17,True
21192,2011-09,2011-10,17,308,32,119.000000,69.500000,22.000000,133.783407,308,6,1,22,4,3.290000,10,4,344,True
21192,2011-10,2011-11,344,17,308,223.000000,122.333333,24.500000,146.403552,344,6,1,23,13,1.530233,11,4,57,True
21193,2010-02,2010-03,14,13,38,21.666667,21.666667,14.000000,11.556624,38,3,1,3,4,2.100000,3,1,2,True
21193,2010-03,2010-04,2,14,13,9.666667,16.750000,13.500000,5.436502,38,4,1,4,1,2.100000,4,2,44,True
21193,2010-04,2010-05,44,2,14,20.000000,22.200000,14.000000,17.663522,44,5,1,5,1,1.690000,5,2,0,True
21193,2010-05,2010-06,0,44,2,15.333333,18.500000,13.500000,20.286832,44,5,2,6,0,1.690000,6,2,0,True
21193,2010-06,2010-07,0,0,44,14.666667,12.166667,7.500000,20.741799,44,4,3,7,0,1.690000,7,3,0,True
21193,2010-07,2010-08,0,0,0,0.000000,10.000000,1.000000,0.000000,44,3,4,8,0,1.690000,8,3,0,True
21193,2010-08,2010-09,0,0,0,0.000000,7.666667,0.000000,0.000000,44,2,5,9,0,1.690000,9,3,0,True
21193,2010-09,2010-10,0,0,0,0.000000,7.333333,0.000000,0.000000,44,1,6,10,0,1.690000,10,4,0,True
21194,2010-02,2010-03,3,4,10,5.666667,5.666667,4.000000,3.091206,10,3,1,3,3,2.803333,3,1,9,True
21194,2010-03,2010-04,9,3,4,5.333333,6.500000,6.500000,2.624669,10,4,1,4,3,2.100000,4,2,1,True
21194,2010-04,2010-05,1,9,3,4.333333,5.400000,4.000000,3.399346,10,5,1,5,1,4.210000,5,2,11,True
21194,2010-05,2010-06,11,1,9,7.000000,6.333333,6.500000,4.320494,11,6,1,6,3,2.100000,6,2,4,True
21194,2010-06,2010-07,4,11,1,5.333333,5.333333,4.000000,4.189935,11,6,1,7,1,2.100000,7,3,2,True
21194,2010-07,2010-08,2,4,11,5.666667,5.000000,3.500000,3.858612,11,6,1,8,1,2.100000,8,3,0,True
21194,2010-08,2010-09,0,2,4,2.000000,4.500000,3.000000,1.632993,11,5,2,9,0,2.100000,9,3,7,True
21194,2010-09,2010-10,7,0,2,3.000000,4.166667,3.000000,2.943920,11,5,1,10,4,2.401429,10,4,12,True
21194,2010-10,2010-11,12,7,0,6.333333,6.000000,5.500000,4.921608,12,5,1,11,1,2.100000,11,4,17,True
21194,2010-11,2010-12,17,12,7,12.000000,7.000000,5.500000,4.082483,17,5,1,12,5,2.575882,12,4,27,True
21194,2010-12,2011-01,27,17,12,18.666667,10.833333,9.500000,6.236096,27,5,1,13,3,2.256296,1,1,27,True
21194,2011-01,2011-02,27,27,17,23.666667,15.000000,14.500000,4.714045,27,5,1,14,12,1.728148,2,1,26,True
21194,2011-02,2011-03,26,27,27,26.666667,19.333333,21.500000,0.471405,27,6,1,15,3,2.178077,3,1,8,True
21194,2011-03,2011-04,8,26,27,20.333333,19.500000,21.500000,8.730534,27,6,1,16,4,3.876250,4,2,6,True
21194,2011-04,2011-05,6,8,26,13.333333,18.500000,21.500000,8.993825,27,6,1,17,3,2.776667,5,2,2,True
21194,2011-05,2011-06,2,6,8,5.333333,16.000000,17.000000,2.494438,27,6,1,18,2,3.115000,6,2,118,True
21194,2011-06,2011-07,118,2,6,42.000000,31.166667,17.000000,53.764920,118,6,1,19,7,0.738475,7,3,39,True
21194,2011-07,2011-08,39,118,2,53.000000,33.166667,17.000000,48.380437,118,6,1,20,4,0.828462,8,3,66,True
21194,2011-08,2011-09,66,39,118,74.333333,39.833333,23.500000,32.785498,118,6,1,21,7,1.546364,9,3,39,True
21194,2011-09,2011-10,39,66,39,48.000000,45.000000,39.000000,12.727922,118,6,1,22,4,0.650000,10,4,52,True
21194,2011-10,2011-11,52,39,66,52.333333,52.666667,45.500000,11.025224,118,6,1,23,5,0.650000,11,4,53,True
21195,2010-02,2010-03,22,21,23,22.000000,22.000000,22.000000,0.816497,23,3,1,3,6,3.250909,3,1,7,True
21195,2010-03,2010-04,7,22,21,16.666667,18.250000,21.500000,6.847546,23,4,1,4,2,3.607143,4,2,7,True
21195,2010-04,2010-05,7,7,22,12.000000,16.000000,21.000000,7.071068,23,5,1,5,5,3.607143,5,2,13,True
21195,2010-05,2010-06,13,7,7,9.000000,15.500000,17.000000,2.828427,23,6,1,6,3,3.885385,6,2,34,True
21195,2010-06,2010-07,34,13,7,18.000000,17.333333,17.000000,11.575837,34,6,1,7,5,2.286176,7,3,14,True
21195,2010-07,2010-08,14,34,13,20.333333,16.166667,13.500000,9.672412,34,6,1,8,6,2.702857,8,3,49,True
21195,2010-08,2010-09,49,14,34,32.333333,20.666667,13.500000,14.337209,49,6,1,9,2,1.741429,9,3,34,True
21195,2010-09,2010-10,34,49,14,32.333333,25.166667,24.000000,14.337209,49,6,1,10,6,2.224118,10,4,29,True
21195,2010-10,2010-11,29,34,49,37.333333,28.833333,31.500000,8.498366,49,6,1,11,7,2.609310,11,4,51,True
21195,2010-11,2010-12,51,29,34,38.000000,35.166667,34.000000,9.416298,51,6,1,12,13,3.134314,12,4,87,True
21195,2010-12,2011-01,87,51,29,55.666667,44.000000,41.500000,23.907228,87,6,1,13,13,1.953793,1,1,329,True
21195,2011-01,2011-02,329,87,51,155.666667,96.500000,50.000000,123.443194,329,6,1,14,30,1.501884,2,1,133,True
21195,2011-02,2011-03,133,329,87,183.000000,110.500000,69.000000,104.931724,329,6,1,15,10,1.971955,3,1,54,True
21195,2011-03,2011-04,54,133,329,172.000000,113.833333,70.500000,115.605652,329,6,1,16,14,2.739074,4,2,20,True
21195,2011-04,2011-05,20,54,133,69.000000,112.333333,70.500000,47.335681,329,6,1,17,5,3.927000,5,2,70,True
21195,2011-05,2011-06,70,20,54,48.000000,115.500000,78.500000,20.848661,329,6,1,18,8,2.224857,6,2,0,True
21195,2011-06,2011-07,0,70,20,30.000000,101.000000,62.000000,29.439203,329,5,2,19,0,2.224857,7,3,0,True
21195,2011-07,2011-08,0,0,70,23.333333,46.166667,37.000000,32.998316,133,4,3,20,0,2.224857,8,3,0,True
21195,2011-08,2011-09,0,0,0,0.000000,24.000000,10.000000,0.000000,70,3,4,21,0,2.224857,9,3,0,True
21195,2011-09,2011-10,0,0,0,0.000000,15.000000,0.000000,0.000000,70,2,5,22,0,2.224857,10,4,0,True
21195,2011-10,2011-11,0,0,0,0.000000,11.666667,0.000000,0.000000,70,1,6,23,0,2.224857,11,4,0,True
21196,2010-02,2010-03,1,0,0,0.333333,0.333333,0.000000,0.471405,1,1,1,1,1,3.360000,3,1,2,True
21196,2010-03,2010-04,2,1,0,1.000000,0.750000,0.500000,0.816497,2,2,1,2,1,1.650000,4,2,12,True
21196,2010-04,2010-05,12,2,1,5.000000,3.000000,1.000000,4.966555,12,3,1,3,1,1.650000,5,2,18,True
21196,2010-05,2010-06,18,12,2,10.666667,5.500000,1.500000,6.599663,18,4,1,4,2,1.650000,6,2,12,True
21196,2010-06,2010-07,12,18,12,14.000000,7.500000,7.000000,2.828427,18,5,1,5,1,1.650000,7,3,12,True
21196,2010-07,2010-08,12,12,18,14.000000,9.500000,12.000000,2.828427,18,6,1,6,1,1.650000,8,3,1,True
21196,2010-08,2010-09,1,12,12,8.333333,9.500000,12.000000,5.185450,18,6,1,7,1,1.650000,9,3,12,True
21196,2010-09,2010-10,12,1,12,8.333333,11.166667,12.000000,5.185450,18,6,1,8,1,1.650000,10,4,0,True
21196,2010-10,2010-11,0,12,1,4.333333,9.166667,12.000000,5.436502,18,5,2,9,0,1.650000,11,4,0,True
21196,2010-11,2010-12,0,0,12,4.000000,6.166667,6.500000,5.656854,12,4,3,10,0,1.650000,12,4,1,True
21196,2010-12,2011-01,1,0,0,0.333333,4.333333,1.000000,0.471405,12,4,1,11,1,1.650000,1,1,12,True
21196,2011-01,2011-02,12,1,0,4.333333,4.333333,1.000000,5.436502,12,4,1,12,1,1.650000,2,1,0,True
21196,2011-02,2011-03,0,12,1,4.333333,4.166667,0.500000,5.436502,12,3,2,13,0,1.650000,3,1,2,True
21196,2011-03,2011-04,2,0,12,4.666667,2.500000,0.500000,5.249339,12,3,1,14,1,3.290000,4,2,12,True
21196,2011-04,2011-05,12,2,0,4.666667,4.500000,1.500000,5.249339,12,4,1,15,1,1.650000,5,2,20,True
21196,2011-05,2011-06,20,12,2,11.333333,7.833333,7.000000,7.363574,20,5,1,16,4,2.060000,6,2,0,True
21196,2011-06,2011-07,0,20,12,10.666667,7.666667,7.000000,8.219219,20,4,2,17,0,2.060000,7,3,0,True
21196,2011-07,2011-08,0,0,20,6.666667,5.666667,1.000000,9.428090,20,3,3,18,0,2.060000,8,3,36,True
21196,2011-08,2011-09,36,0,0,12.000000,11.666667,7.000000,16.970563,36,4,1,19,2,1.650000,9,3,12,True
21196,2011-09,2011-10,12,36,0,16.000000,13.333333,12.000000,14.966630,36,4,1,20,1,1.650000,10,4,1,True
21196,2011-10,2011-11,1,12,36,16.333333,11.500000,6.500000,14.613540,36,4,1,21,1,1.650000,11,4,0,True
21197,2010-03,2010-04,4,0,0,1.333333,1.000000,0.000000,1.885618,4,1,1,1,1,1.650000,4,2,39,True
21197,2010-04,2010-05,39,4,0,14.333333,8.600000,0.000000,17.518244,39,2,1,2,3,1.650000,5,2,0,True
21197,2010-05,2010-06,0,39,4,14.333333,7.166667,0.000000,17.518244,39,2,2,3,0,1.650000,6,2,25,True
21197,2010-06,2010-07,25,0,39,21.333333,11.333333,2.000000,16.131405,39,3,1,4,3,1.650000,7,3,28,True
21197,2010-07,2010-08,28,25,0,17.666667,16.000000,14.500000,12.552114,39,4,1,5,4,1.650000,8,3,13,True
21197,2010-08,2010-09,13,28,25,22.000000,18.166667,19.000000,6.480741,39,5,1,6,2,1.650000,9,3,36,True
21197,2010-09,2010-10,36,13,28,25.666667,23.500000,26.500000,9.533566,39,5,1,7,3,1.650000,10,4,12,True
21197,2010-10,2010-11,12,36,13,20.333333,19.000000,19.000000,11.085526,36,5,1,8,1,1.650000,11,4,12,True
21197,2010-11,2010-12,12,12,36,20.000000,21.000000,19.000000,11.313708,36,6,1,9,1,1.650000,12,4,13,True
21197,2010-12,2011-01,13,12,12,12.333333,19.000000,13.000000,0.471405,36,6,1,10,2,1.650000,1,1,60,True
21197,2011-01,2011-02,60,13,12,28.333333,24.333333,13.000000,22.395436,60,6,1,11,2,0.666000,2,1,14,True
21197,2011-02,2011-03,14,60,13,29.000000,24.500000,13.500000,21.924112,60,6,1,12,1,1.650000,3,1,1,True
21197,2011-03,2011-04,1,14,60,25.000000,18.666667,12.500000,25.311394,60,6,1,13,1,3.290000,4,2,14,True
21197,2011-04,2011-05,14,1,14,9.666667,19.000000,13.500000,6.128259,60,6,1,14,2,1.884286,5,2,2,True
21197,2011-05,2011-06,2,14,1,5.666667,17.333333,13.500000,5.906682,60,6,1,15,2,3.290000,6,2,26,True
21197,2011-06,2011-07,26,2,14,14.000000,19.500000,14.000000,9.797959,60,6,1,16,4,1.271538,7,3,7,True
21197,2011-07,2011-08,7,26,2,11.666667,10.666667,10.500000,10.338708,26,6,1,17,5,0.830000,8,3,72,True
21197,2011-08,2011-09,72,7,26,35.000000,20.333333,10.500000,27.288581,72,6,1,18,3,1.516667,9,3,0,True
21197,2011-09,2011-10,0,72,7,26.333333,20.166667,10.500000,32.417416,72,5,2,19,0,1.516667,10,4,1,True
21197,2011-10,2011-11,1,0,72,24.333333,18.000000,4.500000,33.707896,72,5,1,20,1,1.630000,11,4,62,True
21198,2010-02,2010-03,41,36,15,30.666667,30.666667,36.000000,11.264497,41,3,1,3,7,1.775122,3,1,4,True
21198,2010-03,2010-04,4,41,36,27.000000,24.000000,25.500000,16.391054,41,4,1,4,3,2.505000,4,2,7,True
