stock_code,description,abc_class,period_type,period,model,forecast,safety_stock,target_inventory,actual,n_months,months_included,complete,source,run_id
22249,DECORATION WHITE CHICK MAGIC GARDEN,B,month,2011-08,M2_gbm_poisson,72.126438,122.415810,195,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,B,month,2011-08,M2_gbm_poisson,118.034323,131.087859,250,1.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22251,BIRDHOUSE DECORATION MAGIC GARDEN,B,month,2011-08,M2_gbm_poisson,120.407832,109.517734,230,2.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,C,month,2011-08,M2_gbm_poisson,91.517124,31.846582,124,68.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22254,FELT TOADSTOOL LARGE,B,month,2011-08,M2_gbm_poisson,25.320975,33.503421,59,17.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22255,FELT TOADSTOOL  SMALL,B,month,2011-08,M2_gbm_poisson,27.235352,47.904160,76,26.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22256,FELT FARM ANIMAL CHICKEN,B,month,2011-08,M2_gbm_poisson,4.358418,32.801391,38,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22257,FELT FARM ANIMAL SHEEP,C,month,2011-08,M2_gbm_poisson,4.333774,12.950954,18,1.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22258,FELT FARM ANIMAL RABBIT,B,month,2011-08,M2_gbm_poisson,22.112694,35.765662,58,1.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22259,FELT FARM ANIMAL HEN,C,month,2011-08,M2_gbm_poisson,4.272792,31.652072,36,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22260,FELT EGG COSY BLUE RABBIT,B,month,2011-08,M2_gbm_poisson,8.851660,43.476245,53,13.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22261,FELT EGG COSY WHITE RABBIT,B,month,2011-08,M2_gbm_poisson,6.957266,77.405303,85,12.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22262,FELT EGG COSY CHICKEN,B,month,2011-08,M2_gbm_poisson,61.765371,73.286054,136,84.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22263,FELT EGG COSY LADYBIRD,C,month,2011-08,M2_gbm_poisson,10.370269,30.091753,41,24.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22264,FELT FARM ANIMAL WHITE BUNNY,B,month,2011-08,M2_gbm_poisson,7.956403,93.620264,102,1.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22265,EASTER DECORATION NATURAL CHICK,B,month,2011-08,M2_gbm_poisson,31.917884,58.567119,91,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22266,EASTER DECORATION HANGING BUNNY,C,month,2011-08,M2_gbm_poisson,102.662434,33.112098,136,64.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22267,EASTER DECORATION EGG BUNNY,B,month,2011-08,M2_gbm_poisson,80.004359,50.905067,131,1.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22268,EASTER DECORATION SITTING BUNNY,B,month,2011-08,M2_gbm_poisson,301.576059,130.970653,433,310.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22269,EGG CUP NATURAL CHICKEN,B,month,2011-08,M2_gbm_poisson,89.912113,44.334357,135,44.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22270,HAPPY EASTER HANGING DECORATION,B,month,2011-08,M2_gbm_poisson,5.437195,25.457241,31,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22271,FELTCRAFT DOLL ROSIE,A,month,2011-08,M2_gbm_poisson,95.658999,130.816586,227,94.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22272,FELTCRAFT DOLL MARIA,A,month,2011-08,M2_gbm_poisson,8.060000,47.783490,56,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22273,FELTCRAFT DOLL MOLLY,A,month,2011-08,M2_gbm_poisson,100.477392,128.521103,229,612.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22274,FELTCRAFT DOLL EMILY,A,month,2011-08,M2_gbm_poisson,71.199317,92.459352,164,78.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22276,WASH BAG VINTAGE ROSE PAISLEY,A,month,2011-08,M2_gbm_poisson,39.686016,62.175739,102,11.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,B,month,2011-08,M2_gbm_poisson,64.224586,58.203011,123,33.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,A,month,2011-08,M2_gbm_poisson,62.295591,23.599751,86,31.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22279,POCKET BAG BLUE PAISLEY RED SPOT,B,month,2011-08,M2_gbm_poisson,115.297554,74.479860,190,50.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22280,POCKET BAG PINK PAISELY BROWN SPOT,B,month,2011-08,M2_gbm_poisson,90.504735,57.165361,148,2.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22281,EASTER TREE YELLOW BIRDS,A,month,2011-08,M2_gbm_poisson,6.866287,9.232254,17,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22282,12 EGG HOUSE PAINTED WOOD,A,month,2011-08,M2_gbm_poisson,16.208396,13.655958,30,5.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22283,6 EGG HOUSE PAINTED WOOD,A,month,2011-08,M2_gbm_poisson,36.542526,37.560021,75,14.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22284,HEN HOUSE DECORATION,A,month,2011-08,M2_gbm_poisson,46.166103,87.316252,134,7.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22285,"DECORATION HEN ON NEST, HANGING",A,month,2011-08,M2_gbm_poisson,52.968477,69.340805,123,25.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22286,"DECORATION , WOBBLY RABBIT , METAL",B,month,2011-08,M2_gbm_poisson,158.612571,73.929234,233,184.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22287,"DECORATION , WOBBLY CHICKEN, METAL",B,month,2011-08,M2_gbm_poisson,134.905550,40.846758,176,10.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22288,HANGING METAL RABBIT DECORATION,B,month,2011-08,M2_gbm_poisson,21.029774,51.174713,73,18.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22289,"DECORATION , HANGING METAL CHICKEN",C,month,2011-08,M2_gbm_poisson,47.744135,43.515281,92,6.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22291,"SPRING DEC , HANGING CHICK CREAM",A,month,2011-08,M2_gbm_poisson,105.730761,127.781051,234,38.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22292,HANGING CHICK  YELLOW DECORATION,A,month,2011-08,M2_gbm_poisson,75.189543,38.213362,114,24.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22293,HANGING CHICK GREEN DECORATION,B,month,2011-08,M2_gbm_poisson,97.315939,91.102702,189,76.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22294,HEART FILIGREE DOVE  SMALL,A,month,2011-08,M2_gbm_poisson,288.549602,565.735111,855,324.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22295,HEART FILIGREE DOVE LARGE,A,month,2011-08,M2_gbm_poisson,197.889855,444.624748,643,135.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22296,HEART IVORY TRELLIS LARGE,A,month,2011-08,M2_gbm_poisson,318.988566,523.206543,843,205.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22297,HEART IVORY TRELLIS SMALL,A,month,2011-08,M2_gbm_poisson,271.170753,559.989543,832,492.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22299,PIG KEYRING WITH LIGHT & SOUND,A,month,2011-08,M2_gbm_poisson,45.843308,160.465493,207,10.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22300,COFFEE MUG DOG + BALL DESIGN,A,month,2011-08,M2_gbm_poisson,77.030056,65.288698,143,55.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22301,COFFEE MUG CAT + BIRD DESIGN,A,month,2011-08,M2_gbm_poisson,144.561917,237.734576,383,142.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22302,COFFEE MUG PEARS  DESIGN,A,month,2011-08,M2_gbm_poisson,142.056534,286.356764,429,127.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22303,COFFEE MUG APPLES DESIGN,A,month,2011-08,M2_gbm_poisson,212.842299,157.112053,370,112.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22304,COFFEE MUG BLUE PAISLEY DESIGN,A,month,2011-08,M2_gbm_poisson,94.622654,62.833864,158,41.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22305,COFFEE MUG PINK PAISLEY DESIGN,A,month,2011-08,M2_gbm_poisson,73.034071,60.064338,134,9.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22306,SILVER MUG BONE CHINA TREE OF LIFE,B,month,2011-08,M2_gbm_poisson,9.123116,20.770808,30,14.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22308,TEA COSY BLUE STRIPE,B,month,2011-08,M2_gbm_poisson,50.941801,44.958577,96,3.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22309,TEA COSY RED  STRIPE,B,month,2011-08,M2_gbm_poisson,22.106555,62.527801,85,22.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22310,IVORY KNITTED MUG COSY,B,month,2011-08,M2_gbm_poisson,59.333271,72.233430,132,2.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22311,OFFICE MUG WARMER BLACK+SILVER,A,month,2011-08,M2_gbm_poisson,49.627333,89.575076,140,15.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22312,OFFICE MUG WARMER POLKADOT,A,month,2011-08,M2_gbm_poisson,43.035143,38.518418,82,20.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22313,OFFICE MUG WARMER PINK,B,month,2011-08,M2_gbm_poisson,27.538094,13.142463,41,11.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22314,OFFICE MUG WARMER CHOC+BLUE,B,month,2011-08,M2_gbm_poisson,57.872060,39.137570,98,20.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22315,200 RED + WHITE BENDY STRAWS,B,month,2011-08,M2_gbm_poisson,133.098600,108.283384,242,121.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22316,200 BENDY SKULL STRAWS,B,month,2011-08,M2_gbm_poisson,39.795895,77.426301,118,101.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22317,FIVE CATS HANGING DECORATION,B,month,2011-08,M2_gbm_poisson,86.115850,16.478343,103,8.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22318,FIVE HEART HANGING DECORATION,A,month,2011-08,M2_gbm_poisson,63.126306,41.190072,105,25.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,B,month,2011-08,M2_gbm_poisson,62.423253,84.468912,147,96.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22320,BIRDS MOBILE VINTAGE DESIGN,B,month,2011-08,M2_gbm_poisson,38.418698,14.801985,54,19.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22321,BIRD DECORATION RED RETROSPOT,B,month,2011-08,M2_gbm_poisson,53.325960,74.189070,128,52.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22322,BIRD DECORATION GREEN POLKADOT,B,month,2011-08,M2_gbm_poisson,73.171274,64.013983,138,17.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22324,BLUE POLKADOT KIDS BAG,B,month,2011-08,M2_gbm_poisson,59.647291,30.947845,91,15.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22325,MOBILE VINTAGE HEARTS,B,month,2011-08,M2_gbm_poisson,50.112387,31.359561,82,21.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22326,ROUND SNACK BOXES SET OF4 WOODLAND,A,month,2011-08,M2_gbm_poisson,581.615647,650.522428,1233,1045.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22327,ROUND SNACK BOXES SET OF 4 SKULLS,A,month,2011-08,M2_gbm_poisson,95.325084,107.709576,204,139.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22328,ROUND SNACK BOXES SET OF 4 FRUITS,A,month,2011-08,M2_gbm_poisson,380.207869,533.693667,914,397.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22329,ROUND CONTAINER SET OF 5 RETROSPOT,A,month,2011-08,M2_gbm_poisson,177.316962,243.046572,421,85.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22331,WOODLAND PARTY BAG + STICKER SET,A,month,2011-08,M2_gbm_poisson,91.526005,159.896563,252,116.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22332,SKULLS PARTY BAG + STICKER SET,A,month,2011-08,M2_gbm_poisson,81.977619,238.050326,321,49.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22333,RETROSPOT PARTY BAG + STICKER SET,A,month,2011-08,M2_gbm_poisson,336.396521,659.813569,997,292.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22334,DINOSAUR PARTY BAG + STICKER SET,B,month,2011-08,M2_gbm_poisson,33.494503,101.397103,135,53.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22335,HEART DECORATION PAINTED ZINC,A,month,2011-08,M2_gbm_poisson,181.824516,520.166084,702,430.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22336,DOVE DECORATION PAINTED ZINC,B,month,2011-08,M2_gbm_poisson,52.936704,74.762038,128,300.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22337,ANGEL DECORATION PAINTED ZINC,B,month,2011-08,M2_gbm_poisson,26.366201,54.920853,82,288.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22338,STAR DECORATION PAINTED ZINC,B,month,2011-08,M2_gbm_poisson,53.113347,97.127541,151,7.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22339,CHRISTMAS TREE PAINTED ZINC,C,month,2011-08,M2_gbm_poisson,105.185885,41.330602,147,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22341,LOVE GARLAND PAINTED ZINC,A,month,2011-08,M2_gbm_poisson,50.714510,53.094074,104,31.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22342,HOME GARLAND PAINTED ZINC,B,month,2011-08,M2_gbm_poisson,109.802771,99.466953,210,87.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22343,PARTY PIZZA DISH RED RETROSPOT,B,month,2011-08,M2_gbm_poisson,97.755340,61.685588,160,29.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22344,PARTY PIZZA DISH PINK POLKADOT,C,month,2011-08,M2_gbm_poisson,61.287077,24.649488,86,40.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22345,PARTY PIZZA DISH BLUE POLKADOT,C,month,2011-08,M2_gbm_poisson,51.457771,43.594546,96,24.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22346,PARTY PIZZA DISH GREEN POLKADOT,C,month,2011-08,M2_gbm_poisson,62.844326,56.333320,120,24.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22348,TEA BAG PLATE RED RETROSPOT,A,month,2011-08,M2_gbm_poisson,349.632305,326.001631,676,227.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22349,DOG BOWL CHASING BALL DESIGN,A,month,2011-08,M2_gbm_poisson,130.477110,48.641873,180,8.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22350,ILLUSTRATED CAT BOWL,A,month,2011-08,M2_gbm_poisson,148.142210,57.357108,206,15.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22351,DOTCOMGIFTSHOP TEA TOWEL,C,month,2011-08,M2_gbm_poisson,4.086345,4.938063,10,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22352,LUNCH BOX WITH CUTLERY RETROSPOT,A,month,2011-08,M2_gbm_poisson,220.244809,302.944375,524,244.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,A,month,2011-08,M2_gbm_poisson,3.596730,55.437653,60,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22354,RETROSPOT PADDED SEAT CUSHION,A,month,2011-08,M2_gbm_poisson,71.101049,92.955360,165,60.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22355,CHARLOTTE BAG SUKI DESIGN,A,month,2011-08,M2_gbm_poisson,1301.074822,786.643161,2088,1474.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22356,CHARLOTTE BAG PINK POLKADOT,A,month,2011-08,M2_gbm_poisson,889.139150,645.334879,1535,1046.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22357,KINGS CHOICE BISCUIT TIN,A,month,2011-08,M2_gbm_poisson,91.882967,73.537782,166,19.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22358,KINGS CHOICE TEA CADDY,A,month,2011-08,M2_gbm_poisson,88.799808,101.146208,190,33.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22359,GLASS JAR KINGS CHOICE,A,month,2011-08,M2_gbm_poisson,55.616571,56.143960,112,17.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22360,GLASS JAR ENGLISH CONFECTIONERY,A,month,2011-08,M2_gbm_poisson,85.002793,170.578766,256,45.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22361,GLASS JAR DAISY FRESH COTTON WOOL,A,month,2011-08,M2_gbm_poisson,76.125865,170.493817,247,24.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22362,GLASS JAR PEACOCK BATH SALTS,B,month,2011-08,M2_gbm_poisson,44.353464,31.576352,76,15.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22363,GLASS JAR MARMALADE,B,month,2011-08,M2_gbm_poisson,63.275152,32.711086,96,10.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22364,GLASS JAR DIGESTIVE BISCUITS,A,month,2011-08,M2_gbm_poisson,38.721901,59.410129,99,68.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22365,DOORMAT RESPECTABLE HOUSE,A,month,2011-08,M2_gbm_poisson,50.180753,62.319108,113,60.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22366,DOORMAT AIRMAIL,A,month,2011-08,M2_gbm_poisson,56.801473,68.488291,126,19.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22367,CHILDRENS APRON SPACEBOY DESIGN,A,month,2011-08,M2_gbm_poisson,203.063065,148.351965,352,369.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22371,AIRLINE BAG VINTAGE TOKYO 78,A,month,2011-08,M2_gbm_poisson,90.202037,65.086302,156,60.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,B,month,2011-08,M2_gbm_poisson,66.918303,32.091317,100,14.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22374,AIRLINE BAG VINTAGE JET SET RED,A,month,2011-08,M2_gbm_poisson,65.333459,47.691584,114,43.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22375,AIRLINE BAG VINTAGE JET SET BROWN,B,month,2011-08,M2_gbm_poisson,55.377415,25.831608,82,16.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22376,AIRLINE BAG VINTAGE JET SET WHITE,B,month,2011-08,M2_gbm_poisson,56.314521,30.287190,87,6.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22377,BOTTLE BAG RETROSPOT,A,month,2011-08,M2_gbm_poisson,112.347821,175.175699,288,75.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22378,WALL TIDY RETROSPOT,A,month,2011-08,M2_gbm_poisson,146.987994,120.605170,268,102.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22379,RECYCLING BAG RETROSPOT,A,month,2011-08,M2_gbm_poisson,513.520300,326.766549,841,398.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22380,TOY TIDY SPACEBOY,A,month,2011-08,M2_gbm_poisson,85.935461,69.260204,156,89.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22381,TOY TIDY PINK POLKADOT,A,month,2011-08,M2_gbm_poisson,256.313023,447.924979,705,217.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22382,LUNCH BAG SPACEBOY DESIGN,A,month,2011-08,M2_gbm_poisson,1014.798415,334.371190,1350,1378.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22383,LUNCH BAG SUKI  DESIGN,A,month,2011-08,M2_gbm_poisson,1664.779432,556.647024,2222,1732.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22384,LUNCH BAG PINK POLKADOT,A,month,2011-08,M2_gbm_poisson,1538.184780,978.025564,2517,1361.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22385,JUMBO BAG SPACEBOY DESIGN,A,month,2011-08,M2_gbm_poisson,742.184010,515.262366,1258,1097.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22386,JUMBO BAG PINK POLKADOT,A,month,2011-08,M2_gbm_poisson,1775.633603,928.702140,2705,2281.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22389,PAPERWEIGHT SAVE THE PLANET,C,month,2011-08,M2_gbm_poisson,25.396575,27.878790,54,12.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22390,PAPERWEIGHT CHILDHOOD MEMORIES,B,month,2011-08,M2_gbm_poisson,23.412182,36.444865,60,8.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22391,PAPERWEIGHT HOME SWEET HOME,C,month,2011-08,M2_gbm_poisson,28.052149,17.181928,46,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22393,PAPERWEIGHT VINTAGE COLLAGE,B,month,2011-08,M2_gbm_poisson,79.071721,35.371717,115,8.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22394,PAPERWEIGHT KINGS CHOICE,C,month,2011-08,M2_gbm_poisson,17.672960,29.651282,48,0.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22395,PAPERWEIGHT VINTAGE PAISLEY,C,month,2011-08,M2_gbm_poisson,24.045408,12.109113,37,1.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22396,MAGNETS PACK OF 4 RETRO PHOTO,B,month,2011-08,M2_gbm_poisson,100.060124,61.353250,162,123.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22398,MAGNETS PACK OF 4 SWALLOWS,B,month,2011-08,M2_gbm_poisson,279.497389,167.724695,448,279.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,A,month,2011-08,M2_gbm_poisson,73.889525,297.497348,372,125.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22400,MAGNETS PACK OF 4 HOME SWEET HOME,B,month,2011-08,M2_gbm_poisson,268.243076,108.493070,377,186.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,B,month,2011-08,M2_gbm_poisson,270.904631,107.909010,379,200.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22403,MAGNETS PACK OF 4 VINTAGE LABELS,C,month,2011-08,M2_gbm_poisson,202.749511,73.021059,276,149.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22405,MONEY BOX POCKET MONEY DESIGN,B,month,2011-08,M2_gbm_poisson,55.253267,73.002271,129,24.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22406,MONEY BOX KINGS CHOICE DESIGN,B,month,2011-08,M2_gbm_poisson,24.591850,76.239156,101,14.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22407,MONEY BOX FIRST ADE DESIGN,C,month,2011-08,M2_gbm_poisson,29.008976,21.487342,51,8.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22408,MONEY BOX CONFECTIONERY DESIGN,C,month,2011-08,M2_gbm_poisson,9.900562,24.263828,35,13.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22409,MONEY BOX BISCUITS DESIGN,B,month,2011-08,M2_gbm_poisson,33.823763,54.290664,89,38.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22410,MONEY BOX HOUSEKEEPING DESIGN,B,month,2011-08,M2_gbm_poisson,30.369118,36.889168,68,2.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,A,month,2011-08,M2_gbm_poisson,1070.520200,877.765705,1949,1371.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22412,METAL SIGN NEIGHBOURHOOD WITCH,A,month,2011-08,M2_gbm_poisson,91.582163,100.754960,193,93.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22413,METAL SIGN TAKE IT OR LEAVE IT,A,month,2011-08,M2_gbm_poisson,416.694402,141.740874,559,183.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22414,DOORMAT NEIGHBOURHOOD WITCH,A,month,2011-08,M2_gbm_poisson,18.549595,33.092706,52,8.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22416,SET OF 36 DOILIES SPACEBOY DESIGN,B,month,2011-08,M2_gbm_poisson,56.562728,90.442557,148,15.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22417,PACK OF 60 SPACEBOY CAKE CASES,A,month,2011-08,M2_gbm_poisson,773.079149,476.372250,1250,637.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22418,10 COLOUR SPACEBOY PEN,A,month,2011-08,M2_gbm_poisson,529.844672,484.349181,1015,614.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22419,LIPSTICK PEN RED,B,month,2011-08,M2_gbm_poisson,259.289272,546.560585,806,291.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22420,LIPSTICK PEN BABY PINK,C,month,2011-08,M2_gbm_poisson,131.640715,180.222102,312,163.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
22421,LIPSTICK PEN FUSCHIA,B,month,2011-08,M2_gbm_poisson,196.913986,331.995781,529,68.000000,1,2011-08,True,holdout_simulation,20260824T181001Z-27103c
