stock_code,description,forecast_origin,target_month,model,prediction,lag_1,rolling_mean_3,abc_class,is_active,status
21761,WOOD AND GLASS MEDICINE CABINET,2011-11,2011-12,M2_gbm_poisson,3.124579,1,0.666667,B,True,Forecast
21763,VINTAGE WOODEN BAR STOOL,2011-11,2011-12,M2_gbm_poisson,2.045191,0,0.000000,B,True,Forecast
21770,OPEN CLOSED METAL SIGN,2011-11,2011-12,M2_gbm_poisson,107.941948,146,167.333333,A,True,Forecast
21773,DECORATIVE ROSE BATHROOM BOTTLE,2011-11,2011-12,M2_gbm_poisson,69.562511,142,73.000000,B,True,Forecast
21774,DECORATIVE CATS BATHROOM BOTTLE,2011-11,2011-12,M2_gbm_poisson,60.332480,59,106.000000,B,True,Forecast
21775,DECORATIVE FLORE BATHROOM BOTTLE,2011-11,2011-12,M2_gbm_poisson,51.519639,46,43.000000,B,True,Forecast
21781,MA CAMPAGNE CUTLERY BOX,2011-11,2011-12,M2_gbm_poisson,2.019177,0,0.000000,A,True,Forecast
21784,SHOE SHINE BOX,2011-11,2011-12,M2_gbm_poisson,2.383144,0,0.333333,A,True,Forecast
21786,POLKADOT RAIN HAT,2011-11,2011-12,M2_gbm_poisson,88.127805,159,175.000000,B,True,Forecast
21787,RAIN PONCHO RETROSPOT,2011-11,2011-12,M2_gbm_poisson,617.853810,1641,1671.000000,A,True,Forecast
21788,KIDS RAIN MAC BLUE,2011-11,2011-12,M2_gbm_poisson,68.142587,45,120.333333,B,True,Forecast
21789,KIDS RAIN MAC PINK,2011-11,2011-12,M2_gbm_poisson,62.854350,44,95.000000,B,True,Forecast
21790,VINTAGE SNAP CARDS,2011-11,2011-12,M2_gbm_poisson,1056.665304,2738,2250.000000,A,True,Forecast
21791,VINTAGE HEADS AND TAILS CARD GAME,2011-11,2011-12,M2_gbm_poisson,648.232732,1509,962.000000,A,True,Forecast
21792,CLASSIC FRENCH STYLE BASKET GREEN,2011-11,2011-12,M2_gbm_poisson,2.937337,0,0.000000,B,True,Forecast
21793,CLASSIC FRENCH STYLE BASKET BROWN,2011-11,2011-12,M2_gbm_poisson,50.798440,45,36.666667,C,True,Forecast
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2011-11,2011-12,M2_gbm_poisson,24.176348,0,37.000000,B,True,Forecast
21801,CHRISTMAS TREE DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,15.166138,0,110.666667,B,True,Forecast
21802,CHRISTMAS TREE HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,69.526656,71,320.000000,B,True,Forecast
21803,CHRISTMAS TREE STAR DECORATION,2011-11,2011-12,M2_gbm_poisson,226.188018,566,468.000000,B,True,Forecast
21804,WHITE CHRISTMAS GARLAND STARS TREES,2011-11,2011-12,M2_gbm_poisson,91.347250,139,68.333333,B,True,Forecast
21807,WHITE CHRISTMAS STAR DECORATION,2011-11,2011-12,M2_gbm_poisson,42.732442,12,39.333333,B,True,Forecast
21808,"CHRISTMAS GARLAND STARS,TREES",2011-11,2011-12,M2_gbm_poisson,51.298513,65,48.666667,B,True,Forecast
21809,CHRISTMAS HANGING TREE WITH BELL,2011-11,2011-12,M2_gbm_poisson,105.550411,128,556.666667,B,True,Forecast
21810,CHRISTMAS HANGING STAR WITH BELL,2011-11,2011-12,M2_gbm_poisson,1167.412439,3177,1688.000000,B,True,Forecast
21811,HANGING HEART WITH BELL,2011-11,2011-12,M2_gbm_poisson,673.444710,1416,1407.666667,B,True,Forecast
21812,GARLAND WITH HEARTS AND BELLS,2011-11,2011-12,M2_gbm_poisson,78.153595,136,95.000000,B,True,Forecast
21813,GARLAND WITH STARS AND BELLS,2011-11,2011-12,M2_gbm_poisson,101.731588,195,123.666667,B,True,Forecast
21814,HEART T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,36.347622,33,13.000000,B,True,Forecast
21815,STAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,31.935878,19,16.666667,B,True,Forecast
21816,CHRISTMAS TREE T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,19.119919,6,10.333333,C,True,Forecast
21817,GLITTER CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,72.727362,170,270.333333,C,True,Forecast
21818,GLITTER CHRISTMAS HEART,2011-11,2011-12,M2_gbm_poisson,647.203379,1253,735.666667,B,True,Forecast
21819,GLITTER CHRISTMAS STAR,2011-11,2011-12,M2_gbm_poisson,716.928809,1462,724.000000,B,True,Forecast
21820,GLITTER HEART GARLAND WITH BELLS,2011-11,2011-12,M2_gbm_poisson,76.041166,146,68.000000,B,True,Forecast
21821,GLITTER STAR GARLAND WITH BELLS,2011-11,2011-12,M2_gbm_poisson,66.943699,125,63.666667,B,True,Forecast
21822,GLITTER CHRISTMAS TREE WITH BELLS,2011-11,2011-12,M2_gbm_poisson,251.866346,443,183.333333,C,True,Forecast
21823,PAINTED METAL HEART WITH HOLLY BELL,2011-11,2011-12,M2_gbm_poisson,31.356377,3,413.666667,B,True,Forecast
21824,PAINTED METAL STAR WITH HOLLY BELLS,2011-11,2011-12,M2_gbm_poisson,151.076546,363,602.000000,B,True,Forecast
21828,EIGHT PIECE SNAKE  SET,2011-11,2011-12,M2_gbm_poisson,60.008870,85,48.333333,B,True,Forecast
21829,DINOSAUR KEYRINGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,128.723684,0,448.000000,B,True,Forecast
21830,ASSORTED CREEPY CRAWLIES,2011-11,2011-12,M2_gbm_poisson,36.429508,1,98.000000,B,True,Forecast
21832,CHOCOLATE CALCULATOR,2011-11,2011-12,M2_gbm_poisson,90.701074,172,108.666667,A,True,Forecast
21833,CAMOUFLAGE LED TORCH,2011-11,2011-12,M2_gbm_poisson,203.515849,378,408.333333,A,True,Forecast
21841,BABY MOUSE RED GINGHAM DRESS,2011-11,2011-12,M2_gbm_poisson,33.599779,16,22.333333,B,True,Forecast
21843,RED RETROSPOT CAKE STAND,2011-11,2011-12,M2_gbm_poisson,187.506315,437,213.000000,A,True,Forecast
21844,RED RETROSPOT MUG,2011-11,2011-12,M2_gbm_poisson,76.437897,112,171.000000,A,True,Forecast
21845,DAIRY MAID STRIPE MUG,2011-11,2011-12,M2_gbm_poisson,79.020152,108,128.000000,B,True,Forecast
21846,PINK DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,31.127877,26,12.333333,A,True,Forecast
21847,GREEN  DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,6.636687,2,2.000000,C,True,Forecast
21849,SILVER DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,20.739748,16,7.000000,B,True,Forecast
21850,BLUE  DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,17.482569,11,5.333333,C,True,Forecast
21851,LILAC DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,10.058464,5,5.000000,B,True,Forecast
21864,UNION JACK FLAG PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,47.756408,26,41.666667,A,True,Forecast
21865,PINK UNION JACK  PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,31.648183,22,10.666667,B,True,Forecast
21866,UNION JACK FLAG LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,53.131568,65,52.666667,B,True,Forecast
21867,PINK UNION JACK  LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,42.562157,33,18.666667,B,True,Forecast
21868,POTTING SHED TEA MUG,2011-11,2011-12,M2_gbm_poisson,82.358900,137,49.333333,A,True,Forecast
21870,I CAN ONLY PLEASE ONE PERSON MUG,2011-11,2011-12,M2_gbm_poisson,2.666022,0,0.000000,A,True,Forecast
21871,SAVE THE PLANET MUG,2011-11,2011-12,M2_gbm_poisson,349.241799,747,553.000000,A,True,Forecast
21872,GLAMOROUS  MUG,2011-11,2011-12,M2_gbm_poisson,194.997294,495,269.333333,A,True,Forecast
21873,IF YOU CAN'T STAND THE HEAT MUG,2011-11,2011-12,M2_gbm_poisson,92.769719,33,244.333333,B,True,Forecast
21874,GIN AND TONIC MUG,2011-11,2011-12,M2_gbm_poisson,252.485681,661,548.333333,A,True,Forecast
21875,KINGS CHOICE MUG,2011-11,2011-12,M2_gbm_poisson,77.867002,108,72.333333,A,True,Forecast
21876,POTTERING MUG,2011-11,2011-12,M2_gbm_poisson,153.634490,245,387.333333,A,True,Forecast
21877,HOME SWEET HOME MUG,2011-11,2011-12,M2_gbm_poisson,281.733256,378,646.666667,A,True,Forecast
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,48.506443,40,23.000000,A,True,Forecast
21879,HEARTS GIFT TAPE,2011-11,2011-12,M2_gbm_poisson,32.252939,7,23.000000,C,True,Forecast
21880,RED RETROSPOT TAPE,2011-11,2011-12,M2_gbm_poisson,72.005104,124,177.000000,C,True,Forecast
21881,CUTE CATS TAPE,2011-11,2011-12,M2_gbm_poisson,40.938230,32,28.000000,C,True,Forecast
21882,SKULLS TAPE,2011-11,2011-12,M2_gbm_poisson,46.726182,50,32.000000,C,True,Forecast
21883,STARS GIFT TAPE,2011-11,2011-12,M2_gbm_poisson,64.313135,97,103.000000,B,True,Forecast
21884,CAKES AND BOWS GIFT  TAPE,2011-11,2011-12,M2_gbm_poisson,38.884093,28,27.666667,C,True,Forecast
21888,BINGO SET,2011-11,2011-12,M2_gbm_poisson,163.489836,306,281.000000,A,True,Forecast
21889,WOODEN BOX OF DOMINOES,2011-11,2011-12,M2_gbm_poisson,683.781162,1463,1100.000000,A,True,Forecast
21890,S/6 WOODEN SKITTLES IN COTTON BAG,2011-11,2011-12,M2_gbm_poisson,94.338973,152,116.333333,A,True,Forecast
21891,TRADITIONAL WOODEN SKIPPING ROPE,2011-11,2011-12,M2_gbm_poisson,641.085331,1422,990.333333,A,True,Forecast
21892,TRADITIONAL WOODEN CATCH CUP GAME,2011-11,2011-12,M2_gbm_poisson,274.464278,614,419.000000,A,True,Forecast
21894,POTTING SHED SEED ENVELOPES,2011-11,2011-12,M2_gbm_poisson,57.609219,70,46.333333,B,True,Forecast
21896,POTTING SHED TWINE,2011-11,2011-12,M2_gbm_poisson,34.266289,25,12.333333,A,True,Forecast
21899,"KEY FOB , GARAGE DESIGN",2011-11,2011-12,M2_gbm_poisson,103.963670,127,139.666667,A,True,Forecast
21900,"KEY FOB , SHED",2011-11,2011-12,M2_gbm_poisson,137.499273,173,185.666667,A,True,Forecast
21901,"KEY FOB , BACK DOOR",2011-11,2011-12,M2_gbm_poisson,103.963670,130,138.666667,A,True,Forecast
21902,"KEY FOB , FRONT  DOOR",2011-11,2011-12,M2_gbm_poisson,85.483732,156,134.000000,B,True,Forecast
21903,MAN FLU METAL SIGN,2011-11,2011-12,M2_gbm_poisson,64.533374,103,78.000000,A,True,Forecast
21905,MORE BUTTER METAL SIGN,2011-11,2011-12,M2_gbm_poisson,66.019420,110,86.666667,B,True,Forecast
21906,PHARMACIE FIRST AID TIN,2011-11,2011-12,M2_gbm_poisson,32.358257,18,53.333333,A,True,Forecast
21907,I'M ON HOLIDAY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,108.723006,94,126.666667,A,True,Forecast
21908,CHOCOLATE THIS WAY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,192.092293,248,409.666667,A,True,Forecast
21912,VINTAGE SNAKES & LADDERS,2011-11,2011-12,M2_gbm_poisson,113.990184,176,140.666667,A,True,Forecast
21913,VINTAGE SEASIDE JIGSAW PUZZLES,2011-11,2011-12,M2_gbm_poisson,45.221423,25,31.333333,A,True,Forecast
21914,BLUE HARMONICA IN BOX,2011-11,2011-12,M2_gbm_poisson,701.265787,1662,1116.666667,A,True,Forecast
21915,RED  HARMONICA IN BOX,2011-11,2011-12,M2_gbm_poisson,1658.820423,3644,3327.666667,A,True,Forecast
21916,SET 12 RETRO WHITE CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,183.335046,231,393.333333,A,True,Forecast
21917,SET 12 KIDS  WHITE CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,174.859387,215,473.333333,B,True,Forecast
21918,SET 12 KIDS COLOUR  CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,317.308926,425,394.333333,A,True,Forecast
21922,UNION STRIPE WITH FRINGE  HAMMOCK,2011-11,2011-12,M2_gbm_poisson,19.124577,6,11.333333,A,True,Forecast
21925,UNION STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,17.158753,1,12.666667,B,True,Forecast
21926,RED/CREAM STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,40.798842,25,32.000000,B,True,Forecast
21927,BLUE/CREAM STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,44.379697,39,53.000000,B,True,Forecast
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2011-11,2011-12,M2_gbm_poisson,399.639777,765,803.666667,A,True,Forecast
21929,JUMBO BAG PINK VINTAGE PAISLEY,2011-11,2011-12,M2_gbm_poisson,397.562166,716,759.666667,A,True,Forecast
21930,JUMBO STORAGE BAG SKULLS,2011-11,2011-12,M2_gbm_poisson,318.992140,617,694.666667,A,True,Forecast
21931,JUMBO STORAGE BAG SUKI,2011-11,2011-12,M2_gbm_poisson,841.764675,1177,1249.000000,A,True,Forecast
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,144.542298,182,128.000000,A,True,Forecast
21933,PINK VINTAGE PAISLEY PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,126.533110,131,103.666667,A,True,Forecast
21934,SKULL SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,232.657365,492,288.000000,A,True,Forecast
21935,SUKI  SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,253.570190,546,372.666667,A,True,Forecast
21936,RED RETROSPOT PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,72.740069,45,92.000000,A,True,Forecast
21937,STRAWBERRY   PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,4.910536,1,0.333333,A,True,Forecast
21942,SKULLS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,54.737222,83,40.333333,B,True,Forecast
21943,CAKES AND RABBITS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,20.286025,6,9.000000,C,True,Forecast
21944,KITTENS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,54.151921,72,32.000000,C,True,Forecast
21945,STRAWBERRIES  DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,58.486631,80,53.000000,B,True,Forecast
21946,PARTY TIME DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,13.620487,3,5.666667,C,True,Forecast
21947,SET OF 6 HEART CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,54.926346,60,49.666667,B,True,Forecast
21948,SET OF 6 CAKE CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,50.355629,48,36.666667,B,True,Forecast
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,51.837731,52,42.333333,B,True,Forecast
21955,DOORMAT UNION JACK GUNS AND ROSES,2011-11,2011-12,M2_gbm_poisson,41.405537,27,58.000000,A,True,Forecast
21967,PACK OF 12 SKULL TISSUES,2011-11,2011-12,M2_gbm_poisson,148.592262,277,328.333333,A,True,Forecast
21972,SET OF 36 DINOSAUR PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,48.688979,57,29.333333,B,True,Forecast
21973,SET OF 36 MUSHROOM PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,17.045364,5,8.666667,B,True,Forecast
21974,SET OF 36 PAISLEY FLOWER DOILIES,2011-11,2011-12,M2_gbm_poisson,157.485848,276,269.333333,A,True,Forecast
21975,PACK OF 60 DINOSAUR CAKE CASES,2011-11,2011-12,M2_gbm_poisson,491.101403,756,1040.333333,A,True,Forecast
21976,PACK OF 60 MUSHROOM CAKE CASES,2011-11,2011-12,M2_gbm_poisson,256.617924,271,353.000000,A,True,Forecast
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,980.448116,1426,1700.000000,A,True,Forecast
21980,PACK OF 12 RED RETROSPOT TISSUES,2011-11,2011-12,M2_gbm_poisson,259.378768,326,622.000000,A,True,Forecast
21981,PACK OF 12 WOODLAND TISSUES,2011-11,2011-12,M2_gbm_poisson,152.337288,252,329.333333,A,True,Forecast
21982,PACK OF 12 SUKI TISSUES,2011-11,2011-12,M2_gbm_poisson,309.105551,924,552.000000,A,True,Forecast
21983,PACK OF 12 BLUE PAISLEY TISSUES,2011-11,2011-12,M2_gbm_poisson,100.430039,177,240.000000,B,True,Forecast
21984,PACK OF 12 PINK PAISLEY TISSUES,2011-11,2011-12,M2_gbm_poisson,141.503103,142,301.333333,A,True,Forecast
21985,PACK OF 12 HEARTS DESIGN TISSUES,2011-11,2011-12,M2_gbm_poisson,299.867017,500,639.666667,A,True,Forecast
21986,PACK OF 12 PINK POLKADOT TISSUES,2011-11,2011-12,M2_gbm_poisson,117.240046,144,233.666667,A,True,Forecast
21987,PACK OF 6 SKULL PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,110.393331,381,235.333333,B,True,Forecast
21988,PACK OF 6 SKULL PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,117.481259,337,209.666667,A,True,Forecast
21989,PACK OF 20 SKULL PAPER NAPKINS,2011-11,2011-12,M2_gbm_poisson,113.513989,193,177.000000,A,True,Forecast
21990,MODERN FLORAL STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,179.968731,342,250.666667,B,True,Forecast
21991,BOHEMIAN COLLAGE STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,70.140422,126,75.333333,B,True,Forecast
21992,VINTAGE PAISLEY STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,141.573280,153,277.333333,A,True,Forecast
21993,FLORAL FOLK STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,198.448945,435,277.333333,B,True,Forecast
22016,Dotcomgiftshop Gift Voucher £100.00,2011-11,2011-12,M2_gbm_poisson,4.323304,0,0.000000,C,True,Forecast
22023,EMPIRE BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,66.004122,129,91.000000,B,True,Forecast
22024,RAINY LADIES BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,87.698010,203,201.333333,B,True,Forecast
22025,RING OF ROSES BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,79.136712,109,145.000000,B,True,Forecast
22026,BANQUET BIRTHDAY  CARD,2011-11,2011-12,M2_gbm_poisson,85.640996,143,135.666667,B,True,Forecast
22027,TEA PARTY BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,213.405829,477,460.000000,A,True,Forecast
22028,PENNY FARTHING BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,165.463256,406,303.000000,B,True,Forecast
22029,SPACEBOY BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,312.744437,676,776.666667,A,True,Forecast
22030,SWALLOWS GREETING CARD,2011-11,2011-12,M2_gbm_poisson,482.417388,1010,421.666667,A,True,Forecast
22031,BOTANICAL LAVENDER BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,47.259772,51,29.666667,C,True,Forecast
22032,BOTANICAL LILY GREETING CARD,2011-11,2011-12,M2_gbm_poisson,50.962253,50,41.000000,C,True,Forecast
22033,BOTANICAL ROSE GREETING CARD,2011-11,2011-12,M2_gbm_poisson,5.340326,1,0.333333,C,True,Forecast
22034,ROBIN CHRISTMAS CARD,2011-11,2011-12,M2_gbm_poisson,6.596124,2,0.666667,C,True,Forecast
22035,VINTAGE CARAVAN GREETING CARD,2011-11,2011-12,M2_gbm_poisson,13.593687,0,30.666667,B,True,Forecast
22037,ROBOT BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,192.661578,310,350.666667,B,True,Forecast
22038,BOTANICAL LAVENDER GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,43.880783,50,41.666667,C,True,Forecast
22039,BOTANICAL LILY GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,14.604870,0,58.333333,C,True,Forecast
22040,BOTANICAL ROSE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,52.232945,50,41.666667,B,True,Forecast
22041,"RECORD FRAME 7"" SINGLE SIZE",2011-11,2011-12,M2_gbm_poisson,294.362795,644,493.333333,A,True,Forecast
22042,CHRISTMAS CARD SINGING ANGEL,2011-11,2011-12,M2_gbm_poisson,53.466855,73,60.333333,C,True,Forecast
22043,CHRISTMAS CARD SCREEN PRINT,2011-11,2011-12,M2_gbm_poisson,133.752328,434,348.000000,C,True,Forecast
22044,CHRISTMAS CARD STACK OF PRESENTS,2011-11,2011-12,M2_gbm_poisson,57.700864,36,216.000000,C,True,Forecast
22045,SPACEBOY GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,258.734853,875,816.666667,A,True,Forecast
22046,TEA PARTY  WRAPPING PAPER,2011-11,2011-12,M2_gbm_poisson,94.160832,275,216.666667,B,True,Forecast
22047,EMPIRE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,148.743420,500,358.333333,B,True,Forecast
22048,BIRTHDAY BANQUET GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,54.918540,75,83.333333,B,True,Forecast
22049,WRAP CHRISTMAS SCREEN PRINT,2011-11,2011-12,M2_gbm_poisson,25.355406,0,225.000000,C,True,Forecast
22050,PINK PAISLEY ROSE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,64.999269,50,100.000000,B,True,Forecast
22051,BLUE SCANDINAVIAN PAISLEY WRAP,2011-11,2011-12,M2_gbm_poisson,56.066977,125,75.000000,B,True,Forecast
22052,VINTAGE CARAVAN GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,2.027923,0,0.000000,B,True,Forecast
22053,EMPIRE DESIGN ROSETTE,2011-11,2011-12,M2_gbm_poisson,21.448798,11,10.333333,A,True,Forecast
22055,MINI CAKE STAND  HANGING STRAWBERY,2011-11,2011-12,M2_gbm_poisson,56.944416,82,81.333333,A,True,Forecast
22057,CERAMIC PLATE STRAWBERRY DESIGN,2011-11,2011-12,M2_gbm_poisson,56.590310,67,37.000000,A,True,Forecast
22059,CERAMIC STRAWBERRY DESIGN MUG,2011-11,2011-12,M2_gbm_poisson,68.718897,135,65.666667,A,True,Forecast
22061,LARGE CAKE STAND  HANGING STRAWBERY,2011-11,2011-12,M2_gbm_poisson,41.827200,45,24.333333,A,True,Forecast
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2011-11,2011-12,M2_gbm_poisson,16.432073,0,34.666667,B,True,Forecast
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-11,2011-12,M2_gbm_poisson,35.791575,26,14.666667,A,True,Forecast
22064,PINK DOUGHNUT TRINKET POT,2011-11,2011-12,M2_gbm_poisson,96.390379,232,122.000000,A,True,Forecast
22065,CHRISTMAS PUDDING TRINKET POT,2011-11,2011-12,M2_gbm_poisson,796.731173,1804,1984.333333,B,True,Forecast
22066,LOVE HEART TRINKET POT,2011-11,2011-12,M2_gbm_poisson,122.078138,401,273.666667,B,True,Forecast
22067,CHOC TRUFFLE GOLD TRINKET POT,2011-11,2011-12,M2_gbm_poisson,46.292997,52,30.000000,B,True,Forecast
22068,BLACK PIRATE TREASURE CHEST,2011-11,2011-12,M2_gbm_poisson,54.802773,56,54.000000,B,True,Forecast
22069,BROWN  PIRATE TREASURE CHEST,2011-11,2011-12,M2_gbm_poisson,60.588110,75,46.000000,B,True,Forecast
22070,SMALL RED RETROSPOT MUG IN BOX,2011-11,2011-12,M2_gbm_poisson,221.490727,529,213.666667,A,True,Forecast
22071,SMALL WHITE RETROSPOT MUG IN BOX,2011-11,2011-12,M2_gbm_poisson,187.211968,507,200.333333,A,True,Forecast
22072,RED RETROSPOT TEA CUP AND SAUCER,2011-11,2011-12,M2_gbm_poisson,46.278985,40,31.333333,A,True,Forecast
22074,6 RIBBONS SHIMMERING PINKS,2011-11,2011-12,M2_gbm_poisson,65.760123,79,75.000000,B,True,Forecast
22075,6 RIBBONS ELEGANT CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,159.825959,343,229.000000,B,True,Forecast
22076,6 RIBBONS EMPIRE,2011-11,2011-12,M2_gbm_poisson,88.841610,152,135.000000,B,True,Forecast
22077,6 RIBBONS RUSTIC CHARM,2011-11,2011-12,M2_gbm_poisson,675.377014,1177,1166.333333,A,True,Forecast
22078,RIBBON REEL LACE DESIGN,2011-11,2011-12,M2_gbm_poisson,101.956960,213,161.666667,A,True,Forecast
22079,RIBBON REEL HEARTS DESIGN,2011-11,2011-12,M2_gbm_poisson,110.090944,172,195.333333,A,True,Forecast
22080,RIBBON REEL SPOTS DESIGN,2011-11,2011-12,M2_gbm_poisson,117.773449,215,203.666667,A,True,Forecast
22081,RIBBON REEL FLORA + FAUNA,2011-11,2011-12,M2_gbm_poisson,60.177386,69,77.000000,B,True,Forecast
22082,RIBBON REEL STRIPES DESIGN,2011-11,2011-12,M2_gbm_poisson,184.848953,394,324.000000,A,True,Forecast
22083,PAPER CHAIN KIT RETROSPOT,2011-11,2011-12,M2_gbm_poisson,294.936358,653,462.000000,A,True,Forecast
22084,PAPER CHAIN KIT EMPIRE,2011-11,2011-12,M2_gbm_poisson,9.835420,0,3.666667,A,True,Forecast
22085,PAPER CHAIN KIT SKULLS,2011-11,2011-12,M2_gbm_poisson,39.833386,28,32.333333,A,True,Forecast
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,2000.727483,7898,4475.666667,A,True,Forecast
22087,PAPER BUNTING WHITE LACE,2011-11,2011-12,M2_gbm_poisson,360.376591,580,193.333333,A,True,Forecast
22088,PAPER BUNTING COLOURED LACE,2011-11,2011-12,M2_gbm_poisson,2.946980,0,0.000000,A,True,Forecast
22089,PAPER BUNTING VINTAGE PAISLEY,2011-11,2011-12,M2_gbm_poisson,66.034633,111,76.666667,A,True,Forecast
22090,PAPER BUNTING RETROSPOT,2011-11,2011-12,M2_gbm_poisson,329.967507,327,313.666667,A,True,Forecast
22091,EMPIRE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,194.578442,338,377.333333,B,True,Forecast
22092,BLUE PAISLEY TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,69.812956,155,130.000000,C,True,Forecast
22093,MOTORING TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,174.712098,287,349.333333,C,True,Forecast
22094,RED RETROSPOT TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,221.648535,525,422.000000,B,True,Forecast
22095,LADS ONLY TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,176.854098,409,258.666667,B,True,Forecast
22096,PINK PAISLEY SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,85.822886,168,306.666667,C,True,Forecast
22097,SWALLOW SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,137.400341,147,256.666667,C,True,Forecast
22098,BOUDOIR SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,149.076488,226,435.333333,B,True,Forecast
22099,CARAVAN SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,116.093262,124,245.666667,B,True,Forecast
22100,SKULLS SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,69.183624,195,117.000000,C,True,Forecast
22101,MIRROR MOSAIC VOTIVE HOLDER,2011-11,2011-12,M2_gbm_poisson,75.539489,102,287.666667,B,True,Forecast
