stock_code,quarter,model,forecast_sum,actual_sum,n_months,complete,months_included,estimate_type
81950B,2010-Q3,B2_ma3,17.000000,20.000000,3,True,2010-07;2010-08;2010-09,
81950B,2010-Q3,M2_gbm_poisson,60.903564,20.000000,3,True,2010-07;2010-08;2010-09,
81950V,2010-Q3,B2_ma3,3.666667,0.000000,3,True,2010-07;2010-08;2010-09,
81950V,2010-Q3,M2_gbm_poisson,18.507873,0.000000,3,True,2010-07;2010-08;2010-09,
81952B,2010-Q3,B2_ma3,16.000000,31.000000,3,True,2010-07;2010-08;2010-09,
81952B,2010-Q3,M2_gbm_poisson,59.342469,31.000000,3,True,2010-07;2010-08;2010-09,
81952V,2010-Q3,B2_ma3,20.333334,44.000000,3,True,2010-07;2010-08;2010-09,
81952V,2010-Q3,M2_gbm_poisson,69.813104,44.000000,3,True,2010-07;2010-08;2010-09,
81953B,2010-Q3,B2_ma3,1.666667,1.000000,3,True,2010-07;2010-08;2010-09,
81953B,2010-Q3,M2_gbm_poisson,20.943532,1.000000,3,True,2010-07;2010-08;2010-09,
81953P,2010-Q3,B2_ma3,2.000000,1.000000,3,True,2010-07;2010-08;2010-09,
81953P,2010-Q3,M2_gbm_poisson,16.929233,1.000000,3,True,2010-07;2010-08;2010-09,
81985A,2010-Q3,B2_ma3,4.000000,8.000000,3,True,2010-07;2010-08;2010-09,
81985A,2010-Q3,M2_gbm_poisson,39.947274,8.000000,3,True,2010-07;2010-08;2010-09,
82001S,2010-Q3,B2_ma3,175.666667,197.000000,3,True,2010-07;2010-08;2010-09,
82001S,2010-Q3,M2_gbm_poisson,201.273868,197.000000,3,True,2010-07;2010-08;2010-09,
82011A,2010-Q3,B2_ma3,20.666666,24.000000,3,True,2010-07;2010-08;2010-09,
82011A,2010-Q3,M2_gbm_poisson,44.797499,24.000000,3,True,2010-07;2010-08;2010-09,
82011B,2010-Q3,B2_ma3,17.333333,5.000000,3,True,2010-07;2010-08;2010-09,
82011B,2010-Q3,M2_gbm_poisson,38.332449,5.000000,3,True,2010-07;2010-08;2010-09,
82011C,2010-Q3,B2_ma3,35.666667,21.000000,3,True,2010-07;2010-08;2010-09,
82011C,2010-Q3,M2_gbm_poisson,68.612642,21.000000,3,True,2010-07;2010-08;2010-09,
82011E,2010-Q3,B2_ma3,0.000000,0.000000,2,False,2010-07;2010-08,
82011E,2010-Q3,M2_gbm_poisson,3.896367,0.000000,2,False,2010-07;2010-08,
82069,2010-Q3,B2_ma3,8.333333,1.000000,3,True,2010-07;2010-08;2010-09,
82069,2010-Q3,M2_gbm_poisson,27.409957,1.000000,3,True,2010-07;2010-08;2010-09,
82072,2010-Q3,B2_ma3,1.666667,3.000000,3,True,2010-07;2010-08;2010-09,
82072,2010-Q3,M2_gbm_poisson,11.469945,3.000000,3,True,2010-07;2010-08;2010-09,
82076,2010-Q3,B2_ma3,0.000000,0.000000,1,False,2010-07,
82076,2010-Q3,M2_gbm_poisson,2.864666,0.000000,1,False,2010-07,
82081,2010-Q3,B2_ma3,0.000000,0.000000,2,False,2010-07;2010-08,
82081,2010-Q3,M2_gbm_poisson,5.086880,0.000000,2,False,2010-07;2010-08,
82093,2010-Q3,B2_ma3,0.000000,0.000000,1,False,2010-07,
82093,2010-Q3,M2_gbm_poisson,1.662395,0.000000,1,False,2010-07,
82095,2010-Q3,B2_ma3,7.333333,5.000000,3,True,2010-07;2010-08;2010-09,
82095,2010-Q3,M2_gbm_poisson,30.694602,5.000000,3,True,2010-07;2010-08;2010-09,
82482,2010-Q3,B2_ma3,1983.333333,2185.000000,3,True,2010-07;2010-08;2010-09,
82482,2010-Q3,M2_gbm_poisson,1965.629209,2185.000000,3,True,2010-07;2010-08;2010-09,
82483,2010-Q3,B2_ma3,523.000000,728.000000,3,True,2010-07;2010-08;2010-09,
82483,2010-Q3,M2_gbm_poisson,475.993777,728.000000,3,True,2010-07;2010-08;2010-09,
82484,2010-Q3,B2_ma3,1287.666666,1398.000000,3,True,2010-07;2010-08;2010-09,
82484,2010-Q3,M2_gbm_poisson,1082.295831,1398.000000,3,True,2010-07;2010-08;2010-09,
82486,2010-Q3,B2_ma3,454.333334,612.000000,3,True,2010-07;2010-08;2010-09,
82486,2010-Q3,M2_gbm_poisson,484.914670,612.000000,3,True,2010-07;2010-08;2010-09,
82494L,2010-Q3,B2_ma3,2043.333334,2370.000000,3,True,2010-07;2010-08;2010-09,
82494L,2010-Q3,M2_gbm_poisson,2059.694453,2370.000000,3,True,2010-07;2010-08;2010-09,
82545A,2010-Q3,B2_ma3,5.666666,3.000000,3,True,2010-07;2010-08;2010-09,
82545A,2010-Q3,M2_gbm_poisson,29.481201,3.000000,3,True,2010-07;2010-08;2010-09,
82551,2010-Q3,B2_ma3,692.333334,786.000000,3,True,2010-07;2010-08;2010-09,
82551,2010-Q3,M2_gbm_poisson,718.233789,786.000000,3,True,2010-07;2010-08;2010-09,
82552,2010-Q3,B2_ma3,922.666667,746.000000,3,True,2010-07;2010-08;2010-09,
82552,2010-Q3,M2_gbm_poisson,884.315564,746.000000,3,True,2010-07;2010-08;2010-09,
82553,2010-Q3,B2_ma3,0.000000,0.000000,2,False,2010-07;2010-08,
82553,2010-Q3,M2_gbm_poisson,4.430516,0.000000,2,False,2010-07;2010-08,
82567,2010-Q3,B2_ma3,105.333333,133.000000,3,True,2010-07;2010-08;2010-09,
82567,2010-Q3,M2_gbm_poisson,135.850787,133.000000,3,True,2010-07;2010-08;2010-09,
82578,2010-Q3,B2_ma3,1143.333333,1172.000000,3,True,2010-07;2010-08;2010-09,
82578,2010-Q3,M2_gbm_poisson,1152.847509,1172.000000,3,True,2010-07;2010-08;2010-09,
82580,2010-Q3,B2_ma3,1732.000000,1926.000000,3,True,2010-07;2010-08;2010-09,
82580,2010-Q3,M2_gbm_poisson,1905.952852,1926.000000,3,True,2010-07;2010-08;2010-09,
82581,2010-Q3,B2_ma3,1526.000000,1827.000000,3,True,2010-07;2010-08;2010-09,
82581,2010-Q3,M2_gbm_poisson,1418.155441,1827.000000,3,True,2010-07;2010-08;2010-09,
82582,2010-Q3,B2_ma3,868.666667,989.000000,3,True,2010-07;2010-08;2010-09,
82582,2010-Q3,M2_gbm_poisson,861.629449,989.000000,3,True,2010-07;2010-08;2010-09,
82583,2010-Q3,B2_ma3,1243.666667,1178.000000,3,True,2010-07;2010-08;2010-09,
82583,2010-Q3,M2_gbm_poisson,1276.685455,1178.000000,3,True,2010-07;2010-08;2010-09,
82585,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
82585,2010-Q3,M2_gbm_poisson,16.792501,0.000000,3,True,2010-07;2010-08;2010-09,
82587,2010-Q3,B2_ma3,23.666667,0.000000,3,True,2010-07;2010-08;2010-09,
82587,2010-Q3,M2_gbm_poisson,32.191021,0.000000,3,True,2010-07;2010-08;2010-09,
82597,2010-Q3,B2_ma3,327.666667,370.000000,3,True,2010-07;2010-08;2010-09,
82597,2010-Q3,M2_gbm_poisson,398.953918,370.000000,3,True,2010-07;2010-08;2010-09,
82599,2010-Q3,B2_ma3,535.666667,580.000000,3,True,2010-07;2010-08;2010-09,
82599,2010-Q3,M2_gbm_poisson,590.277426,580.000000,3,True,2010-07;2010-08;2010-09,
82600,2010-Q3,B2_ma3,1472.666667,1941.000000,3,True,2010-07;2010-08;2010-09,
82600,2010-Q3,M2_gbm_poisson,1405.293390,1941.000000,3,True,2010-07;2010-08;2010-09,
82605,2010-Q3,B2_ma3,69.000000,84.000000,3,True,2010-07;2010-08;2010-09,
82605,2010-Q3,M2_gbm_poisson,121.660294,84.000000,3,True,2010-07;2010-08;2010-09,
82607A,2010-Q3,B2_ma3,141.666667,114.000000,3,True,2010-07;2010-08;2010-09,
82607A,2010-Q3,M2_gbm_poisson,215.039012,114.000000,3,True,2010-07;2010-08;2010-09,
82607C,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
82607C,2010-Q3,M2_gbm_poisson,9.352056,0.000000,3,True,2010-07;2010-08;2010-09,
82607E,2010-Q3,B2_ma3,10.999999,0.000000,3,True,2010-07;2010-08;2010-09,
82607E,2010-Q3,M2_gbm_poisson,57.217266,0.000000,3,True,2010-07;2010-08;2010-09,
82613A,2010-Q3,B2_ma3,117.666666,43.000000,3,True,2010-07;2010-08;2010-09,
82613A,2010-Q3,M2_gbm_poisson,130.013167,43.000000,3,True,2010-07;2010-08;2010-09,
82613B,2010-Q3,B2_ma3,97.000000,90.000000,3,True,2010-07;2010-08;2010-09,
82613B,2010-Q3,M2_gbm_poisson,145.258604,90.000000,3,True,2010-07;2010-08;2010-09,
82613C,2010-Q3,B2_ma3,59.000000,40.000000,3,True,2010-07;2010-08;2010-09,
82613C,2010-Q3,M2_gbm_poisson,192.030379,40.000000,3,True,2010-07;2010-08;2010-09,
82613D,2010-Q3,B2_ma3,107.000001,92.000000,3,True,2010-07;2010-08;2010-09,
82613D,2010-Q3,M2_gbm_poisson,141.519330,92.000000,3,True,2010-07;2010-08;2010-09,
82615,2010-Q3,B2_ma3,22.000000,107.000000,3,True,2010-07;2010-08;2010-09,
82615,2010-Q3,M2_gbm_poisson,90.788298,107.000000,3,True,2010-07;2010-08;2010-09,
82616A,2010-Q3,B2_ma3,98.333334,94.000000,3,True,2010-07;2010-08;2010-09,
82616A,2010-Q3,M2_gbm_poisson,129.357844,94.000000,3,True,2010-07;2010-08;2010-09,
82616B,2010-Q3,B2_ma3,4.000000,85.000000,3,True,2010-07;2010-08;2010-09,
82616B,2010-Q3,M2_gbm_poisson,21.168451,85.000000,3,True,2010-07;2010-08;2010-09,
82616C,2010-Q3,B2_ma3,12.000000,157.000000,3,True,2010-07;2010-08;2010-09,
82616C,2010-Q3,M2_gbm_poisson,58.142346,157.000000,3,True,2010-07;2010-08;2010-09,
84006,2010-Q3,B2_ma3,119.000000,136.000000,3,True,2010-07;2010-08;2010-09,
84006,2010-Q3,M2_gbm_poisson,138.487895,136.000000,3,True,2010-07;2010-08;2010-09,
84007,2010-Q3,B2_ma3,21.333333,27.000000,3,True,2010-07;2010-08;2010-09,
84007,2010-Q3,M2_gbm_poisson,73.540471,27.000000,3,True,2010-07;2010-08;2010-09,
84012,2010-Q3,B2_ma3,39.000000,140.000000,3,True,2010-07;2010-08;2010-09,
84012,2010-Q3,M2_gbm_poisson,86.866942,140.000000,3,True,2010-07;2010-08;2010-09,
84016,2010-Q3,B2_ma3,441.333333,108.000000,3,True,2010-07;2010-08;2010-09,
84016,2010-Q3,M2_gbm_poisson,388.754584,108.000000,3,True,2010-07;2010-08;2010-09,
84029C,2010-Q3,B2_ma3,0.000000,0.000000,1,False,2010-07,
84029C,2010-Q3,M2_gbm_poisson,1.581036,0.000000,1,False,2010-07,
84029D,2010-Q3,B2_ma3,0.000000,0.000000,2,False,2010-07;2010-08,
84029D,2010-Q3,M2_gbm_poisson,4.219118,0.000000,2,False,2010-07;2010-08,
84029E,2010-Q3,B2_ma3,214.000000,656.000000,3,True,2010-07;2010-08;2010-09,
84029E,2010-Q3,M2_gbm_poisson,223.402078,656.000000,3,True,2010-07;2010-08;2010-09,
84029G,2010-Q3,B2_ma3,141.000000,347.000000,3,True,2010-07;2010-08;2010-09,
84029G,2010-Q3,M2_gbm_poisson,154.290824,347.000000,3,True,2010-07;2010-08;2010-09,
84030B,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84030B,2010-Q3,M2_gbm_poisson,7.541346,0.000000,3,True,2010-07;2010-08;2010-09,
84030C,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84030C,2010-Q3,M2_gbm_poisson,8.384971,0.000000,3,True,2010-07;2010-08;2010-09,
84030E,2010-Q3,B2_ma3,4.000001,85.000000,3,True,2010-07;2010-08;2010-09,
84030E,2010-Q3,M2_gbm_poisson,15.396989,85.000000,3,True,2010-07;2010-08;2010-09,
84031A,2010-Q3,B2_ma3,8.000000,31.000000,3,True,2010-07;2010-08;2010-09,
84031A,2010-Q3,M2_gbm_poisson,50.151838,31.000000,3,True,2010-07;2010-08;2010-09,
84031B,2010-Q3,B2_ma3,9.000000,12.000000,3,True,2010-07;2010-08;2010-09,
84031B,2010-Q3,M2_gbm_poisson,25.731663,12.000000,3,True,2010-07;2010-08;2010-09,
84032A,2010-Q3,B2_ma3,46.333334,123.000000,3,True,2010-07;2010-08;2010-09,
84032A,2010-Q3,M2_gbm_poisson,126.754786,123.000000,3,True,2010-07;2010-08;2010-09,
84032B,2010-Q3,B2_ma3,92.333333,124.000000,3,True,2010-07;2010-08;2010-09,
84032B,2010-Q3,M2_gbm_poisson,129.066617,124.000000,3,True,2010-07;2010-08;2010-09,
84033,2010-Q3,B2_ma3,188.000000,10.000000,3,True,2010-07;2010-08;2010-09,
84033,2010-Q3,M2_gbm_poisson,123.099568,10.000000,3,True,2010-07;2010-08;2010-09,
84050,2010-Q3,B2_ma3,793.333334,903.000000,3,True,2010-07;2010-08;2010-09,
84050,2010-Q3,M2_gbm_poisson,732.880414,903.000000,3,True,2010-07;2010-08;2010-09,
84051,2010-Q3,B2_ma3,106.666667,97.000000,3,True,2010-07;2010-08;2010-09,
84051,2010-Q3,M2_gbm_poisson,130.233475,97.000000,3,True,2010-07;2010-08;2010-09,
84077,2010-Q3,B2_ma3,12422.333334,12611.000000,3,True,2010-07;2010-08;2010-09,
84077,2010-Q3,M2_gbm_poisson,12709.074059,12611.000000,3,True,2010-07;2010-08;2010-09,
84078A,2010-Q3,B2_ma3,213.333334,337.000000,3,True,2010-07;2010-08;2010-09,
84078A,2010-Q3,M2_gbm_poisson,118.948151,337.000000,3,True,2010-07;2010-08;2010-09,
84081,2010-Q3,B2_ma3,2.000001,1.000000,3,True,2010-07;2010-08;2010-09,
84081,2010-Q3,M2_gbm_poisson,12.799727,1.000000,3,True,2010-07;2010-08;2010-09,
84086B,2010-Q3,B2_ma3,0.999999,1.000000,3,True,2010-07;2010-08;2010-09,
84086B,2010-Q3,M2_gbm_poisson,15.167721,1.000000,3,True,2010-07;2010-08;2010-09,
84086C,2010-Q3,B2_ma3,17.666667,18.000000,3,True,2010-07;2010-08;2010-09,
84086C,2010-Q3,M2_gbm_poisson,40.600369,18.000000,3,True,2010-07;2010-08;2010-09,
84192,2010-Q3,B2_ma3,75.666666,4.000000,3,True,2010-07;2010-08;2010-09,
84192,2010-Q3,M2_gbm_poisson,101.356130,4.000000,3,True,2010-07;2010-08;2010-09,
84199,2010-Q3,B2_ma3,102.666667,173.000000,3,True,2010-07;2010-08;2010-09,
84199,2010-Q3,M2_gbm_poisson,158.323584,173.000000,3,True,2010-07;2010-08;2010-09,
84201B,2010-Q3,B2_ma3,10.999999,1.000000,3,True,2010-07;2010-08;2010-09,
84201B,2010-Q3,M2_gbm_poisson,57.887172,1.000000,3,True,2010-07;2010-08;2010-09,
84201C,2010-Q3,B2_ma3,1.666667,0.000000,1,False,2010-09,
84201C,2010-Q3,M2_gbm_poisson,39.493468,0.000000,1,False,2010-09,
84205C,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84205C,2010-Q3,M2_gbm_poisson,7.349507,0.000000,3,True,2010-07;2010-08;2010-09,
84206A,2010-Q3,B2_ma3,6.333333,0.000000,2,False,2010-07;2010-09,
84206A,2010-Q3,M2_gbm_poisson,98.181779,0.000000,2,False,2010-07;2010-09,
84206B,2010-Q3,B2_ma3,1.333333,0.000000,1,False,2010-09,
84206B,2010-Q3,M2_gbm_poisson,63.185418,0.000000,1,False,2010-09,
84206C,2010-Q3,B2_ma3,0.666666,0.000000,3,True,2010-07;2010-08;2010-09,
84206C,2010-Q3,M2_gbm_poisson,27.046401,0.000000,3,True,2010-07;2010-08;2010-09,
84212,2010-Q3,B2_ma3,8011.000000,5143.000000,3,True,2010-07;2010-08;2010-09,
84212,2010-Q3,M2_gbm_poisson,3711.303097,5143.000000,3,True,2010-07;2010-08;2010-09,
84218,2010-Q3,B2_ma3,6.333333,0.000000,3,True,2010-07;2010-08;2010-09,
84218,2010-Q3,M2_gbm_poisson,32.936906,0.000000,3,True,2010-07;2010-08;2010-09,
84219,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84219,2010-Q3,M2_gbm_poisson,9.425569,0.000000,3,True,2010-07;2010-08;2010-09,
84226,2010-Q3,B2_ma3,1.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84226,2010-Q3,M2_gbm_poisson,10.061289,0.000000,3,True,2010-07;2010-08;2010-09,
84227,2010-Q3,B2_ma3,1.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84227,2010-Q3,M2_gbm_poisson,11.405224,0.000000,3,True,2010-07;2010-08;2010-09,
84228,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84228,2010-Q3,M2_gbm_poisson,8.327356,0.000000,3,True,2010-07;2010-08;2010-09,
84231,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84231,2010-Q3,M2_gbm_poisson,8.975183,0.000000,3,True,2010-07;2010-08;2010-09,
84247C,2010-Q3,B2_ma3,2.333333,0.000000,3,True,2010-07;2010-08;2010-09,
84247C,2010-Q3,M2_gbm_poisson,26.037607,0.000000,3,True,2010-07;2010-08;2010-09,
84247E,2010-Q3,B2_ma3,30.000000,31.000000,3,True,2010-07;2010-08;2010-09,
84247E,2010-Q3,M2_gbm_poisson,69.799205,31.000000,3,True,2010-07;2010-08;2010-09,
84247G,2010-Q3,B2_ma3,189.333333,194.000000,3,True,2010-07;2010-08;2010-09,
84247G,2010-Q3,M2_gbm_poisson,307.298248,194.000000,3,True,2010-07;2010-08;2010-09,
84247H,2010-Q3,B2_ma3,8.666667,0.000000,3,True,2010-07;2010-08;2010-09,
84247H,2010-Q3,M2_gbm_poisson,19.348029,0.000000,3,True,2010-07;2010-08;2010-09,
84247K,2010-Q3,B2_ma3,26.000000,4.000000,3,True,2010-07;2010-08;2010-09,
84247K,2010-Q3,M2_gbm_poisson,85.890841,4.000000,3,True,2010-07;2010-08;2010-09,
84247L,2010-Q3,B2_ma3,217.666667,96.000000,3,True,2010-07;2010-08;2010-09,
84247L,2010-Q3,M2_gbm_poisson,284.802937,96.000000,3,True,2010-07;2010-08;2010-09,
84247N,2010-Q3,B2_ma3,28.000000,14.000000,3,True,2010-07;2010-08;2010-09,
84247N,2010-Q3,M2_gbm_poisson,79.989654,14.000000,3,True,2010-07;2010-08;2010-09,
84249A,2010-Q3,B2_ma3,34.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84249A,2010-Q3,M2_gbm_poisson,54.689608,0.000000,3,True,2010-07;2010-08;2010-09,
84249D,2010-Q3,B2_ma3,217.666667,120.000000,3,True,2010-07;2010-08;2010-09,
84249D,2010-Q3,M2_gbm_poisson,287.750404,120.000000,3,True,2010-07;2010-08;2010-09,
84250M,2010-Q3,B2_ma3,3.000001,1.000000,3,True,2010-07;2010-08;2010-09,
84250M,2010-Q3,M2_gbm_poisson,17.946186,1.000000,3,True,2010-07;2010-08;2010-09,
84251B,2010-Q3,B2_ma3,24.666667,14.000000,3,True,2010-07;2010-08;2010-09,
84251B,2010-Q3,M2_gbm_poisson,43.896481,14.000000,3,True,2010-07;2010-08;2010-09,
84251C,2010-Q3,B2_ma3,30.000001,3.000000,3,True,2010-07;2010-08;2010-09,
84251C,2010-Q3,M2_gbm_poisson,70.933108,3.000000,3,True,2010-07;2010-08;2010-09,
84251F,2010-Q3,B2_ma3,144.333333,45.000000,3,True,2010-07;2010-08;2010-09,
84251F,2010-Q3,M2_gbm_poisson,207.726067,45.000000,3,True,2010-07;2010-08;2010-09,
84251G,2010-Q3,B2_ma3,47.333333,20.000000,3,True,2010-07;2010-08;2010-09,
84251G,2010-Q3,M2_gbm_poisson,144.872508,20.000000,3,True,2010-07;2010-08;2010-09,
84251J,2010-Q3,B2_ma3,7.000001,0.000000,3,True,2010-07;2010-08;2010-09,
84251J,2010-Q3,M2_gbm_poisson,25.782137,0.000000,3,True,2010-07;2010-08;2010-09,
84255A,2010-Q3,B2_ma3,0.000000,0.000000,1,False,2010-07,
84255A,2010-Q3,M2_gbm_poisson,1.609118,0.000000,1,False,2010-07,
84255B,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84255B,2010-Q3,M2_gbm_poisson,7.752622,0.000000,3,True,2010-07;2010-08;2010-09,
84270,2010-Q3,B2_ma3,7208.000000,5687.000000,3,True,2010-07;2010-08;2010-09,
84270,2010-Q3,M2_gbm_poisson,8475.133947,5687.000000,3,True,2010-07;2010-08;2010-09,
84279B,2010-Q3,B2_ma3,145.333333,0.000000,3,True,2010-07;2010-08;2010-09,
84279B,2010-Q3,M2_gbm_poisson,138.762296,0.000000,3,True,2010-07;2010-08;2010-09,
84279P,2010-Q3,B2_ma3,191.000001,223.000000,3,True,2010-07;2010-08;2010-09,
84279P,2010-Q3,M2_gbm_poisson,235.912099,223.000000,3,True,2010-07;2010-08;2010-09,
84288B,2010-Q3,B2_ma3,5.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84288B,2010-Q3,M2_gbm_poisson,19.001671,0.000000,3,True,2010-07;2010-08;2010-09,
84292,2010-Q3,B2_ma3,18.666667,0.000000,3,True,2010-07;2010-08;2010-09,
84292,2010-Q3,M2_gbm_poisson,33.426803,0.000000,3,True,2010-07;2010-08;2010-09,
84292B,2010-Q3,B2_ma3,1.333333,0.000000,3,True,2010-07;2010-08;2010-09,
84292B,2010-Q3,M2_gbm_poisson,18.494827,0.000000,3,True,2010-07;2010-08;2010-09,
84306,2010-Q3,B2_ma3,13.666667,5.000000,3,True,2010-07;2010-08;2010-09,
84306,2010-Q3,M2_gbm_poisson,28.395957,5.000000,3,True,2010-07;2010-08;2010-09,
84311,2010-Q3,B2_ma3,0.000000,0.000000,2,False,2010-07;2010-08,
84311,2010-Q3,M2_gbm_poisson,4.162450,0.000000,2,False,2010-07;2010-08,
84313A,2010-Q3,B2_ma3,19.000001,5.000000,3,True,2010-07;2010-08;2010-09,
84313A,2010-Q3,M2_gbm_poisson,42.943585,5.000000,3,True,2010-07;2010-08;2010-09,
84313B,2010-Q3,B2_ma3,19.666667,29.000000,3,True,2010-07;2010-08;2010-09,
84313B,2010-Q3,M2_gbm_poisson,200.576933,29.000000,3,True,2010-07;2010-08;2010-09,
84313C,2010-Q3,B2_ma3,11.333334,9.000000,3,True,2010-07;2010-08;2010-09,
84313C,2010-Q3,M2_gbm_poisson,35.890995,9.000000,3,True,2010-07;2010-08;2010-09,
84327A,2010-Q3,B2_ma3,413.333334,22.000000,3,True,2010-07;2010-08;2010-09,
84327A,2010-Q3,M2_gbm_poisson,273.492332,22.000000,3,True,2010-07;2010-08;2010-09,
84341B,2010-Q3,B2_ma3,51.666666,77.000000,3,True,2010-07;2010-08;2010-09,
84341B,2010-Q3,M2_gbm_poisson,128.094655,77.000000,3,True,2010-07;2010-08;2010-09,
84347,2010-Q3,B2_ma3,116.000000,2945.000000,3,True,2010-07;2010-08;2010-09,
84347,2010-Q3,M2_gbm_poisson,162.006971,2945.000000,3,True,2010-07;2010-08;2010-09,
84352,2010-Q3,B2_ma3,4.666667,35.000000,3,True,2010-07;2010-08;2010-09,
84352,2010-Q3,M2_gbm_poisson,34.290554,35.000000,3,True,2010-07;2010-08;2010-09,
84356,2010-Q3,B2_ma3,107.666667,173.000000,3,True,2010-07;2010-08;2010-09,
84356,2010-Q3,M2_gbm_poisson,114.492080,173.000000,3,True,2010-07;2010-08;2010-09,
84358,2010-Q3,B2_ma3,42.333334,59.000000,3,True,2010-07;2010-08;2010-09,
84358,2010-Q3,M2_gbm_poisson,41.498245,59.000000,3,True,2010-07;2010-08;2010-09,
84360,2010-Q3,B2_ma3,7.000000,16.000000,3,True,2010-07;2010-08;2010-09,
84360,2010-Q3,M2_gbm_poisson,69.553873,16.000000,3,True,2010-07;2010-08;2010-09,
84366,2010-Q3,B2_ma3,0.666666,0.000000,3,True,2010-07;2010-08;2010-09,
84366,2010-Q3,M2_gbm_poisson,9.132649,0.000000,3,True,2010-07;2010-08;2010-09,
84367,2010-Q3,B2_ma3,20.666666,24.000000,3,True,2010-07;2010-08;2010-09,
84367,2010-Q3,M2_gbm_poisson,66.590595,24.000000,3,True,2010-07;2010-08;2010-09,
84371,2010-Q3,B2_ma3,0.000000,0.000000,1,False,2010-07,
84371,2010-Q3,M2_gbm_poisson,1.639116,0.000000,1,False,2010-07,
84375,2010-Q3,B2_ma3,823.000000,455.000000,3,True,2010-07;2010-08;2010-09,
84375,2010-Q3,M2_gbm_poisson,702.809478,455.000000,3,True,2010-07;2010-08;2010-09,
84378,2010-Q3,B2_ma3,580.666667,783.000000,3,True,2010-07;2010-08;2010-09,
84378,2010-Q3,M2_gbm_poisson,602.880081,783.000000,3,True,2010-07;2010-08;2010-09,
84380,2010-Q3,B2_ma3,701.666667,1329.000000,3,True,2010-07;2010-08;2010-09,
84380,2010-Q3,M2_gbm_poisson,719.833159,1329.000000,3,True,2010-07;2010-08;2010-09,
84388,2010-Q3,B2_ma3,0.666667,0.000000,3,True,2010-07;2010-08;2010-09,
84388,2010-Q3,M2_gbm_poisson,10.186730,0.000000,3,True,2010-07;2010-08;2010-09,
84396,2010-Q3,B2_ma3,0.000000,0.000000,2,False,2010-07;2010-08,
84396,2010-Q3,M2_gbm_poisson,4.185524,0.000000,2,False,2010-07;2010-08,
84402D,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84402D,2010-Q3,M2_gbm_poisson,16.622276,0.000000,3,True,2010-07;2010-08;2010-09,
84405A,2010-Q3,B2_ma3,44.666667,96.000000,3,True,2010-07;2010-08;2010-09,
84405A,2010-Q3,M2_gbm_poisson,67.001598,96.000000,3,True,2010-07;2010-08;2010-09,
84406B,2010-Q3,B2_ma3,1191.666667,1239.000000,3,True,2010-07;2010-08;2010-09,
84406B,2010-Q3,M2_gbm_poisson,1063.963486,1239.000000,3,True,2010-07;2010-08;2010-09,
84414B,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84414B,2010-Q3,M2_gbm_poisson,8.161676,0.000000,3,True,2010-07;2010-08;2010-09,
84415A,2010-Q3,B2_ma3,4.666666,2.000000,2,False,2010-08;2010-09,
84415A,2010-Q3,M2_gbm_poisson,22.068594,2.000000,2,False,2010-08;2010-09,
84415B,2010-Q3,B2_ma3,4.000000,8.000000,3,True,2010-07;2010-08;2010-09,
84415B,2010-Q3,M2_gbm_poisson,15.811928,8.000000,3,True,2010-07;2010-08;2010-09,
84422,2010-Q3,B2_ma3,63.333333,27.000000,3,True,2010-07;2010-08;2010-09,
84422,2010-Q3,M2_gbm_poisson,92.249339,27.000000,3,True,2010-07;2010-08;2010-09,
84424A,2010-Q3,B2_ma3,10.000001,16.000000,3,True,2010-07;2010-08;2010-09,
84424A,2010-Q3,M2_gbm_poisson,46.500456,16.000000,3,True,2010-07;2010-08;2010-09,
84425A,2010-Q3,B2_ma3,3.666666,0.000000,3,True,2010-07;2010-08;2010-09,
84425A,2010-Q3,M2_gbm_poisson,20.189311,0.000000,3,True,2010-07;2010-08;2010-09,
84427B,2010-Q3,B2_ma3,0.000000,0.000000,3,True,2010-07;2010-08;2010-09,
84427B,2010-Q3,M2_gbm_poisson,7.916557,0.000000,3,True,2010-07;2010-08;2010-09,
84429A,2010-Q3,B2_ma3,6.000000,3.000000,3,True,2010-07;2010-08;2010-09,
84429A,2010-Q3,M2_gbm_poisson,54.220381,3.000000,3,True,2010-07;2010-08;2010-09,
84437A,2010-Q3,B2_ma3,2.000000,0.000000,3,True,2010-07;2010-08;2010-09,
