stock_code,description,forecast_origin,horizon,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,abc_class,status,run_id
23018,LARGE APOTHECARY MEASURING JAR,2011-11,1,2011-12,M2_gbm_poisson,13.134036,7.836625,abc_group,5,1.645000,12.891247,27,C,Forecast,20260824T181001Z-27103c
23019,SMALL APOTHECARY MEASURING JAR,2011-11,1,2011-12,M2_gbm_poisson,16.628582,7.836625,abc_group,5,1.645000,12.891247,30,C,Forecast,20260824T181001Z-27103c
23020,GLASS  SONGBIRD STORAGE JAR,2011-11,1,2011-12,M2_gbm_poisson,35.892285,7.836625,abc_group,5,1.645000,12.891247,49,C,Forecast,20260824T181001Z-27103c
23021,GLASS BONNE JAM JAR,2011-11,1,2011-12,M2_gbm_poisson,24.895418,7.836625,abc_group,5,1.645000,12.891247,38,C,Forecast,20260824T181001Z-27103c
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,51.705743,7.836625,abc_group,5,1.645000,12.891247,65,C,Forecast,20260824T181001Z-27103c
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,46.573602,7.836625,abc_group,5,1.645000,12.891247,60,C,Forecast,20260824T181001Z-27103c
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,37.351182,7.836625,abc_group,5,1.645000,12.891247,51,C,Forecast,20260824T181001Z-27103c
23025,DRAWER KNOB VINTAGE GLASS BALL,2011-11,1,2011-12,M2_gbm_poisson,52.584041,7.836625,abc_group,5,1.645000,12.891247,66,C,Forecast,20260824T181001Z-27103c
23026,DRAWER KNOB VINTAGE GLASS STAR,2011-11,1,2011-12,M2_gbm_poisson,59.606281,7.836625,abc_group,5,1.645000,12.891247,73,C,Forecast,20260824T181001Z-27103c
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,2011-11,1,2011-12,M2_gbm_poisson,49.274809,7.836625,abc_group,5,1.645000,12.891247,63,C,Forecast,20260824T181001Z-27103c
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2011-11,1,2011-12,M2_gbm_poisson,32.276835,7.836625,abc_group,5,1.645000,12.891247,46,C,Forecast,20260824T181001Z-27103c
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2011-11,1,2011-12,M2_gbm_poisson,117.583381,7.836625,abc_group,5,1.645000,12.891247,131,C,Forecast,20260824T181001Z-27103c
23031,DRAWER KNOB CRACKLE GLAZE PINK,2011-11,1,2011-12,M2_gbm_poisson,115.738695,7.836625,abc_group,5,1.645000,12.891247,129,C,Forecast,20260824T181001Z-27103c
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2011-11,1,2011-12,M2_gbm_poisson,153.780914,7.836625,abc_group,5,1.645000,12.891247,167,C,Forecast,20260824T181001Z-27103c
23033,DRAWER KNOB CERAMIC RED,2011-11,1,2011-12,M2_gbm_poisson,79.781237,7.836625,abc_group,5,1.645000,12.891247,93,C,Forecast,20260824T181001Z-27103c
23034,DRAWER KNOB CERAMIC BLACK,2011-11,1,2011-12,M2_gbm_poisson,91.433003,7.836625,abc_group,5,1.645000,12.891247,105,C,Forecast,20260824T181001Z-27103c
23035,DRAWER KNOB CERAMIC IVORY,2011-11,1,2011-12,M2_gbm_poisson,223.739331,7.836625,abc_group,5,1.645000,12.891247,237,C,Forecast,20260824T181001Z-27103c
23036,T-LIGHT HOLDER SILVER PETIT FOUR,2011-11,1,2011-12,M2_gbm_poisson,48.476092,7.836625,abc_group,5,1.645000,12.891247,62,C,Forecast,20260824T181001Z-27103c
23037,CANDLE HOLDER SILVER MADELINE,2011-11,1,2011-12,M2_gbm_poisson,43.168415,7.836625,abc_group,5,1.645000,12.891247,57,C,Forecast,20260824T181001Z-27103c
23038,T-LIGHT HOLDER SILVER SAUCER,2011-11,1,2011-12,M2_gbm_poisson,15.040981,7.836625,abc_group,4,1.645000,12.891247,28,C,Forecast,20260824T181001Z-27103c
23039,T-LIGHT HOLDER SILVER HEART HANDLE,2011-11,1,2011-12,M2_gbm_poisson,53.385578,7.836625,abc_group,5,1.645000,12.891247,67,C,Forecast,20260824T181001Z-27103c
23040,PAPER LANTERN 9 POINT SNOW STAR,2011-11,1,2011-12,M2_gbm_poisson,45.003375,8.686945,product,7,1.645000,14.290024,60,C,Forecast,20260824T181001Z-27103c
23041,PAPER LANTERN 9 POINT SNOW STAR,2011-11,1,2011-12,M2_gbm_poisson,49.406736,14.784303,product,7,1.645000,24.320179,74,C,Forecast,20260824T181001Z-27103c
23042,PAPER LANTERN 7 POINT SNOW STAR,2011-11,1,2011-12,M2_gbm_poisson,35.988284,12.798529,product,7,1.645000,21.053580,58,C,Forecast,20260824T181001Z-27103c
23043,PAPER LANTERN 9 POINT HOLLY STAR L,2011-11,1,2011-12,M2_gbm_poisson,34.972777,16.180733,product,6,1.645000,26.617305,62,C,Forecast,20260824T181001Z-27103c
23044,PAPER LANTERN 9 POINT HOLLY STAR S,2011-11,1,2011-12,M2_gbm_poisson,26.607138,19.190611,product,6,1.645000,31.568556,59,C,Forecast,20260824T181001Z-27103c
23045,PAPER LANTERN 5 POINT STAR MOON,2011-11,1,2011-12,M2_gbm_poisson,41.055234,17.515708,product,6,1.645000,28.813340,70,C,Forecast,20260824T181001Z-27103c
23046,PAPER LANTERN 9 POINT DELUXE STAR,2011-11,1,2011-12,M2_gbm_poisson,46.362097,55.039780,product,6,1.645000,90.540438,137,C,Forecast,20260824T181001Z-27103c
23047,PAPER LANTERN 5 POINT SEQUIN STAR,2011-11,1,2011-12,M2_gbm_poisson,16.219295,9.150349,product,6,1.645000,15.052324,32,C,Forecast,20260824T181001Z-27103c
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2011-11,1,2011-12,M2_gbm_poisson,65.198565,46.000056,product,7,1.645000,75.670092,141,C,Forecast,20260824T181001Z-27103c
23049,RECYCLED ACAPULCO MAT RED,2011-11,1,2011-12,M2_gbm_poisson,31.806934,31.894639,product,8,1.645000,52.466682,85,B,Forecast,20260824T181001Z-27103c
23050,RECYCLED ACAPULCO MAT GREEN,2011-11,1,2011-12,M2_gbm_poisson,21.658458,26.542903,product,8,1.645000,43.663076,66,B,Forecast,20260824T181001Z-27103c
23051,RECYCLED ACAPULCO MAT BLUE,2011-11,1,2011-12,M2_gbm_poisson,17.454365,12.674675,product,8,1.645000,20.849840,39,B,Forecast,20260824T181001Z-27103c
23052,RECYCLED ACAPULCO MAT TURQUOISE,2011-11,1,2011-12,M2_gbm_poisson,31.893869,24.282617,product,8,1.645000,39.944904,72,B,Forecast,20260824T181001Z-27103c
23053,RECYCLED ACAPULCO MAT PINK,2011-11,1,2011-12,M2_gbm_poisson,12.996252,16.336555,product,8,1.645000,26.873632,40,B,Forecast,20260824T181001Z-27103c
23054,RECYCLED ACAPULCO MAT LAVENDER,2011-11,1,2011-12,M2_gbm_poisson,11.636156,20.238213,product,8,1.645000,33.291860,45,B,Forecast,20260824T181001Z-27103c
23055,IVORY CHANDELIER T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,57.607501,24.720163,product,7,1.645000,40.664669,99,C,Forecast,20260824T181001Z-27103c
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,56.091953,30.648886,product,7,1.645000,50.417417,107,C,Forecast,20260824T181001Z-27103c
23057,BEADED CHANDELIER T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,59.842233,29.651302,product,7,1.645000,48.776391,109,C,Forecast,20260824T181001Z-27103c
23058,CHRISTMAS HANGING SNOWFLAKE,2011-11,1,2011-12,M2_gbm_poisson,170.422501,7.836625,abc_group,2,1.645000,12.891247,184,C,Forecast,20260824T181001Z-27103c
23060,HEART BEADED TRELLIS DECORATION,2011-11,1,2011-12,M2_gbm_poisson,45.746143,29.849071,product,7,1.645000,49.101722,95,C,Forecast,20260824T181001Z-27103c
23061,VINTAGE EMBOSSED HEART,2011-11,1,2011-12,M2_gbm_poisson,83.964693,29.291494,product,7,1.645000,48.184508,133,C,Forecast,20260824T181001Z-27103c
23064,CINDERELLA CHANDELIER,2011-11,1,2011-12,M2_gbm_poisson,41.127808,10.296062,product,7,1.645000,16.937023,59,C,Forecast,20260824T181001Z-27103c
23065,LARGE DECO JEWELLERY STAND,2011-11,1,2011-12,M2_gbm_poisson,10.126146,36.450392,product,7,1.645000,59.960896,71,B,Forecast,20260824T181001Z-27103c
23066,SMALL DECO JEWELLERY STAND,2011-11,1,2011-12,M2_gbm_poisson,9.681711,52.966163,product,7,1.645000,87.129339,97,C,Forecast,20260824T181001Z-27103c
23067,HANGING ENGRAVED METAL HEART,2011-11,1,2011-12,M2_gbm_poisson,49.923931,13.981629,product,7,1.645000,22.999779,73,C,Forecast,20260824T181001Z-27103c
23068,ALUMINIUM STAMPED HEART,2011-11,1,2011-12,M2_gbm_poisson,66.104510,30.781155,product,7,1.645000,50.635000,117,C,Forecast,20260824T181001Z-27103c
23069,EDWARDIAN PHOTO FRAME,2011-11,1,2011-12,M2_gbm_poisson,21.541599,4.172677,product,7,1.645000,6.864054,29,C,Forecast,20260824T181001Z-27103c
23070,EDWARDIAN HEART PHOTO FRAME,2011-11,1,2011-12,M2_gbm_poisson,33.070231,18.751176,product,6,1.645000,30.845685,64,C,Forecast,20260824T181001Z-27103c
23071,MARIE ANTOINETTE TRINKET BOX GOLD,2011-11,1,2011-12,M2_gbm_poisson,16.125978,42.440769,product,7,1.645000,69.815064,86,C,Forecast,20260824T181001Z-27103c
23072,MARIE ANTOINETTE TRINKET BOX SILVER,2011-11,1,2011-12,M2_gbm_poisson,15.723198,28.249212,product,6,1.645000,46.469954,63,C,Forecast,20260824T181001Z-27103c
23073,GEORGIAN TRINKET BOX,2011-11,1,2011-12,M2_gbm_poisson,39.796404,12.511391,product,7,1.645000,20.581238,61,C,Forecast,20260824T181001Z-27103c
23074,EMBOSSED HEART TRINKET BOX,2011-11,1,2011-12,M2_gbm_poisson,63.506861,7.836625,abc_group,2,1.645000,12.891247,77,C,Forecast,20260824T181001Z-27103c
23075,PARLOUR CERAMIC WALL HOOK,2011-11,1,2011-12,M2_gbm_poisson,52.076855,61.366999,product,7,1.645000,100.948714,154,C,Forecast,20260824T181001Z-27103c
23076,ICE CREAM SUNDAE LIP GLOSS,2011-11,1,2011-12,M2_gbm_poisson,544.396707,315.424655,product,8,1.645000,518.873558,1064,B,Forecast,20260824T181001Z-27103c
23077,DOUGHNUT LIP GLOSS,2011-11,1,2011-12,M2_gbm_poisson,879.239796,458.313384,product,8,1.645000,753.925516,1634,B,Forecast,20260824T181001Z-27103c
23078,ICE CREAM PEN LIP GLOSS,2011-11,1,2011-12,M2_gbm_poisson,568.527297,245.519860,product,8,1.645000,403.880169,973,B,Forecast,20260824T181001Z-27103c
23079,TOADSTOOL BEDSIDE LIGHT,2011-11,1,2011-12,M2_gbm_poisson,43.896327,11.541306,product,6,1.645000,18.985449,63,C,Forecast,20260824T181001Z-27103c
23080,RED METAL BOX TOP SECRET,2011-11,1,2011-12,M2_gbm_poisson,135.146375,55.120766,product,6,1.645000,90.673660,226,C,Forecast,20260824T181001Z-27103c
23081,GREEN METAL BOX ARMY SUPPLIES,2011-11,1,2011-12,M2_gbm_poisson,65.889521,23.069979,product,6,1.645000,37.950115,104,C,Forecast,20260824T181001Z-27103c
23082,SET 6 PAPER TABLE LANTERN HEARTS,2011-11,1,2011-12,M2_gbm_poisson,251.512572,95.509092,product,6,1.645000,157.112456,409,B,Forecast,20260824T181001Z-27103c
23083,SET 6 PAPER TABLE LANTERN STARS,2011-11,1,2011-12,M2_gbm_poisson,354.400603,136.067212,product,6,1.645000,223.830564,579,C,Forecast,20260824T181001Z-27103c
23084,RABBIT NIGHT LIGHT,2011-11,1,2011-12,M2_gbm_poisson,2375.595148,2917.196689,product,6,1.645000,4798.788553,7175,B,Forecast,20260824T181001Z-27103c
23085,ANTIQUE SILVER BAUBLE LAMP,2011-11,1,2011-12,M2_gbm_poisson,65.916305,50.069023,product,6,1.645000,82.363542,149,C,Forecast,20260824T181001Z-27103c
23086,ZINC  STAR T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,101.039987,138.181938,product,6,1.645000,227.309288,329,C,Forecast,20260824T181001Z-27103c
23087,ZINC  HEART T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,65.107237,136.774487,product,6,1.645000,224.994031,291,C,Forecast,20260824T181001Z-27103c
23088,ZINC HEART FLOWER T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,59.200679,74.860284,product,6,1.645000,123.145168,183,C,Forecast,20260824T181001Z-27103c
23089,GLASS BON BON JAR,2011-11,1,2011-12,M2_gbm_poisson,204.232093,118.704302,product,6,1.645000,195.268576,400,C,Forecast,20260824T181001Z-27103c
23090,VINTAGE GLASS T-LIGHT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,244.226527,148.504621,product,6,1.645000,244.290102,489,C,Forecast,20260824T181001Z-27103c
23091,ZINC HERB GARDEN CONTAINER,2011-11,1,2011-12,M2_gbm_poisson,19.868552,15.073512,product,6,1.645000,24.795927,45,B,Forecast,20260824T181001Z-27103c
23092,LARGE ANTIQUE WHITE PHOTO FRAME,2011-11,1,2011-12,M2_gbm_poisson,57.043492,59.344382,product,6,1.645000,97.621508,155,C,Forecast,20260824T181001Z-27103c
23093,SMALL PARISIENNE HEART PHOTO FRAME,2011-11,1,2011-12,M2_gbm_poisson,63.180599,74.205135,product,6,1.645000,122.067447,186,C,Forecast,20260824T181001Z-27103c
23094,LE GRAND TRAY CHIC SET,2011-11,1,2011-12,M2_gbm_poisson,23.591226,9.968600,product,6,1.645000,16.398346,40,C,Forecast,20260824T181001Z-27103c
23096,PETIT TRAY CHIC,2011-11,1,2011-12,M2_gbm_poisson,135.094986,67.828896,product,6,1.645000,111.578533,247,C,Forecast,20260824T181001Z-27103c
23099,FRENCH CARRIAGE LANTERN,2011-11,1,2011-12,M2_gbm_poisson,24.316589,5.646404,product,6,1.645000,9.288334,34,C,Forecast,20260824T181001Z-27103c
23100,SILVER BELLS TABLE DECORATION,2011-11,1,2011-12,M2_gbm_poisson,289.365640,193.333517,product,6,1.645000,318.033636,608,C,Forecast,20260824T181001Z-27103c
23101,SILVER STARS TABLE DECORATION,2011-11,1,2011-12,M2_gbm_poisson,253.997949,302.897130,product,6,1.645000,498.265778,753,C,Forecast,20260824T181001Z-27103c
23102,SILVER HEARTS TABLE DECORATION,2011-11,1,2011-12,M2_gbm_poisson,106.460011,133.930013,product,6,1.645000,220.314872,327,C,Forecast,20260824T181001Z-27103c
23103,JINGLE BELL HEART DECORATION,2011-11,1,2011-12,M2_gbm_poisson,474.098607,211.314538,product,6,1.645000,347.612415,822,C,Forecast,20260824T181001Z-27103c
23104,IVORY CAFE HANGING LAMP,2011-11,1,2011-12,M2_gbm_poisson,39.318592,16.535330,product,6,1.645000,27.200617,67,C,Forecast,20260824T181001Z-27103c
23106,ZINC HEARTS PLANT POT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,40.709692,18.090459,product,6,1.645000,29.758804,71,C,Forecast,20260824T181001Z-27103c
23107,WHITE HEARTS WIRE PLANT POT HOLDER,2011-11,1,2011-12,M2_gbm_poisson,32.325448,17.320441,product,6,1.645000,28.492126,61,C,Forecast,20260824T181001Z-27103c
23108,SET OF 10 LED DOLLY LIGHTS,2011-11,1,2011-12,M2_gbm_poisson,195.175115,60.609755,product,6,1.645000,99.703047,295,B,Forecast,20260824T181001Z-27103c
23109,PACK OF SIX LED TEA LIGHTS,2011-11,1,2011-12,M2_gbm_poisson,286.142219,137.509238,product,6,1.645000,226.202697,513,C,Forecast,20260824T181001Z-27103c
23110,PARISIENNE KEY CABINET,2011-11,1,2011-12,M2_gbm_poisson,72.036207,20.388928,product,6,1.645000,33.539787,106,C,Forecast,20260824T181001Z-27103c
23111,PARISIENNE SEWING BOX,2011-11,1,2011-12,M2_gbm_poisson,42.905063,18.112204,product,6,1.645000,29.794575,73,B,Forecast,20260824T181001Z-27103c
23112,PARISIENNE CURIO CABINET,2011-11,1,2011-12,M2_gbm_poisson,52.023059,20.506692,product,6,1.645000,33.733508,86,C,Forecast,20260824T181001Z-27103c
23113,PANTRY CHOPPING BOARD,2011-11,1,2011-12,M2_gbm_poisson,93.639604,7.836625,abc_group,2,1.645000,12.891247,107,C,Forecast,20260824T181001Z-27103c
23114,VINTAGE LEAF CHOPPING BOARD,2011-11,1,2011-12,M2_gbm_poisson,46.485083,7.836625,abc_group,2,1.645000,12.891247,60,C,Forecast,20260824T181001Z-27103c
23115,RED APPLES CHOPPING BOARD,2011-11,1,2011-12,M2_gbm_poisson,52.386545,7.836625,abc_group,2,1.645000,12.891247,66,C,Forecast,20260824T181001Z-27103c
23116,VEGETABLE GARDEN CHOPPING BOARD,2011-11,1,2011-12,M2_gbm_poisson,36.492883,7.836625,abc_group,2,1.645000,12.891247,50,C,Forecast,20260824T181001Z-27103c
23117,POPPY FIELDS CHOPPING BOARD,2011-11,1,2011-12,M2_gbm_poisson,45.849128,7.836625,abc_group,2,1.645000,12.891247,59,C,Forecast,20260824T181001Z-27103c
23118,PARISIENNE JEWELLERY DRAWER,2011-11,1,2011-12,M2_gbm_poisson,69.515189,43.924425,product,6,1.645000,72.255679,142,B,Forecast,20260824T181001Z-27103c
23119,PACK OF 6 LARGE FRUIT STRAWS,2011-11,1,2011-12,M2_gbm_poisson,136.224637,7.836625,abc_group,5,1.645000,12.891247,150,C,Forecast,20260824T181001Z-27103c
23120,PACK OF 6 SMALL FRUIT STRAWS,2011-11,1,2011-12,M2_gbm_poisson,124.447212,7.836625,abc_group,5,1.645000,12.891247,138,C,Forecast,20260824T181001Z-27103c
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2011-11,1,2011-12,M2_gbm_poisson,177.585976,7.836625,abc_group,5,1.645000,12.891247,191,C,Forecast,20260824T181001Z-27103c
23122,PARTY CHARMS 50 PIECES,2011-11,1,2011-12,M2_gbm_poisson,145.369516,7.836625,abc_group,5,1.645000,12.891247,159,C,Forecast,20260824T181001Z-27103c
23123,COCKTAIL SWORDS 50 PIECES,2011-11,1,2011-12,M2_gbm_poisson,68.625169,7.836625,abc_group,5,1.645000,12.891247,82,C,Forecast,20260824T181001Z-27103c
23124,18PC WOODEN CUTLERY SET DISPOSABLE,2011-11,1,2011-12,M2_gbm_poisson,20.892000,7.836625,abc_group,5,1.645000,12.891247,34,C,Forecast,20260824T181001Z-27103c
23125,6PC WOOD PLATE SET DISPOSABLE,2011-11,1,2011-12,M2_gbm_poisson,19.683432,7.836625,abc_group,5,1.645000,12.891247,33,C,Forecast,20260824T181001Z-27103c
23126,FELTCRAFT GIRL AMELIE KIT,2011-11,1,2011-12,M2_gbm_poisson,103.898238,37.748092,product,8,1.645000,62.095611,166,B,Forecast,20260824T181001Z-27103c
23127,FELTCRAFT GIRL NICOLE KIT,2011-11,1,2011-12,M2_gbm_poisson,79.811012,42.162372,product,8,1.645000,69.357102,150,B,Forecast,20260824T181001Z-27103c
23128,FELTCRAFT BOY JEAN-PAUL KIT,2011-11,1,2011-12,M2_gbm_poisson,52.983475,27.059359,product,8,1.645000,44.512646,98,B,Forecast,20260824T181001Z-27103c
23129,HEART SHAPED HOLLY WREATH,2011-11,1,2011-12,M2_gbm_poisson,123.719399,8.785326,product,6,1.645000,14.451862,139,C,Forecast,20260824T181001Z-27103c
23130,MISTLETOE HEART WREATH GREEN,2011-11,1,2011-12,M2_gbm_poisson,128.655371,104.723223,product,6,1.645000,172.269702,301,C,Forecast,20260824T181001Z-27103c
23131,MISTLETOE HEART WREATH CREAM,2011-11,1,2011-12,M2_gbm_poisson,72.814003,102.300148,product,7,1.645000,168.283743,242,C,Forecast,20260824T181001Z-27103c
23132,SMALL IVORY HEART WALL ORGANISER,2011-11,1,2011-12,M2_gbm_poisson,90.872604,40.388930,product,7,1.645000,66.439789,158,C,Forecast,20260824T181001Z-27103c
23133,LARGE IVORY HEART WALL ORGANISER,2011-11,1,2011-12,M2_gbm_poisson,84.037597,38.034412,product,7,1.645000,62.566608,147,C,Forecast,20260824T181001Z-27103c
23134,LARGE ZINC HEART WALL ORGANISER,2011-11,1,2011-12,M2_gbm_poisson,4.788924,231.310267,product,7,1.645000,380.505389,386,B,Forecast,20260824T181001Z-27103c
23135,SMALL ZINC HEART WALL ORGANISER,2011-11,1,2011-12,M2_gbm_poisson,29.851495,255.379358,product,7,1.645000,420.099044,450,C,Forecast,20260824T181001Z-27103c
23136,IVORY WIRE SWEETHEART LETTER TRAY,2011-11,1,2011-12,M2_gbm_poisson,24.008044,19.641782,product,7,1.645000,32.310732,57,C,Forecast,20260824T181001Z-27103c
23137,ZINC WIRE SWEETHEART LETTER TRAY,2011-11,1,2011-12,M2_gbm_poisson,34.559741,4.322611,product,7,1.645000,7.110694,42,C,Forecast,20260824T181001Z-27103c
23138,SINGLE WIRE HOOK IVORY HEART,2011-11,1,2011-12,M2_gbm_poisson,50.592484,30.829349,product,7,1.645000,50.714280,102,C,Forecast,20260824T181001Z-27103c
23139,SINGLE WIRE HOOK PINK HEART,2011-11,1,2011-12,M2_gbm_poisson,44.137438,18.754625,product,7,1.645000,30.851358,75,C,Forecast,20260824T181001Z-27103c
23140,TRIPLE WIRE HOOK IVORY HEART,2011-11,1,2011-12,M2_gbm_poisson,81.783443,37.523270,product,7,1.645000,61.725778,144,C,Forecast,20260824T181001Z-27103c
23141,TRIPLE WIRE HOOK PINK HEART,2011-11,1,2011-12,M2_gbm_poisson,5.548611,10.929524,product,7,1.645000,17.979067,24,C,Forecast,20260824T181001Z-27103c
23142,IVORY WIRE KITCHEN ORGANISER,2011-11,1,2011-12,M2_gbm_poisson,12.028051,6.293163,product,7,1.645000,10.352253,23,C,Forecast,20260824T181001Z-27103c
23143,ZINC WIRE KITCHEN ORGANISER,2011-11,1,2011-12,M2_gbm_poisson,6.962055,4.502599,product,6,1.645000,7.406775,15,C,Forecast,20260824T181001Z-27103c
23144,ZINC T-LIGHT HOLDER STARS SMALL,2011-11,1,2011-12,M2_gbm_poisson,323.228086,104.517641,product,7,1.645000,171.931520,496,B,Forecast,20260824T181001Z-27103c
23145,ZINC T-LIGHT HOLDER STAR LARGE,2011-11,1,2011-12,M2_gbm_poisson,117.820031,146.668122,product,7,1.645000,241.269060,360,C,Forecast,20260824T181001Z-27103c
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2011-11,1,2011-12,M2_gbm_poisson,66.618869,67.238095,product,7,1.645000,110.606667,178,C,Forecast,20260824T181001Z-27103c
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2011-11,1,2011-12,M2_gbm_poisson,123.117027,110.737993,product,7,1.645000,182.163998,306,C,Forecast,20260824T181001Z-27103c
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2011-11,1,2011-12,M2_gbm_poisson,137.252098,83.502272,product,7,1.645000,137.361237,275,C,Forecast,20260824T181001Z-27103c
23149,ANTIQUE IVORY WIRE BOWL SMALL,2011-11,1,2011-12,M2_gbm_poisson,17.796510,5.007679,product,6,1.645000,8.237632,27,C,Forecast,20260824T181001Z-27103c
23150,IVORY SWEETHEART SOAP DISH,2011-11,1,2011-12,M2_gbm_poisson,39.224286,17.587405,product,7,1.645000,28.931280,69,C,Forecast,20260824T181001Z-27103c
23151,ZINC SWEETHEART SOAP DISH,2011-11,1,2011-12,M2_gbm_poisson,10.950713,4.542780,product,6,1.645000,7.472873,19,C,Forecast,20260824T181001Z-27103c
23152,IVORY SWEETHEART WIRE LETTER RACK,2011-11,1,2011-12,M2_gbm_poisson,49.813583,54.994670,product,7,1.645000,90.466232,141,C,Forecast,20260824T181001Z-27103c
23153,ZINC SWEETHEART WIRE LETTER RACK,2011-11,1,2011-12,M2_gbm_poisson,44.614063,10.010875,product,7,1.645000,16.467890,62,C,Forecast,20260824T181001Z-27103c
23154,SET OF 4 JAM JAR MAGNETS,2011-11,1,2011-12,M2_gbm_poisson,210.332735,97.137349,product,8,1.645000,159.790940,371,B,Forecast,20260824T181001Z-27103c
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,2011-11,1,2011-12,M2_gbm_poisson,82.460325,102.813488,product,8,1.645000,169.128188,252,B,Forecast,20260824T181001Z-27103c
23156,SET OF 5 MINI GROCERY MAGNETS,2011-11,1,2011-12,M2_gbm_poisson,113.856340,76.508398,product,8,1.645000,125.856315,240,B,Forecast,20260824T181001Z-27103c
23157,SET OF 6 NATIVITY MAGNETS,2011-11,1,2011-12,M2_gbm_poisson,292.065503,207.029985,product,8,1.645000,340.564325,633,C,Forecast,20260824T181001Z-27103c
23158,SET OF 5 LUCKY CAT MAGNETS,2011-11,1,2011-12,M2_gbm_poisson,182.286344,93.369870,product,8,1.645000,153.593436,336,B,Forecast,20260824T181001Z-27103c
23159,SET OF 5 PANCAKE DAY MAGNETS,2011-11,1,2011-12,M2_gbm_poisson,139.346876,133.049891,product,8,1.645000,218.867071,359,B,Forecast,20260824T181001Z-27103c
23160,REGENCY TEA SPOON,2011-11,1,2011-12,M2_gbm_poisson,59.421838,101.060408,product,6,1.645000,166.244371,226,C,Forecast,20260824T181001Z-27103c
23161,REGENCY CAKE FORK,2011-11,1,2011-12,M2_gbm_poisson,95.471719,145.652518,product,6,1.645000,239.598393,336,C,Forecast,20260824T181001Z-27103c
23162,REGENCY TEA STRAINER,2011-11,1,2011-12,M2_gbm_poisson,101.937494,119.304768,product,7,1.645000,196.256343,299,B,Forecast,20260824T181001Z-27103c
23163,REGENCY SUGAR TONGS,2011-11,1,2011-12,M2_gbm_poisson,97.568984,89.720953,product,7,1.645000,147.590968,246,C,Forecast,20260824T181001Z-27103c
23164,REGENCY CAKE SLICE,2011-11,1,2011-12,M2_gbm_poisson,61.560284,64.972296,product,6,1.645000,106.879427,169,C,Forecast,20260824T181001Z-27103c
23165,LARGE CERAMIC TOP STORAGE JAR,2011-11,1,2011-12,M2_gbm_poisson,207.276354,43.739894,product,6,1.645000,71.952125,280,B,Forecast,20260824T181001Z-27103c
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11,1,2011-12,M2_gbm_poisson,299.308920,150.822143,product,10,1.645000,248.102425,548,A,Forecast,20260824T181001Z-27103c
23167,SMALL CERAMIC TOP STORAGE JAR,2011-11,1,2011-12,M2_gbm_poisson,271.752010,152.519419,product,6,1.645000,250.894445,523,B,Forecast,20260824T181001Z-27103c
23168,CLASSIC CAFE SUGAR DISPENSER,2011-11,1,2011-12,M2_gbm_poisson,274.667558,181.864347,product,6,1.645000,299.166851,574,C,Forecast,20260824T181001Z-27103c
23169,CLASSIC GLASS COOKIE JAR,2011-11,1,2011-12,M2_gbm_poisson,177.096698,52.610748,product,6,1.645000,86.544681,264,C,Forecast,20260824T181001Z-27103c
23170,REGENCY TEA PLATE ROSES,2011-11,1,2011-12,M2_gbm_poisson,349.230810,331.132924,product,6,1.645000,544.713660,894,B,Forecast,20260824T181001Z-27103c
23171,REGENCY TEA PLATE GREEN,2011-11,1,2011-12,M2_gbm_poisson,353.307666,299.186173,product,6,1.645000,492.161254,846,B,Forecast,20260824T181001Z-27103c
23172,REGENCY TEA PLATE PINK,2011-11,1,2011-12,M2_gbm_poisson,193.862710,204.636549,product,6,1.645000,336.627123,531,B,Forecast,20260824T181001Z-27103c
23173,REGENCY TEAPOT ROSES,2011-11,1,2011-12,M2_gbm_poisson,155.852410,275.202139,product,6,1.645000,452.707518,609,A,Forecast,20260824T181001Z-27103c
