stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
21788,KIDS RAIN MAC BLUE,2011-11,2011-12,M2_gbm_poisson,68.142587,97.876362,product,18,1.645000,161.006616,230,1.436346,B,45,120.333333,1,24,Forecast,20260824T181001Z-27103c
21789,KIDS RAIN MAC PINK,2011-11,2011-12,M2_gbm_poisson,62.854350,64.001936,product,18,1.645000,105.283184,169,1.018258,B,44,95.000000,1,24,Forecast,20260824T181001Z-27103c
21790,VINTAGE SNAP CARDS,2011-11,2011-12,M2_gbm_poisson,1056.665304,601.503371,product,18,1.645000,989.473045,2047,0.569247,A,2738,2250.000000,1,24,Forecast,20260824T181001Z-27103c
21791,VINTAGE HEADS AND TAILS CARD GAME,2011-11,2011-12,M2_gbm_poisson,648.232732,295.926139,product,18,1.645000,486.798498,1136,0.456512,A,1509,962.000000,1,24,Forecast,20260824T181001Z-27103c
21792,CLASSIC FRENCH STYLE BASKET GREEN,2011-11,2011-12,M2_gbm_poisson,2.937337,9.227824,product,18,1.645000,15.179771,19,3.141561,B,0,0.000000,4,23,Forecast,20260824T181001Z-27103c
21793,CLASSIC FRENCH STYLE BASKET BROWN,2011-11,2011-12,M2_gbm_poisson,50.798440,8.217383,product,18,1.645000,13.517595,65,0.161764,C,45,36.666667,1,23,Forecast,20260824T181001Z-27103c
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2011-11,2011-12,M2_gbm_poisson,24.176348,20.532143,product,18,1.645000,33.775375,58,0.849266,B,0,37.000000,2,23,Forecast,20260824T181001Z-27103c
21795,SET OF 3 BLUE STRIPE BASKET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21796,SET OF 3 RED STRIPE BASKETS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21801,CHRISTMAS TREE DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,15.166138,162.199860,product,18,1.645000,266.818770,282,10.694869,B,0,110.666667,2,24,Forecast,20260824T181001Z-27103c
21802,CHRISTMAS TREE HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,69.526656,153.691286,product,18,1.645000,252.822166,323,2.210538,B,71,320.000000,1,24,Forecast,20260824T181001Z-27103c
21803,CHRISTMAS TREE STAR DECORATION,2011-11,2011-12,M2_gbm_poisson,226.188018,139.297681,product,18,1.645000,229.144686,456,0.615849,B,566,468.000000,1,24,Forecast,20260824T181001Z-27103c
21804,WHITE CHRISTMAS GARLAND STARS TREES,2011-11,2011-12,M2_gbm_poisson,91.347250,11.515743,product,14,1.645000,18.943397,111,0.126066,B,139,68.333333,1,24,Forecast,20260824T181001Z-27103c
21805,WHITE CHRISTMAS TREE DECORATION,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21806,WHITE CHRISTMAS HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21807,WHITE CHRISTMAS STAR DECORATION,2011-11,2011-12,M2_gbm_poisson,42.732442,60.010069,product,18,1.645000,98.716563,142,1.404321,B,12,39.333333,1,24,Forecast,20260824T181001Z-27103c
21808,"CHRISTMAS GARLAND STARS,TREES",2011-11,2011-12,M2_gbm_poisson,51.298513,10.264922,product,18,1.645000,16.885797,69,0.200102,B,65,48.666667,1,24,Forecast,20260824T181001Z-27103c
21809,CHRISTMAS HANGING TREE WITH BELL,2011-11,2011-12,M2_gbm_poisson,105.550411,47.311786,product,18,1.645000,77.827889,184,0.448239,B,128,556.666667,1,24,Forecast,20260824T181001Z-27103c
21810,CHRISTMAS HANGING STAR WITH BELL,2011-11,2011-12,M2_gbm_poisson,1167.412439,66.301275,product,18,1.645000,109.065598,1277,0.056793,B,3177,1688.000000,1,24,Forecast,20260824T181001Z-27103c
21811,HANGING HEART WITH BELL,2011-11,2011-12,M2_gbm_poisson,673.444710,73.437097,product,18,1.645000,120.804025,795,0.109047,B,1416,1407.666667,1,24,Forecast,20260824T181001Z-27103c
21812,GARLAND WITH HEARTS AND BELLS,2011-11,2011-12,M2_gbm_poisson,78.153595,12.789033,product,18,1.645000,21.037959,100,0.163640,B,136,95.000000,1,24,Forecast,20260824T181001Z-27103c
21813,GARLAND WITH STARS AND BELLS,2011-11,2011-12,M2_gbm_poisson,101.731588,21.156478,product,18,1.645000,34.802407,137,0.207964,B,195,123.666667,1,24,Forecast,20260824T181001Z-27103c
21814,HEART T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,36.347622,7.979575,product,18,1.645000,13.126401,50,0.219535,B,33,13.000000,1,24,Forecast,20260824T181001Z-27103c
21815,STAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,31.935878,13.245289,product,18,1.645000,21.788500,54,0.414746,B,19,16.666667,1,24,Forecast,20260824T181001Z-27103c
21816,CHRISTMAS TREE T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,19.119919,12.576281,product,15,1.645000,20.687983,40,0.657758,C,6,10.333333,1,24,Forecast,20260824T181001Z-27103c
21817,GLITTER CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,72.727362,30.421616,product,15,1.645000,50.043558,123,0.418297,C,170,270.333333,1,24,Forecast,20260824T181001Z-27103c
21818,GLITTER CHRISTMAS HEART,2011-11,2011-12,M2_gbm_poisson,647.203379,97.722020,product,18,1.645000,160.752723,808,0.150991,B,1253,735.666667,1,24,Forecast,20260824T181001Z-27103c
21819,GLITTER CHRISTMAS STAR,2011-11,2011-12,M2_gbm_poisson,716.928809,91.754316,product,17,1.645000,150.935849,868,0.127982,B,1462,724.000000,1,24,Forecast,20260824T181001Z-27103c
21820,GLITTER HEART GARLAND WITH BELLS,2011-11,2011-12,M2_gbm_poisson,76.041166,19.764115,product,18,1.645000,32.511969,109,0.259913,B,146,68.000000,1,24,Forecast,20260824T181001Z-27103c
21821,GLITTER STAR GARLAND WITH BELLS,2011-11,2011-12,M2_gbm_poisson,66.943699,15.212727,product,17,1.645000,25.024936,92,0.227247,B,125,63.666667,1,24,Forecast,20260824T181001Z-27103c
21822,GLITTER CHRISTMAS TREE WITH BELLS,2011-11,2011-12,M2_gbm_poisson,251.866346,26.126462,product,13,1.645000,42.978029,295,0.103731,C,443,183.333333,1,24,Forecast,20260824T181001Z-27103c
21823,PAINTED METAL HEART WITH HOLLY BELL,2011-11,2011-12,M2_gbm_poisson,31.356377,134.842126,product,18,1.645000,221.815297,254,4.300310,B,3,413.666667,1,24,Forecast,20260824T181001Z-27103c
21824,PAINTED METAL STAR WITH HOLLY BELLS,2011-11,2011-12,M2_gbm_poisson,151.076546,96.519218,product,17,1.645000,158.774114,310,0.638876,B,363,602.000000,1,24,Forecast,20260824T181001Z-27103c
21825,PAINTED METAL TREE WITH HOLLY BELLS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21826,EIGHT PIECE DINOSAUR SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21827,EIGHT PIECE CREEPY CRAWLIE SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21828,EIGHT PIECE SNAKE  SET,2011-11,2011-12,M2_gbm_poisson,60.008870,17.870023,product,18,1.645000,29.396188,90,0.297790,B,85,48.333333,1,24,Forecast,20260824T181001Z-27103c
21829,DINOSAUR KEYRINGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,128.723684,388.542403,product,18,1.645000,639.152253,768,3.018422,B,0,448.000000,2,24,Forecast,20260824T181001Z-27103c
21830,ASSORTED CREEPY CRAWLIES,2011-11,2011-12,M2_gbm_poisson,36.429508,153.763273,product,18,1.645000,252.940585,290,4.220844,B,1,98.000000,1,24,Forecast,20260824T181001Z-27103c
21832,CHOCOLATE CALCULATOR,2011-11,2011-12,M2_gbm_poisson,90.701074,37.531845,product,18,1.645000,61.739884,153,0.413797,A,172,108.666667,1,24,Forecast,20260824T181001Z-27103c
21833,CAMOUFLAGE LED TORCH,2011-11,2011-12,M2_gbm_poisson,203.515849,168.622242,product,18,1.645000,277.383588,481,0.828546,A,378,408.333333,1,24,Forecast,20260824T181001Z-27103c
21836,GINGHAM OVEN GLOVE RED HEART,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21837,CROSS STITCH ALPHABET CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21838,DADDY MOUSE RED GINGHAM BOW TIE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21839,MUMMY MOUSE RED GINGHAM RIBBON,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21841,BABY MOUSE RED GINGHAM DRESS,2011-11,2011-12,M2_gbm_poisson,33.599779,11.013213,product,18,1.645000,18.116736,52,0.327776,B,16,22.333333,1,24,Forecast,20260824T181001Z-27103c
21842,PINK HEART CANDY BUTTON CALCULATOR,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21843,RED RETROSPOT CAKE STAND,2011-11,2011-12,M2_gbm_poisson,187.506315,64.132686,product,18,1.645000,105.498268,294,0.342029,A,437,213.000000,1,24,Forecast,20260824T181001Z-27103c
21844,RED RETROSPOT MUG,2011-11,2011-12,M2_gbm_poisson,76.437897,90.596738,product,18,1.645000,149.031634,226,1.185233,A,112,171.000000,1,24,Forecast,20260824T181001Z-27103c
21845,DAIRY MAID STRIPE MUG,2011-11,2011-12,M2_gbm_poisson,79.020152,51.944654,product,18,1.645000,85.448956,165,0.657360,B,108,128.000000,1,24,Forecast,20260824T181001Z-27103c
21846,PINK DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,31.127877,33.614724,product,18,1.645000,55.296221,87,1.079891,A,26,12.333333,1,24,Forecast,20260824T181001Z-27103c
21847,GREEN  DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,6.636687,7.143009,product,18,1.645000,11.750250,19,1.076291,C,2,2.000000,1,24,Forecast,20260824T181001Z-27103c
21849,SILVER DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,20.739748,20.566001,product,18,1.645000,33.831072,55,0.991623,B,16,7.000000,1,24,Forecast,20260824T181001Z-27103c
21850,BLUE  DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,17.482569,11.155461,product,18,1.645000,18.350734,36,0.638090,C,11,5.333333,1,24,Forecast,20260824T181001Z-27103c
21851,LILAC DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,10.058464,10.582144,product,18,1.645000,17.407627,28,1.052064,B,5,5.000000,1,24,Forecast,20260824T181001Z-27103c
21852,EMPIRE TEDDY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21853,GUMBALL CUSTOM CARS TOP TRUMPS GAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21854,EURO FOOTBALL STARS TOP TRUMPS GAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21857,STAR WARS TOP TRUMPS GAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21858,HIGH SCHOOL MUSICAL 3 TOP TRUMPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21860,DR WHO TOP TRUMPS GAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21864,UNION JACK FLAG PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,47.756408,37.651172,product,18,1.645000,61.936179,110,0.788400,A,26,41.666667,1,24,Forecast,20260824T181001Z-27103c
21865,PINK UNION JACK  PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,31.648183,25.925863,product,18,1.645000,42.648045,75,0.819190,B,22,10.666667,1,24,Forecast,20260824T181001Z-27103c
21866,UNION JACK FLAG LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,53.131568,40.550433,product,18,1.645000,66.705462,120,0.763208,B,65,52.666667,1,24,Forecast,20260824T181001Z-27103c
21867,PINK UNION JACK  LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,42.562157,36.460784,product,18,1.645000,59.977990,103,0.856648,B,33,18.666667,1,24,Forecast,20260824T181001Z-27103c
21868,POTTING SHED TEA MUG,2011-11,2011-12,M2_gbm_poisson,82.358900,167.714674,product,18,1.645000,275.890639,359,2.036388,A,137,49.333333,1,24,Forecast,20260824T181001Z-27103c
21869,POTTING SHED COFFEE MUG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21870,I CAN ONLY PLEASE ONE PERSON MUG,2011-11,2011-12,M2_gbm_poisson,2.666022,38.835399,product,18,1.645000,63.884231,67,14.566794,A,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
21871,SAVE THE PLANET MUG,2011-11,2011-12,M2_gbm_poisson,349.241799,367.288554,product,18,1.645000,604.189671,954,1.051674,A,747,553.000000,1,24,Forecast,20260824T181001Z-27103c
21872,GLAMOROUS  MUG,2011-11,2011-12,M2_gbm_poisson,194.997294,126.143133,product,18,1.645000,207.505453,403,0.646897,A,495,269.333333,1,24,Forecast,20260824T181001Z-27103c
21873,IF YOU CAN'T STAND THE HEAT MUG,2011-11,2011-12,M2_gbm_poisson,92.769719,27.885001,product,18,1.645000,45.870827,139,0.300583,B,33,244.333333,1,24,Forecast,20260824T181001Z-27103c
21874,GIN AND TONIC MUG,2011-11,2011-12,M2_gbm_poisson,252.485681,83.329616,product,18,1.645000,137.077218,390,0.330037,A,661,548.333333,1,24,Forecast,20260824T181001Z-27103c
21875,KINGS CHOICE MUG,2011-11,2011-12,M2_gbm_poisson,77.867002,140.062127,product,18,1.645000,230.402200,309,1.798735,A,108,72.333333,1,24,Forecast,20260824T181001Z-27103c
21876,POTTERING MUG,2011-11,2011-12,M2_gbm_poisson,153.634490,109.794005,product,18,1.645000,180.611138,335,0.714644,A,245,387.333333,1,24,Forecast,20260824T181001Z-27103c
21877,HOME SWEET HOME MUG,2011-11,2011-12,M2_gbm_poisson,281.733256,337.272422,product,18,1.645000,554.813135,837,1.197134,A,378,646.666667,1,24,Forecast,20260824T181001Z-27103c
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,48.506443,176.315786,product,18,1.645000,290.039467,339,3.634894,A,40,23.000000,1,21,Forecast,20260824T181001Z-27103c
21879,HEARTS GIFT TAPE,2011-11,2011-12,M2_gbm_poisson,32.252939,32.503743,product,18,1.645000,53.468657,86,1.007776,C,7,23.000000,1,24,Forecast,20260824T181001Z-27103c
21880,RED RETROSPOT TAPE,2011-11,2011-12,M2_gbm_poisson,72.005104,28.932210,product,18,1.645000,47.593486,120,0.401808,C,124,177.000000,1,24,Forecast,20260824T181001Z-27103c
21881,CUTE CATS TAPE,2011-11,2011-12,M2_gbm_poisson,40.938230,20.511633,product,18,1.645000,33.741636,75,0.501039,C,32,28.000000,1,24,Forecast,20260824T181001Z-27103c
21882,SKULLS TAPE,2011-11,2011-12,M2_gbm_poisson,46.726182,28.752458,product,18,1.645000,47.297793,95,0.615339,C,50,32.000000,1,24,Forecast,20260824T181001Z-27103c
21883,STARS GIFT TAPE,2011-11,2011-12,M2_gbm_poisson,64.313135,37.117882,product,18,1.645000,61.058916,126,0.577143,B,97,103.000000,1,24,Forecast,20260824T181001Z-27103c
21884,CAKES AND BOWS GIFT  TAPE,2011-11,2011-12,M2_gbm_poisson,38.884093,42.575480,product,18,1.645000,70.036664,109,1.094933,C,28,27.666667,1,24,Forecast,20260824T181001Z-27103c
21888,BINGO SET,2011-11,2011-12,M2_gbm_poisson,163.489836,91.089536,product,18,1.645000,149.842287,314,0.557157,A,306,281.000000,1,24,Forecast,20260824T181001Z-27103c
21889,WOODEN BOX OF DOMINOES,2011-11,2011-12,M2_gbm_poisson,683.781162,397.622712,product,18,1.645000,654.089362,1338,0.581506,A,1463,1100.000000,1,24,Forecast,20260824T181001Z-27103c
21890,S/6 WOODEN SKITTLES IN COTTON BAG,2011-11,2011-12,M2_gbm_poisson,94.338973,94.822281,product,18,1.645000,155.982652,251,1.005123,A,152,116.333333,1,24,Forecast,20260824T181001Z-27103c
21891,TRADITIONAL WOODEN SKIPPING ROPE,2011-11,2011-12,M2_gbm_poisson,641.085331,256.387993,product,18,1.645000,421.758248,1063,0.399928,A,1422,990.333333,1,24,Forecast,20260824T181001Z-27103c
21892,TRADITIONAL WOODEN CATCH CUP GAME,2011-11,2011-12,M2_gbm_poisson,274.464278,177.754382,product,18,1.645000,292.405958,567,0.647641,A,614,419.000000,1,24,Forecast,20260824T181001Z-27103c
21893,POTTING SHED SEED TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21894,POTTING SHED SEED ENVELOPES,2011-11,2011-12,M2_gbm_poisson,57.609219,39.651543,product,18,1.645000,65.226788,123,0.688285,B,70,46.333333,1,24,Forecast,20260824T181001Z-27103c
21895,POTTING SHED SOW 'N' GROW SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21896,POTTING SHED TWINE,2011-11,2011-12,M2_gbm_poisson,34.266289,49.016718,product,18,1.645000,80.632501,115,1.430465,A,25,12.333333,1,24,Forecast,20260824T181001Z-27103c
21897,POTTING SHED CANDLE CITRONELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21898,POTTING SHED ROSE CANDLE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21899,"KEY FOB , GARAGE DESIGN",2011-11,2011-12,M2_gbm_poisson,103.963670,146.165801,product,18,1.645000,240.442743,345,1.405932,A,127,139.666667,1,24,Forecast,20260824T181001Z-27103c
21900,"KEY FOB , SHED",2011-11,2011-12,M2_gbm_poisson,137.499273,196.547850,product,18,1.645000,323.321214,461,1.429446,A,173,185.666667,1,24,Forecast,20260824T181001Z-27103c
21901,"KEY FOB , BACK DOOR",2011-11,2011-12,M2_gbm_poisson,103.963670,127.910337,product,18,1.645000,210.412505,315,1.230337,A,130,138.666667,1,24,Forecast,20260824T181001Z-27103c
21902,"KEY FOB , FRONT  DOOR",2011-11,2011-12,M2_gbm_poisson,85.483732,93.830615,product,18,1.645000,154.351361,240,1.097643,B,156,134.000000,1,24,Forecast,20260824T181001Z-27103c
21903,MAN FLU METAL SIGN,2011-11,2011-12,M2_gbm_poisson,64.533374,53.549450,product,18,1.645000,88.088845,153,0.829795,A,103,78.000000,1,24,Forecast,20260824T181001Z-27103c
21904,HOUSE WRECKING METAL SIGN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21905,MORE BUTTER METAL SIGN,2011-11,2011-12,M2_gbm_poisson,66.019420,33.941769,product,18,1.645000,55.834211,122,0.514118,B,110,86.666667,1,24,Forecast,20260824T181001Z-27103c
21906,PHARMACIE FIRST AID TIN,2011-11,2011-12,M2_gbm_poisson,32.358257,45.125745,product,18,1.645000,74.231850,107,1.394567,A,18,53.333333,1,24,Forecast,20260824T181001Z-27103c
21907,I'M ON HOLIDAY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,108.723006,124.603178,product,18,1.645000,204.972227,314,1.146061,A,94,126.666667,1,23,Forecast,20260824T181001Z-27103c
21908,CHOCOLATE THIS WAY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,192.092293,158.985340,product,18,1.645000,261.530885,454,0.827651,A,248,409.666667,1,24,Forecast,20260824T181001Z-27103c
21910,WAY OUT METAL SIGN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21911,GARDEN METAL SIGN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21912,VINTAGE SNAKES & LADDERS,2011-11,2011-12,M2_gbm_poisson,113.990184,39.002454,product,18,1.645000,64.159036,179,0.342156,A,176,140.666667,1,24,Forecast,20260824T181001Z-27103c
21913,VINTAGE SEASIDE JIGSAW PUZZLES,2011-11,2011-12,M2_gbm_poisson,45.221423,40.168664,product,18,1.645000,66.077452,112,0.888266,A,25,31.333333,1,24,Forecast,20260824T181001Z-27103c
21914,BLUE HARMONICA IN BOX,2011-11,2011-12,M2_gbm_poisson,701.265787,383.778581,product,18,1.645000,631.315766,1333,0.547266,A,1662,1116.666667,1,24,Forecast,20260824T181001Z-27103c
21915,RED  HARMONICA IN BOX,2011-11,2011-12,M2_gbm_poisson,1658.820423,669.746469,product,18,1.645000,1101.732941,2761,0.403749,A,3644,3327.666667,1,24,Forecast,20260824T181001Z-27103c
21916,SET 12 RETRO WHITE CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,183.335046,350.191782,product,18,1.645000,576.065481,760,1.910119,A,231,393.333333,1,24,Forecast,20260824T181001Z-27103c
21917,SET 12 KIDS  WHITE CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,174.859387,222.223354,product,18,1.645000,365.557417,541,1.270869,B,215,473.333333,1,24,Forecast,20260824T181001Z-27103c
21918,SET 12 KIDS COLOUR  CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,317.308926,459.075517,product,18,1.645000,755.179226,1073,1.446778,A,425,394.333333,1,24,Forecast,20260824T181001Z-27103c
21919,Electronic Talking Breath-A-Loser,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21922,UNION STRIPE WITH FRINGE  HAMMOCK,2011-11,2011-12,M2_gbm_poisson,19.124577,51.367681,product,18,1.645000,84.499835,104,2.685951,A,6,11.333333,1,20,Forecast,20260824T181001Z-27103c
21923,RED/CREAM STRIPE FRINGE HAMMOCK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21925,UNION STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,17.158753,42.763760,product,18,1.645000,70.346386,88,2.492242,B,1,12.666667,1,20,Forecast,20260824T181001Z-27103c
21926,RED/CREAM STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,40.798842,37.676082,product,18,1.645000,61.977155,103,0.923460,B,25,32.000000,1,20,Forecast,20260824T181001Z-27103c
21927,BLUE/CREAM STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,44.379697,25.495671,product,18,1.645000,41.940379,87,0.574490,B,39,53.000000,1,20,Forecast,20260824T181001Z-27103c
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2011-11,2011-12,M2_gbm_poisson,399.639777,487.698770,product,18,1.645000,802.264476,1202,1.220346,A,765,803.666667,1,24,Forecast,20260824T181001Z-27103c
21929,JUMBO BAG PINK VINTAGE PAISLEY,2011-11,2011-12,M2_gbm_poisson,397.562166,470.178664,product,18,1.645000,773.443902,1172,1.182654,A,716,759.666667,1,24,Forecast,20260824T181001Z-27103c
21930,JUMBO STORAGE BAG SKULLS,2011-11,2011-12,M2_gbm_poisson,318.992140,327.932493,product,18,1.645000,539.448951,859,1.028027,A,617,694.666667,1,24,Forecast,20260824T181001Z-27103c
21931,JUMBO STORAGE BAG SUKI,2011-11,2011-12,M2_gbm_poisson,841.764675,541.271940,product,18,1.645000,890.392341,1733,0.643020,A,1177,1249.000000,1,24,Forecast,20260824T181001Z-27103c
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,144.542298,64.351683,product,18,1.645000,105.858518,251,0.445210,A,182,128.000000,1,24,Forecast,20260824T181001Z-27103c
21933,PINK VINTAGE PAISLEY PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,126.533110,64.741326,product,18,1.645000,106.499481,234,0.511655,A,131,103.666667,1,24,Forecast,20260824T181001Z-27103c
21934,SKULL SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,232.657365,72.345863,product,18,1.645000,119.008945,352,0.310955,A,492,288.000000,1,24,Forecast,20260824T181001Z-27103c
21935,SUKI  SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,253.570190,111.836740,product,18,1.645000,183.971437,438,0.441048,A,546,372.666667,1,24,Forecast,20260824T181001Z-27103c
21936,RED RETROSPOT PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,72.740069,172.510162,product,18,1.645000,283.779216,357,2.371597,A,45,92.000000,1,24,Forecast,20260824T181001Z-27103c
21937,STRAWBERRY   PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,4.910536,132.895914,product,18,1.645000,218.613779,224,27.063423,A,1,0.333333,1,24,Forecast,20260824T181001Z-27103c
21942,SKULLS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,54.737222,21.696437,product,18,1.645000,35.690639,91,0.396374,B,83,40.333333,1,24,Forecast,20260824T181001Z-27103c
21943,CAKES AND RABBITS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,20.286025,21.458405,product,18,1.645000,35.299076,56,1.057793,C,6,9.000000,1,24,Forecast,20260824T181001Z-27103c
21944,KITTENS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,54.151921,21.847417,product,18,1.645000,35.939002,91,0.403447,C,72,32.000000,1,24,Forecast,20260824T181001Z-27103c
21945,STRAWBERRIES  DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,58.486631,20.589522,product,18,1.645000,33.869764,93,0.352038,B,80,53.000000,1,24,Forecast,20260824T181001Z-27103c
21946,PARTY TIME DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,13.620487,18.762699,product,18,1.645000,30.864640,45,1.377535,C,3,5.666667,1,24,Forecast,20260824T181001Z-27103c
21947,SET OF 6 HEART CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,54.926346,37.974259,product,18,1.645000,62.467655,118,0.691367,B,60,49.666667,1,24,Forecast,20260824T181001Z-27103c
21948,SET OF 6 CAKE CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,50.355629,38.117393,product,18,1.645000,62.703111,114,0.756964,B,48,36.666667,1,24,Forecast,20260824T181001Z-27103c
