rank,stock_code,cum_product_share,revenue,revenue_share,cum_revenue_share,abc_class
1160,21866,0.2457,3550.5700,0.0002,0.8251,B
1161,21509,0.2459,3546.1300,0.0002,0.8252,B
1162,22176,0.2461,3542.7300,0.0002,0.8254,B
1163,22589,0.2463,3542.4600,0.0002,0.8256,B
1164,20886,0.2465,3540.2200,0.0002,0.8258,B
1165,22334,0.2467,3539.1600,0.0002,0.8260,B
1166,21784,0.2469,3538.2800,0.0002,0.8262,B
1167,21054,0.2471,3538.0000,0.0002,0.8264,B
1168,20786,0.2474,3533.9000,0.0002,0.8265,B
1169,47505,0.2476,3527.4200,0.0002,0.8267,B
1170,22320,0.2478,3527.1700,0.0002,0.8269,B
1171,23530,0.2480,3520.3900,0.0002,0.8271,B
1172,21179,0.2482,3517.9000,0.0002,0.8273,B
1173,21813,0.2484,3513.0000,0.0002,0.8275,B
1174,23294,0.2486,3511.9200,0.0002,0.8277,B
1175,23569,0.2488,3509.4400,0.0002,0.8278,B
1176,22765,0.2490,3508.3000,0.0002,0.8280,B
1177,84352,0.2493,3505.5800,0.0002,0.8282,B
1178,22531,0.2495,3480.8800,0.0002,0.8284,B
1179,22704,0.2497,3480.7600,0.0002,0.8286,B
1180,23191,0.2499,3480.4700,0.0002,0.8288,B
1181,22902,0.2501,3464.7700,0.0002,0.8289,B
1182,22764,0.2503,3462.4900,0.0002,0.8291,B
1183,22603,0.2505,3456.5200,0.0002,0.8293,B
1184,21469,0.2507,3455.7600,0.0002,0.8295,B
1185,22172,0.2510,3451.8200,0.0002,0.8297,B
1186,22944,0.2512,3447.3700,0.0002,0.8298,B
1187,21466,0.2514,3438.6200,0.0002,0.8300,B
1188,23065,0.2516,3427.4400,0.0002,0.8302,B
1189,21039,0.2518,3421.1000,0.0002,0.8304,B
1190,22309,0.2520,3414.0200,0.0002,0.8306,B
1191,21364,0.2522,3407.7200,0.0002,0.8307,B
1192,21507,0.2524,3403.4100,0.0002,0.8309,B
1193,84472,0.2526,3402.3200,0.0002,0.8311,B
1194,37501,0.2529,3401.1500,0.0002,0.8313,B
1195,22459,0.2531,3389.7400,0.0002,0.8315,B
1196,22440,0.2533,3382.6100,0.0002,0.8316,B
1197,44230,0.2535,3381.6200,0.0002,0.8318,B
1198,21902,0.2537,3375.8200,0.0002,0.8320,B
1199,22862,0.2539,3373.2200,0.0002,0.8322,B
1200,23210,0.2541,3368.4200,0.0002,0.8323,B
1201,21211,0.2543,3365.6400,0.0002,0.8325,B
1202,84510A,0.2546,3359.9600,0.0002,0.8327,B
1203,22452,0.2548,3352.2000,0.0002,0.8329,B
1204,22822,0.2550,3342.9900,0.0002,0.8331,B
1205,21123,0.2552,3341.8700,0.0002,0.8332,B
1206,22477,0.2554,3339.5200,0.0002,0.8334,B
1207,23013,0.2556,3339.1000,0.0002,0.8336,B
1208,22428,0.2558,3337.5100,0.0002,0.8338,B
1209,22223,0.2560,3334.8500,0.0002,0.8339,B
1210,23232,0.2562,3331.9200,0.0002,0.8341,B
1211,22047,0.2565,3330.0000,0.0002,0.8343,B
1212,15058B,0.2567,3327.6700,0.0002,0.8345,B
1213,21327,0.2569,3320.0700,0.0002,0.8346,B
1214,23189,0.2571,3319.6100,0.0002,0.8348,B
1215,23156,0.2573,3317.2100,0.0002,0.8350,B
1216,22136,0.2575,3315.6400,0.0002,0.8352,B
1217,22076,0.2577,3304.7200,0.0002,0.8353,B
1218,21917,0.2579,3297.3500,0.0002,0.8355,B
1219,22183,0.2582,3297.2500,0.0002,0.8357,B
1220,20702,0.2584,3296.7000,0.0002,0.8358,B
1221,21191,0.2586,3295.9100,0.0002,0.8360,B
1222,22122,0.2588,3290.0800,0.0002,0.8362,B
1223,22939,0.2590,3290.0400,0.0002,0.8364,B
1224,23111,0.2592,3289.7600,0.0002,0.8365,B
1225,37410,0.2594,3288.6500,0.0002,0.8367,B
1226,22281,0.2596,3279.9100,0.0002,0.8369,B
1227,23353,0.2598,3278.3800,0.0002,0.8371,B
1228,23332,0.2601,3272.1500,0.0002,0.8372,B
1229,23388,0.2603,3270.2800,0.0002,0.8374,B
1230,84828,0.2605,3266.7100,0.0002,0.8376,B
1231,84975,0.2607,3266.4000,0.0002,0.8377,B
1232,23193,0.2609,3261.2900,0.0002,0.8379,B
1233,23085,0.2611,3260.4300,0.0002,0.8381,B
1234,22967,0.2613,3253.7100,0.0002,0.8383,B
1235,21467,0.2615,3252.5400,0.0002,0.8384,B
1236,23014,0.2618,3251.0500,0.0002,0.8386,B
1237,23536,0.2620,3250.0500,0.0002,0.8388,B
1238,21477,0.2622,3248.9400,0.0002,0.8389,B
1239,84849B,0.2624,3244.1400,0.0002,0.8391,B
1240,21829,0.2626,3242.1800,0.0002,0.8393,B
1241,23354,0.2628,3223.7900,0.0002,0.8395,B
1242,23426,0.2630,3216.0300,0.0002,0.8396,B
1243,84813,0.2632,3215.2100,0.0002,0.8398,B
1244,21732,0.2634,3214.5700,0.0002,0.8400,B
1245,21473,0.2637,3212.1600,0.0002,0.8401,B
1246,22194,0.2639,3212.1000,0.0002,0.8403,B
1247,84031B,0.2641,3211.2400,0.0002,0.8405,B
1248,84837,0.2643,3210.0400,0.0002,0.8406,B
1249,79323GR,0.2645,3209.3600,0.0002,0.8408,B
1250,22794,0.2647,3207.7500,0.0002,0.8410,B
1251,22166,0.2649,3198.1800,0.0002,0.8411,B
1252,79164,0.2651,3196.0100,0.0002,0.8413,B
1253,21333,0.2654,3192.0900,0.0002,0.8415,B
1254,22762,0.2656,3186.9200,0.0002,0.8416,B
1255,21830,0.2658,3185.6000,0.0002,0.8418,B
1256,23053,0.2660,3179.8100,0.0002,0.8420,B
1257,22503,0.2662,3178.0200,0.0002,0.8421,B
1258,23230,0.2664,3175.9200,0.0002,0.8423,B
1259,23051,0.2666,3173.7300,0.0002,0.8425,B
1260,84596F,0.2668,3170.9700,0.0002,0.8426,B
1261,21628,0.2670,3170.3300,0.0002,0.8428,B
1262,23239,0.2673,3161.9500,0.0002,0.8430,B
1263,22700,0.2675,3155.4000,0.0002,0.8431,B
1264,84944,0.2677,3153.8800,0.0002,0.8433,B
1265,15058A,0.2679,3153.7300,0.0002,0.8435,B
1266,22702,0.2681,3148.0600,0.0002,0.8436,B
1267,22972,0.2683,3145.5100,0.0002,0.8438,B
1268,21949,0.2685,3140.7900,0.0002,0.8440,B
1269,22863,0.2687,3140.0600,0.0002,0.8441,B
1270,22325,0.2690,3139.9900,0.0002,0.8443,B
1271,23350,0.2692,3139.5500,0.0002,0.8445,B
1272,20992,0.2694,3138.8200,0.0002,0.8446,B
1273,21519,0.2696,3133.9800,0.0002,0.8448,B
1274,22419,0.2698,3130.8700,0.0002,0.8450,B
1275,21557,0.2700,3125.7400,0.0002,0.8451,B
1276,22347,0.2702,3119.1800,0.0002,0.8453,B
1277,22773,0.2704,3111.3500,0.0002,0.8455,B
1278,21352,0.2706,3110.2800,0.0002,0.8456,B
1279,21272,0.2709,3109.8300,0.0002,0.8458,B
1280,23342,0.2711,3108.4100,0.0002,0.8459,B
1281,22313,0.2713,3101.5300,0.0002,0.8461,B
1282,22177,0.2715,3101.4600,0.0002,0.8463,B
1283,22406,0.2717,3098.5900,0.0002,0.8464,B
1284,47504K,0.2719,3096.0800,0.0002,0.8466,B
1285,22572,0.2721,3087.1800,0.0002,0.8468,B
1286,79072,0.2723,3083.2000,0.0002,0.8469,B
1287,21820,0.2726,3079.8900,0.0002,0.8471,B
1288,22310,0.2728,3079.3600,0.0002,0.8472,B
1289,84279B,0.2730,3076.9200,0.0002,0.8474,B
1290,21765,0.2732,3076.3900,0.0002,0.8476,B
1291,23308,0.2734,3070.1100,0.0002,0.8477,B
1292,21206,0.2736,3067.9000,0.0002,0.8479,B
1293,84912B,0.2738,3052.9000,0.0002,0.8480,B
1294,23393,0.2740,3048.0400,0.0002,0.8482,B
1295,20956,0.2742,3046.3200,0.0002,0.8484,B
1296,22129,0.2745,3041.0000,0.0002,0.8485,B
1297,22963,0.2747,3036.1900,0.0002,0.8487,B
1298,23346,0.2749,3026.4500,0.0002,0.8488,B
1299,15044C,0.2751,3021.3600,0.0002,0.8490,B
1300,85227,0.2753,3020.2000,0.0002,0.8492,B
1301,23035,0.2755,3018.9100,0.0002,0.8493,B
1302,21626,0.2757,3017.0700,0.0002,0.8495,B
1303,84912A,0.2759,3012.0000,0.0002,0.8496,B
1304,22891,0.2762,3007.8400,0.0002,0.8498,B
1305,22372,0.2764,3006.0600,0.0002,0.8500,B
1306,23395,0.2766,3005.3000,0.0002,0.8501,B
1307,21786,0.2768,3003.2700,0.0002,0.8503,B
1308,20985,0.2770,2999.5600,0.0002,0.8504,B
1309,22067,0.2772,2999.0400,0.0002,0.8506,B
1310,82578,0.2774,2991.8400,0.0002,0.8507,B
1311,22925,0.2776,2989.5200,0.0002,0.8509,B
1312,22473,0.2778,2989.0200,0.0002,0.8511,B
1313,22208,0.2781,2980.6300,0.0002,0.8512,B
1314,22402,0.2783,2978.7300,0.0002,0.8514,B
1315,22519,0.2785,2968.7700,0.0002,0.8515,B
1316,22132,0.2787,2967.2800,0.0002,0.8517,B
1317,22154,0.2789,2961.3800,0.0002,0.8518,B
1318,22792,0.2791,2960.6900,0.0002,0.8520,B
1319,22805,0.2793,2958.9300,0.0002,0.8521,B
1320,21354,0.2795,2954.2600,0.0002,0.8523,B
1321,22095,0.2798,2944.4400,0.0002,0.8525,B
1322,22927,0.2800,2936.9400,0.0002,0.8526,B
1323,21111,0.2802,2935.4600,0.0002,0.8528,B
1324,85049D,0.2804,2927.8800,0.0002,0.8529,B
1325,22674,0.2806,2925.3200,0.0002,0.8531,B
1326,23231,0.2808,2924.3400,0.0002,0.8532,B
1327,21214,0.2810,2920.8200,0.0002,0.8534,B
1328,22037,0.2812,2912.5900,0.0002,0.8535,B
1329,21948,0.2814,2909.0600,0.0002,0.8537,B
1330,22518,0.2817,2899.8000,0.0002,0.8538,B
1331,23056,0.2819,2898.1200,0.0002,0.8540,B
1332,22757,0.2821,2898.0300,0.0002,0.8541,B
1333,22712,0.2823,2896.9700,0.0002,0.8543,B
1334,22277,0.2825,2894.1000,0.0002,0.8544,B
1335,22375,0.2827,2894.0500,0.0002,0.8546,B
1336,22184,0.2829,2887.0700,0.0002,0.8548,B
1337,22754,0.2831,2885.6800,0.0002,0.8549,B
1338,22755,0.2834,2882.7500,0.0002,0.8551,B
1339,22897,0.2836,2871.8300,0.0002,0.8552,B
1340,21709,0.2838,2871.7700,0.0002,0.8554,B
1341,20752,0.2840,2868.2000,0.0002,0.8555,B
1342,85132B,0.2842,2863.3700,0.0002,0.8557,B
1343,22480,0.2844,2863.0600,0.0002,0.8558,B
1344,21424,0.2846,2861.6400,0.0002,0.8560,B
1345,22293,0.2848,2860.2000,0.0002,0.8561,B
1346,21821,0.2850,2859.1400,0.0002,0.8563,B
1347,22949,0.2853,2855.2700,0.0002,0.8564,B
1348,23329,0.2855,2855.0500,0.0002,0.8566,B
1349,21465,0.2857,2853.1400,0.0001,0.8567,B
1350,22664,0.2859,2847.0000,0.0001,0.8569,B
1351,21324,0.2861,2845.7100,0.0001,0.8570,B
1352,21688,0.2863,2845.6500,0.0001,0.8572,B
1353,22816,0.2865,2845.0900,0.0001,0.8573,B
1354,23542,0.2867,2828.3200,0.0001,0.8575,B
1355,85114C,0.2870,2826.2800,0.0001,0.8576,B
1356,22955,0.2872,2824.5000,0.0001,0.8578,B
1357,23427,0.2874,2823.0800,0.0001,0.8579,B
1358,23323,0.2876,2822.6100,0.0001,0.8581,B
1359,21439,0.2878,2811.3300,0.0001,0.8582,B
1360,35001W,0.2880,2806.6900,0.0001,0.8583,B
1361,22450,0.2882,2798.2800,0.0001,0.8585,B
1362,22983,0.2884,2798.2500,0.0001,0.8586,B
1363,84909A,0.2886,2797.5500,0.0001,0.8588,B
1364,22930,0.2889,2793.9500,0.0001,0.8589,B
1365,21360,0.2891,2790.4100,0.0001,0.8591,B
1366,22710,0.2893,2789.7800,0.0001,0.8592,B
1367,22905,0.2895,2787.5200,0.0001,0.8594,B
1368,21705,0.2897,2785.0300,0.0001,0.8595,B
1369,21796,0.2899,2782.1900,0.0001,0.8597,B
1370,22671,0.2901,2781.6900,0.0001,0.8598,B
1371,21408,0.2903,2781.5500,0.0001,0.8600,B
1372,23345,0.2906,2781.4900,0.0001,0.8601,B
1373,21508,0.2908,2780.1000,0.0001,0.8603,B
1374,21728,0.2910,2773.1100,0.0001,0.8604,B
1375,21188,0.2912,2771.3400,0.0001,0.8605,B
1376,84519A,0.2914,2767.6600,0.0001,0.8607,B
1377,21682,0.2916,2762.6400,0.0001,0.8608,B
1378,22696,0.2918,2757.6800,0.0001,0.8610,B
1379,22101,0.2920,2753.0700,0.0001,0.8611,B
1380,22145,0.2922,2752.6600,0.0001,0.8613,B
1381,84795C,0.2925,2752.5900,0.0001,0.8614,B
1382,22525,0.2927,2748.7900,0.0001,0.8616,B
1383,22315,0.2929,2744.5500,0.0001,0.8617,B
1384,15058C,0.2931,2742.9300,0.0001,0.8618,B
1385,21683,0.2933,2739.7700,0.0001,0.8620,B
1386,22482,0.2935,2739.4300,0.0001,0.8621,B
1387,22416,0.2937,2737.2600,0.0001,0.8623,B
1388,23211,0.2939,2735.3200,0.0001,0.8624,B
1389,23242,0.2942,2734.8600,0.0001,0.8626,B
1390,22974,0.2944,2734.8000,0.0001,0.8627,B
1391,85015,0.2946,2731.8000,0.0001,0.8629,B
1392,22066,0.2948,2722.9200,0.0001,0.8630,B
1393,47503J,0.2950,2719.3800,0.0001,0.8631,B
1394,85183B,0.2952,2716.7600,0.0001,0.8633,B
1395,51014C,0.2954,2715.6500,0.0001,0.8634,B
1396,22524,0.2956,2713.2300,0.0001,0.8636,B
1397,85035C,0.2958,2710.7900,0.0001,0.8637,B
1398,21096,0.2961,2710.0500,0.0001,0.8638,B
1399,23504,0.2963,2709.0900,0.0001,0.8640,B
1400,22161,0.2965,2706.4100,0.0001,0.8641,B
1401,23196,0.2967,2705.2800,0.0001,0.8643,B
1402,23190,0.2969,2697.5500,0.0001,0.8644,B
1403,21744,0.2971,2697.1600,0.0001,0.8646,B
1404,84795B,0.2973,2696.8100,0.0001,0.8647,B
1405,21808,0.2975,2695.7000,0.0001,0.8648,B
1406,22081,0.2978,2695.0900,0.0001,0.8650,B
1407,23147,0.2980,2688.4000,0.0001,0.8651,B
1408,22231,0.2982,2687.2700,0.0001,0.8653,B
1409,22576,0.2984,2685.1800,0.0001,0.8654,B
1410,21788,0.2986,2684.2900,0.0001,0.8655,B
1411,23290,0.2988,2683.1400,0.0001,0.8657,B
1412,22581,0.2990,2681.9100,0.0001,0.8658,B
1413,23390,0.2992,2680.4200,0.0001,0.8660,B
1414,21224,0.2994,2671.5400,0.0001,0.8661,B
1415,22675,0.2997,2670.1900,0.0001,0.8663,B
1416,22914,0.2999,2669.3800,0.0001,0.8664,B
1417,23164,0.3001,2668.9700,0.0001,0.8665,B
1418,22479,0.3003,2667.7600,0.0001,0.8667,B
1419,22217,0.3005,2667.3000,0.0001,0.8668,B
1420,22651,0.3007,2666.7300,0.0001,0.8670,B
1421,85049B,0.3009,2663.2400,0.0001,0.8671,B
1422,21923,0.3011,2662.6400,0.0001,0.8672,B
1423,22436,0.3014,2657.8500,0.0001,0.8674,B
1424,21204,0.3016,2656.6000,0.0001,0.8675,B
1425,22650,0.3018,2650.0700,0.0001,0.8677,B
1426,22028,0.3020,2645.8600,0.0001,0.8678,B
1427,22597,0.3022,2645.0600,0.0001,0.8679,B
1428,21897,0.3024,2641.3600,0.0001,0.8681,B
1429,22818,0.3026,2638.9600,0.0001,0.8682,B
1430,85199S,0.3028,2638.7100,0.0001,0.8683,B
1431,22270,0.3030,2638.6700,0.0001,0.8685,B
1432,84754,0.3033,2634.5900,0.0001,0.8686,B
1433,85049F,0.3035,2634.0000,0.0001,0.8688,B
1434,22146,0.3037,2633.1300,0.0001,0.8689,B
1435,22152,0.3039,2629.6800,0.0001,0.8690,B
1436,22094,0.3041,2627.2100,0.0001,0.8692,B
1437,84872A,0.3043,2620.0100,0.0001,0.8693,B
1438,21422,0.3045,2619.1700,0.0001,0.8695,B
1439,90057,0.3047,2615.8800,0.0001,0.8696,B
1440,84849D,0.3050,2614.8900,0.0001,0.8697,B
1441,21693,0.3052,2613.2200,0.0001,0.8699,B
1442,23212,0.3054,2610.5600,0.0001,0.8700,B
1443,23396,0.3056,2604.8300,0.0001,0.8701,B
1444,37502,0.3058,2599.7900,0.0001,0.8703,B
1445,47585A,0.3060,2597.8800,0.0001,0.8704,B
1446,22376,0.3062,2594.1400,0.0001,0.8705,B
1447,22713,0.3064,2593.4700,0.0001,0.8707,B
1448,23100,0.3066,2593.3300,0.0001,0.8708,B
1449,90062,0.3069,2591.4200,0.0001,0.8710,B
1450,85035B,0.3071,2590.1100,0.0001,0.8711,B
1451,21589,0.3073,2583.4500,0.0001,0.8712,B
1452,22046,0.3075,2582.0000,0.0001,0.8714,B
1453,22155,0.3077,2579.5300,0.0001,0.8715,B
1454,21171,0.3079,2578.2700,0.0001,0.8716,B
1455,22933,0.3081,2577.1800,0.0001,0.8718,B
1456,22495,0.3083,2574.9000,0.0001,0.8719,B
1457,22990,0.3086,2572.2000,0.0001,0.8720,B
1458,82597,0.3088,2569.6600,0.0001,0.8722,B
1459,21653,0.3090,2565.6700,0.0001,0.8723,B
1460,22828,0.3092,2565.0000,0.0001,0.8724,B
1461,21642,0.3094,2564.6000,0.0001,0.8726,B
1462,23333,0.3096,2562.9500,0.0001,0.8727,B
1463,23054,0.3098,2555.1700,0.0001,0.8728,B
1464,20960,0.3100,2550.8400,0.0001,0.8730,B
1465,23146,0.3102,2549.5800,0.0001,0.8731,B
1466,22439,0.3105,2547.5100,0.0001,0.8733,B
1467,21898,0.3107,2538.8100,0.0001,0.8734,B
1468,22811,0.3109,2535.4900,0.0001,0.8735,B
1469,20787,0.3111,2535.1000,0.0001,0.8737,B
1470,22500,0.3113,2533.5600,0.0001,0.8738,B
1471,21215,0.3115,2532.0800,0.0001,0.8739,B
1472,21742,0.3117,2528.2800,0.0001,0.8741,B
1473,21203,0.3119,2527.0000,0.0001,0.8742,B
1474,23292,0.3122,2526.8400,0.0001,0.8743,B
1475,23266,0.3124,2524.9000,0.0001,0.8744,B
1476,21288,0.3126,2524.5700,0.0001,0.8746,B
1477,84012,0.3128,2523.0700,0.0001,0.8747,B
1478,22937,0.3130,2522.7200,0.0001,0.8748,B
1479,22415,0.3132,2520.1500,0.0001,0.8750,B
1480,47480,0.3134,2518.8500,0.0001,0.8751,B
1481,21792,0.3136,2517.8800,0.0001,0.8752,B
1482,21818,0.3139,2513.9300,0.0001,0.8754,B
1483,21431,0.3141,2511.3600,0.0001,0.8755,B
1484,21323,0.3143,2506.8900,0.0001,0.8756,B
1485,23341,0.3145,2505.4200,0.0001,0.8758,B
1486,22190,0.3147,2504.2800,0.0001,0.8759,B
1487,72800E,0.3149,2501.7900,0.0001,0.8760,B
1488,85054,0.3151,2495.0200,0.0001,0.8762,B
1489,22342,0.3153,2494.9300,0.0001,0.8763,B
1490,85041,0.3155,2489.8700,0.0001,0.8764,B
1491,21924,0.3158,2486.6600,0.0001,0.8766,B
1492,85206B,0.3160,2477.3000,0.0001,0.8767,B
1493,22091,0.3162,2473.2900,0.0001,0.8768,B
1494,85034B,0.3164,2471.9000,0.0001,0.8769,B
1495,22829,0.3166,2468.5700,0.0001,0.8771,B
1496,22735,0.3168,2461.9700,0.0001,0.8772,B
1497,21686,0.3170,2460.1400,0.0001,0.8773,B
1498,84509B,0.3172,2456.2200,0.0001,0.8775,B
1499,84509F,0.3175,2456.1000,0.0001,0.8776,B
1500,21330,0.3177,2454.0700,0.0001,0.8777,B
1501,21747,0.3179,2452.3500,0.0001,0.8779,B
1502,21823,0.3181,2447.7200,0.0001,0.8780,B
1503,85034C,0.3183,2445.7400,0.0001,0.8781,B
1504,21680,0.3185,2444.9300,0.0001,0.8782,B
1505,23407,0.3187,2443.9100,0.0001,0.8784,B
1506,22471,0.3189,2431.6800,0.0001,0.8785,B
1507,84840,0.3191,2430.8200,0.0001,0.8786,B
1508,22021,0.3194,2430.3100,0.0001,0.8787,B
1509,22911,0.3196,2427.8000,0.0001,0.8789,B
1510,23264,0.3198,2423.3000,0.0001,0.8790,B
1511,21274,0.3200,2420.6900,0.0001,0.8791,B
1512,21973,0.3202,2420.0300,0.0001,0.8793,B
1513,72799E,0.3204,2418.8200,0.0001,0.8794,B
1514,21789,0.3206,2415.0400,0.0001,0.8795,B
1515,21809,0.3208,2415.0200,0.0001,0.8796,B
1516,21106,0.3211,2413.8900,0.0001,0.8798,B
1517,22676,0.3213,2408.8000,0.0001,0.8799,B
1518,85036A,0.3215,2405.7900,0.0001,0.8800,B
1519,22537,0.3217,2404.1100,0.0001,0.8801,B
1520,21540,0.3219,2394.9500,0.0001,0.8803,B
1521,82567,0.3221,2393.1300,0.0001,0.8804,B
1522,23400,0.3223,2390.5900,0.0001,0.8805,B
1523,22362,0.3225,2390.1000,0.0001,0.8806,B
1524,85034A,0.3227,2389.6900,0.0001,0.8808,B
1525,22789,0.3230,2384.2100,0.0001,0.8809,B
1526,22613,0.3232,2383.2800,0.0001,0.8810,B
1527,84818,0.3234,2382.2500,0.0001,0.8812,B
1528,22758,0.3236,2381.1500,0.0001,0.8813,B
1529,22609,0.3238,2379.3500,0.0001,0.8814,B
1530,85059,0.3240,2377.4700,0.0001,0.8815,B
1531,23028,0.3242,2377.1300,0.0001,0.8817,B
1532,22852,0.3244,2374.0300,0.0001,0.8818,B
1533,10133,0.3247,2373.2600,0.0001,0.8819,B
1534,47570,0.3249,2373.0100,0.0001,0.8820,B
1535,85035A,0.3251,2370.3100,0.0001,0.8821,B
1536,23316,0.3253,2362.2200,0.0001,0.8823,B
1537,21468,0.3255,2361.3900,0.0001,0.8824,B
1538,22540,0.3257,2361.3200,0.0001,0.8825,B
1539,23412,0.3259,2354.8000,0.0001,0.8826,B
1540,22448,0.3261,2352.7800,0.0001,0.8828,B
1541,21824,0.3263,2351.4600,0.0001,0.8829,B
1542,21437,0.3266,2350.9200,0.0001,0.8830,B
1543,22986,0.3268,2347.9000,0.0001,0.8831,B
1544,84459B,0.3270,2341.7700,0.0001,0.8833,B
1545,21873,0.3272,2336.8500,0.0001,0.8834,B
1546,22321,0.3274,2335.0600,0.0001,0.8835,B
1547,22153,0.3276,2334.2000,0.0001,0.8836,B
1548,21262,0.3278,2333.5700,0.0001,0.8838,B
1549,23048,0.3280,2331.0400,0.0001,0.8839,B
1550,21826,0.3283,2326.8700,0.0001,0.8840,B
1551,21708,0.3285,2326.5200,0.0001,0.8841,B
1552,22566,0.3287,2324.5800,0.0001,0.8842,B
1553,23406,0.3289,2322.7400,0.0001,0.8844,B
1554,23424,0.3291,2319.3500,0.0001,0.8845,B
1555,21126,0.3293,2319.2200,0.0001,0.8846,B
1556,21616,0.3295,2312.3200,0.0001,0.8847,B
1557,22251,0.3297,2310.2600,0.0001,0.8849,B
1558,22421,0.3299,2304.2700,0.0001,0.8850,B
1559,21482,0.3302,2296.7600,0.0001,0.8851,B
1560,21741,0.3304,2293.7500,0.0001,0.8852,B
1561,22642,0.3306,2293.5200,0.0001,0.8853,B
1562,21947,0.3308,2288.0100,0.0001,0.8855,B
1563,22246,0.3310,2287.9500,0.0001,0.8856,B
1564,23436,0.3312,2287.8300,0.0001,0.8857,B
1565,22409,0.3314,2286.7100,0.0001,0.8858,B
1566,23437,0.3316,2283.9900,0.0001,0.8859,B
1567,85114A,0.3319,2283.3400,0.0001,0.8861,B
1568,84796A,0.3321,2281.7300,0.0001,0.8862,B
1569,20668,0.3323,2279.6800,0.0001,0.8863,B
1570,21655,0.3325,2277.5000,0.0001,0.8864,B
1571,21464,0.3327,2274.0000,0.0001,0.8865,B
1572,23367,0.3329,2271.4500,0.0001,0.8867,B
1573,22363,0.3331,2271.3800,0.0001,0.8868,B
1574,85106,0.3333,2271.2400,0.0001,0.8869,B
1575,85014C,0.3335,2270.7300,0.0001,0.8870,B
1576,23360,0.3338,2262.7700,0.0001,0.8871,B
1577,85183A,0.3340,2259.5000,0.0001,0.8872,B
1578,84536A,0.3342,2259.0000,0.0001,0.8874,B
1579,21615,0.3344,2253.2700,0.0001,0.8875,B
1580,22742,0.3346,2252.4700,0.0001,0.8876,B
1581,20658,0.3348,2251.3600,0.0001,0.8877,B
1582,21696,0.3350,2251.1400,0.0001,0.8878,B
1583,22831,0.3352,2250.8800,0.0001,0.8880,B
1584,22306,0.3355,2250.4800,0.0001,0.8881,B
1585,84469,0.3357,2249.4100,0.0001,0.8882,B
1586,85172,0.3359,2248.6400,0.0001,0.8883,B
1587,21462,0.3361,2247.9600,0.0001,0.8884,B
1588,85199L,0.3363,2246.0200,0.0001,0.8886,B
1589,21187,0.3365,2243.7800,0.0001,0.8887,B
1590,85045,0.3367,2239.3400,0.0001,0.8888,B
1591,23252,0.3369,2239.1100,0.0001,0.8889,B
1592,22133,0.3371,2238.4200,0.0001,0.8890,B
1593,22803,0.3374,2237.8400,0.0001,0.8891,B
1594,22024,0.3376,2237.7900,0.0001,0.8893,B
1595,85176,0.3378,2237.5900,0.0001,0.8894,B
1596,21710,0.3380,2235.0100,0.0001,0.8895,B
1597,22336,0.3382,2234.9600,0.0001,0.8896,B
1598,21681,0.3384,2234.8100,0.0001,0.8897,B
1599,21398,0.3386,2231.9000,0.0001,0.8898,B
1600,21804,0.3388,2225.9900,0.0001,0.8900,B
1601,35001G,0.3391,2225.7200,0.0001,0.8901,B
1602,84691,0.3393,2225.5000,0.0001,0.8902,B
1603,23352,0.3395,2222.1700,0.0001,0.8903,B
1604,21476,0.3397,2219.5100,0.0001,0.8904,B
1605,23489,0.3399,2216.8300,0.0001,0.8905,B
1606,21638,0.3401,2214.6400,0.0001,0.8907,B
1607,23330,0.3403,2213.3800,0.0001,0.8908,B
1608,84913A,0.3405,2211.5400,0.0001,0.8909,B
1609,23029,0.3407,2211.5200,0.0001,0.8910,B
1610,85116,0.3410,2206.2400,0.0001,0.8911,B
1611,23265,0.3412,2203.2500,0.0001,0.8912,B
1612,22286,0.3414,2200.3600,0.0001,0.8914,B
1613,21651,0.3416,2200.3600,0.0001,0.8915,B
1614,22973,0.3418,2200.2200,0.0001,0.8916,B
1615,22539,0.3420,2198.8100,0.0001,0.8917,B
1616,51014L,0.3422,2193.6700,0.0001,0.8918,B
1617,85107,0.3424,2193.6700,0.0001,0.8919,B
1618,21819,0.3427,2193.4000,0.0001,0.8920,B
1619,21125,0.3429,2192.7500,0.0001,0.8922,B
1620,20770,0.3431,2190.5900,0.0001,0.8923,B
1621,20931,0.3433,2187.7800,0.0001,0.8924,B
1622,16237,0.3435,2186.2000,0.0001,0.8925,B
1623,23371,0.3437,2184.0100,0.0001,0.8926,B
1624,21611,0.3439,2182.1900,0.0001,0.8927,B
1625,22711,0.3441,2168.3400,0.0001,0.8929,B
1626,22716,0.3443,2167.0000,0.0001,0.8930,B
1627,22163,0.3446,2163.7000,0.0001,0.8931,B
1628,23079,0.3448,2162.8000,0.0001,0.8932,B
1629,22920,0.3450,2156.2600,0.0001,0.8933,B
1630,23497,0.3452,2155.4100,0.0001,0.8934,B
1631,23093,0.3454,2154.7600,0.0001,0.8935,B
1632,85216,0.3456,2154.2200,0.0001,0.8936,B
1633,22824,0.3458,2153.9500,0.0001,0.8938,B
1634,85103,0.3460,2153.4300,0.0001,0.8939,B
1635,85039B,0.3463,2146.3000,0.0001,0.8940,B
1636,22514,0.3465,2145.1000,0.0001,0.8941,B
1637,21421,0.3467,2144.4800,0.0001,0.8942,B
1638,23020,0.3469,2141.8400,0.0001,0.8943,B
